model_name	compartment	branch_length_transformation	AIC	AICc	estimated_parameter	parameter_value	R2	slope	intercept	x_trait_slope_95CI	x_trait_slope_stdev	p	x_trait	y_trait	best_model
BM	-	lambda=1 delta=1kappa=1	-33.8186201257211	-33.0186201257211	None	All parameters fixed	0.170520521721023	-0.00175645452464347	0.156097016867444	-0.00365467864148147 - 0.00014176959219453	0.000968481692264285	0.0885362273363437	skeleton_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	growth_rate_mm_per_year	FALSE
BM_Lambda	-	lambda=ML delta=1kappa=1	-42.8683493184254	-42.0683493184254	lambda	lambda : 1e-06 (95% CI  NA  -  0.806739502697231 )	0.227063193518088	-0.00217759910616536	0.172208993986328	-0.00414626779052211 - -0.000208930421808608	0.0010044227981412	0.0455819784510942	skeleton_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	growth_rate_mm_per_year	TRUE
BM_Kappa	-	lambda=1 delta=1kappa=ML	-37.0422778084987	-36.2422778084987	kappa	kappa : 0.322355108897163 (95% CI  NA  -  NA )	0.120458937750015	-0.00177458739577881	0.156114276425808	-0.00412423113405298 - 0.000575056342495364	0.00119879782565009	0.158213329211686	skeleton_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	growth_rate_mm_per_year	FALSE
BM_Delta	-	lambda=1 delta=MLkappa=1	-33.8186201257211	-33.0186201257211	delta	delta : 1 (95% CI  0.27830321072874  -  NA )	0.170520521721023	-0.00175645452464347	0.156097016867444	-0.00365467864148147 - 0.00014176959219453	0.000968481692264285	0.0885362273363437	skeleton_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	growth_rate_mm_per_year	FALSE
