model_name	compartment	branch_length_transformation	AIC	AICc	estimated_parameter	parameter_value	R2	slope	intercept	x_trait_slope_95CI	x_trait_slope_stdev	p	x_trait	y_trait	best_model
BM	-	lambda=1 delta=1kappa=1	-38.8654055059576	-37.9423285828807	None	All parameters fixed	0.444932239664902	-0.00331339335425424	0.15959016219135	-0.00525200632464967 - -0.00137478038385881	0.000989088250201752	0.00476446652415508	all_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	growth_rate_mm_per_year	FALSE
BM_Lambda	-	lambda=ML delta=1kappa=1	-52.5719210924201	-51.6488441693432	lambda	lambda : 0.169805077693958 (95% CI  NA  -  0.764842073140659 )	0.53493110756074	-0.00424475659114238	0.174294018730006	-0.00631802038540584 - -0.00217149279687892	0.00105778765013442	0.00128327741073386	all_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	growth_rate_mm_per_year	TRUE
BM_Kappa	-	lambda=1 delta=1kappa=ML	-49.2451376192651	-48.3220606961882	kappa	kappa : 1e-06 (95% CI  NA  -  0.481989342393094 )	0.431029058198284	-0.00379392023043905	0.172346522347358	-0.00607726776335746 - -0.00151057269752064	0.00116497323108082	0.00573620801761843	all_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	growth_rate_mm_per_year	FALSE
BM_Delta	-	lambda=1 delta=MLkappa=1	-38.8654055059576	-37.9423285828807	delta	delta : 1 (95% CI  0.303639683018774  -  NA )	0.444932239664902	-0.00331339335425424	0.15959016219135	-0.00525200632464967 - -0.00137478038385881	0.000989088250201752	0.00476446652415508	all_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	growth_rate_mm_per_year	FALSE
