model_name	compartment	branch_length_transformation	AIC	AICc	estimated_parameter	parameter_value	R2	slope	intercept	x_trait_slope_95CI	x_trait_slope_stdev	p	x_trait	y_trait	best_model
BM	-	lambda=1 delta=1kappa=1	102.402015474372	103.259158331515	None	All parameters fixed	0.0802392636172551	4.84308139648916	6.32990466596842	-3.45497105910916 - 13.1411338520875	4.23370023244812	0.270577935060475	skeleton_weighted_unifrac_ordination_PC3	perc_dis	FALSE
BM_Lambda	-	lambda=ML delta=1kappa=1	99.867455272188	100.724598129331	lambda	lambda : 0.946837317367716 (95% CI  NA  -  NA )	0.0442876717283299	3.98661711143712	6.19292774691608	-5.38548772114143 - 13.3587219440157	4.78168613907069	0.417514604082308	skeleton_weighted_unifrac_ordination_PC3	perc_dis	TRUE
BM_Kappa	-	lambda=1 delta=1kappa=ML	101.596126905069	102.453269762212	kappa	kappa : 0.760702769322233 (95% CI  0.18325538955946  -  NA )	0.0631338727551329	4.68096389144061	6.49816848962151	-4.4444650179164 - 13.8063928007976	4.65583107620256	0.330649281394623	skeleton_weighted_unifrac_ordination_PC3	perc_dis	FALSE
BM_Delta	-	lambda=1 delta=MLkappa=1	102.402015474372	103.259158331515	delta	delta : 1 (95% CI  0.227020502659246  -  NA )	0.0802392636172551	4.84308139648916	6.32990466596842	-3.45497105910916 - 13.1411338520875	4.23370023244812	0.270577935060475	skeleton_weighted_unifrac_ordination_PC3	perc_dis	FALSE
