Disease_Trait,Diversity_Trait,N_Microbes,Compartment,Package,Model,pVal,R_Squared,Adj_R_Squared,x_Trait_Slope_95CI,Intercept_95CI,Parameters,Estimated_Parameter_95CI,AIC,AICc,Minimum_AIC,Minimum_AICc
perc_dis,tissue_unweighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.38833578,0.01964616,-0.006152626,3.917757654,0.00267440840023704 + 1.97427378201271 - -1.94572621798728,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.377892906321588,-93.66930912,-93.34498479,,
perc_dis,tissue_unweighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.597045275,0.007424256,-0.018696158,3.918163052,0.00890012575184805 + 2.03247033302883 - -1.88752966697117,"lambda=l,delta=ML,kappa=1",3 -/+ 2.0411120691787,-57.90375549,-57.57943116,,
perc_dis,tissue_unweighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.309052526,0.027212143,0.001612463,3.917225401,3.913523853,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.442351155194012,-69.69155679,-69.36723247,Model_3l_AIC,Model_3l_AICc
perc_bbd,tissue_unweighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",0.56533384,0.00877514,-0.017309725,0.0655779548851071 + 2.07306420558848 - -1.84693579441152,3.909985009,"lambda=1,delta=1,kappa=1",NA,-48.91085591,-48.58653158,,
perc_bbd,tissue_unweighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.410890858,0.017869033,-0.007976519,0.0436950966058675 + 2.01255028579283 - -1.90744971420717,3.911028994,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.32950087876817,-93.59686516,-93.27254083,,
perc_bbd,tissue_unweighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.564599875,0.008808161,-0.017275834,0.0606772011860667 + 2.06441670076559 - -1.85558329923441,3.914742942,"lambda=l,delta=ML,kappa=1",3 -/+ 2.03859551136172,-57.95956467,-57.63524035,,
perc_bbd,tissue_unweighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.49519357,0.012328024,-0.013663344,0.0426856070788115 + 2.02197967551472 - -1.89802032448528,3.900404147,"lambda=1,delta=1,kappa=ML",0.0211271224298007 -/+ 0.461747663248767,-69.10224535,-68.77792103,Model_3l_AIC,Model_3l_AICc
perc_bbd,tissue_weighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",0.581267388,0.00807814,-0.018025067,3.693005548,3.916436947,"lambda=1,delta=1,kappa=1",NA,53.76258365,54.08690797,,
perc_bbd,tissue_weighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.53186521,0.010366886,-0.01567609,3.792671168,3.894082908,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.211815231144863,14.04858522,14.37290955,,
perc_bbd,tissue_weighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.56418249,0.008826976,-0.017256524,3.700078396,3.913599907,"lambda=l,delta=ML,kappa=1",3 -/+ 2.0106580672822,44.97057289,45.29489721,,
perc_bbd,tissue_weighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.221574458,0.039055441,0.013767427,3.63632459,0.0209802831991734 + 2.18604139252048 - -1.73395860747952,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.47977985588493,35.9593072,36.28363152,Model_3l_AIC,Model_3l_AICc
perc_wd,tissue_weighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",0.994824377,1.12E-06,-0.026314638,0.000706952858270459 + 2.06826991679159 - -1.85173008320841,3.891973515,"lambda=1,delta=1,kappa=1",NA,54.08697656,54.41130089,,
perc_wd,tissue_weighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.662435003,0.005068742,-0.02111366,0.0364004460295964 + 2.04272968332321 - -1.87727031667679,3.866702159,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.212681485586322,14.26215984,14.58648417,,
perc_wd,tissue_weighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.972601481,3.15E-05,-0.026283508,0.00368965372319951 + 2.0667217466779 - -1.8532782533221,3.885735376,"lambda=l,delta=ML,kappa=1",3 -/+ 2.00743700716364,45.32396133,45.64828565,,
perc_wd,tissue_weighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.786086842,0.001962041,-0.024302115,0.0263916480703579 + 2.05655931085356 - -1.86344068914644,3.915347027,"lambda=1,delta=1,kappa=ML",0.0480895050272393 -/+ 0.523631612222166,37.42826324,37.75258756,Model_3l_AIC,Model_3l_AICc
perc_wd,tissue_unweighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",0.144449696,0.055206452,0.030343463,3.876532362,0.00897519023648568 + 2.13094582113065 - -1.78905417886935,"lambda=1,delta=1,kappa=1",NA,-50.82985488,-50.50553056,,
perc_wd,tissue_unweighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.851627204,0.000932413,-0.025358839,3.915919246,3.917035092,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.371238033990579,-92.9129546,-92.58863028,,
perc_wd,tissue_unweighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.166824587,0.049682583,0.02467423,3.879498172,0.0145195777799098 + 2.03036239637609 - -1.88963760362392,"lambda=l,delta=ML,kappa=1",3 -/+ 2.01078606232435,-59.64404645,-59.31972213,,
perc_wd,tissue_unweighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.519225608,0.011015922,-0.015009975,3.903395171,3.906581232,"lambda=1,delta=1,kappa=ML",0.0542318471456948 -/+ 0.500591872218224,-69.04283863,-68.7185143,Model_3l_AIC,Model_3l_AICc
perc_dis,skeleton_unweighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.493315385,0.011809299,-0.012895469,0.00553284602874286 + 1.96800252277788 - -1.95199747722212,3.890458934,"lambda=1,delta=1,kappa=1",NA,15.31205225,15.61974456,,
perc_dis,skeleton_unweighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.032674494,0.109070025,0.086796776,0.00604222841706302 + 1.96273046253749 - -1.95726953746251,3.888753274,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.248895356058656,-92.60924986,-92.30155756,,
perc_dis,skeleton_unweighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.474825514,0.012845301,-0.011833566,0.00554012794471727 + 1.96767909890204 - -1.95232090109796,3.891246185,"lambda=l,delta=ML,kappa=1",3 -/+ 2.19931353010485,4.553817625,4.861509932,,
perc_dis,skeleton_unweighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.02652551,0.117120806,0.095048826,0.00633949327287019 + 1.96275206169018 - -1.95724793830982,3.884594217,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.0870824211993704,-71.50019925,-71.19250694,Model_3l_AIC,Model_3l_AICc
perc_dis,skeleton_weighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.785059305,0.00188118,-0.023071791,0.00257193351360737 + 1.9693671114726 - -1.9506328885274,3.828538364,"lambda=1,delta=1,kappa=1",NA,28.53767883,28.84537114,,
perc_dis,skeleton_weighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.946883856,0.000112346,-0.024884845,3.919344386,3.884280402,"lambda=ML,delta=1,kappa=1",0.0798003608203009 -/+ 0.787784589866575,16.13383287,16.44152518,,
perc_dis,skeleton_weighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.79012238,0.001791581,-0.023163629,0.00251498350261996 + 1.96938636693847 - -1.95061363306153,3.819151955,"lambda=l,delta=ML,kappa=1",3 -/+ 1.7752518793006,21.41733011,21.72502242,,
perc_dis,skeleton_weighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.479015082,0.012604896,-0.012079981,0.00647682593157395 + 1.96906375325032 - -1.95093624674968,3.826753933,"lambda=1,delta=1,kappa=ML",0.486034712699322 -/+ 0.978167010219565,24.34029046,24.64798277,Model_3l_AIC,Model_3l_AICc
perc_bbd,skeleton_weighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.136639226,0.05453498,0.030898355,3.483357792,3.884699594,"lambda=1,delta=1,kappa=1",NA,26.2614705,26.56916281,,
perc_bbd,skeleton_weighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.001639423,0.221919092,0.202467069,3.306401206,0.0514144833877825 + 2.00309541435116 - -1.91690458564884,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.518820933352234,6.06901478,6.376707088,,
perc_bbd,skeleton_weighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.100561918,0.065980727,0.042630246,3.464701662,3.883895365,"lambda=l,delta=ML,kappa=1",3 -/+ 1.85693077216556,18.62579933,18.93349164,,
perc_bbd,skeleton_weighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.013569828,0.142918609,0.121491575,3.385975656,3.891719607,"lambda=1,delta=1,kappa=ML",0.28325352502673 -/+ 0.818255431861774,19.21799283,19.52568513,Model_3l_AIC,Model_3l_AICc
perc_bbd,skeleton_unweighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.804366455,0.001551967,-0.023409234,3.856755701,3.917315644,"lambda=1,delta=1,kappa=1",NA,15.74576144,16.05345375,,
perc_bbd,skeleton_unweighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.212100086,0.03864716,0.014613339,3.84608154,3.914881312,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.267260428402436,-89.4140718,-89.10637949,,
perc_bbd,skeleton_unweighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.767938696,0.002201635,-0.022743324,3.851578766,3.919973224,"lambda=l,delta=ML,kappa=1",3 -/+ 2.19808908460127,5.004244668,5.311936975,,
perc_bbd,skeleton_unweighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.107294936,0.063542775,0.040131345,3.814945627,3.915668384,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.0873514379883526,-69.02574965,-68.71805734,Model_3l_AIC,Model_3l_AICc
perc_wd,skeleton_unweighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.825388628,0.001231369,-0.023737847,0.0150037976315443 + 2.02756309139403 - -1.89243690860597,3.906419911,"lambda=1,delta=1,kappa=1",NA,15.75924533,16.06693764,,
perc_wd,skeleton_unweighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.7357092,0.002880006,-0.022047994,0.00820887786832836 + 1.98415075980034 - -1.93584924019966,3.904347055,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.24029464538965,-87.8798279,-87.5721356,,
perc_wd,skeleton_unweighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.822665446,0.001270706,-0.023697526,0.0146862679893097 + 2.02510026765728 - -1.89489973234272,3.907158815,"lambda=l,delta=ML,kappa=1",3 -/+ 2.1959717748229,5.043411677,5.351103985,,
perc_wd,skeleton_unweighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.448710725,0.014422873,-0.010216555,0.0211590350798985 + 1.98765574009967 - -1.93234425990033,3.904857027,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.0979525377760041,-66.87856094,-66.57086863,Model_3l_AIC,Model_3l_AICc
perc_wd,skeleton_weighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.595787872,0.007098007,-0.017724542,0.0419549603869853 + 2.03845819018309 - -1.88154180981691,3.826369123,"lambda=1,delta=1,kappa=1",NA,28.31758344,28.62527575,,
perc_wd,skeleton_weighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.547808581,0.009103256,-0.015669163,0.0497245116720285 + 2.04202691210936 - -1.87797308789064,3.863032958,"lambda=ML,delta=1,kappa=1",0.0800224132708393 -/+ 0.779236197939844,15.75442667,16.06211898,,
perc_wd,skeleton_weighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.595767137,0.007098805,-0.017723725,0.0421940064349379 + 2.03890075479194 - -1.88109924520806,3.815548342,"lambda=l,delta=ML,kappa=1",3 -/+ 1.77571441853791,21.1934309,21.5011232,,
perc_wd,skeleton_weighted_unifrac_ordination_PC2,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.437204036,0.015163647,-0.009457262,0.0638168975841587 + 2.04131785212929 - -1.87868214787071,3.836783566,"lambda=1,delta=1,kappa=ML",0.490384877403214 -/+ 0.984683723934144,24.22683783,24.53453014,Model_3l_AIC,Model_3l_AICc
perc_dis,all_weighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.193644893,0.039892716,0.017033019,3.909131773,0.0485049444526247 + 2.37878728979797 - -1.54121271020203,"lambda=1,delta=1,kappa=1",NA,17.70016009,17.99284301,,
perc_dis,all_weighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.066617096,0.077860756,0.05590506,3.911792724,0.0341066338712247 + 1.98561479454766 - -1.93438520545234,"lambda=ML,delta=1,kappa=1",0.0167519054361156 -/+ 0.404677913836983,-55.01394816,-54.72126523,,
perc_dis,all_weighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.188245608,0.040855154,0.018018372,3.909343943,0.0563312321102959 + 2.13057898169108 - -1.78942101830892,"lambda=l,delta=ML,kappa=1",3 -/+ 2.14702472065671,7.550725017,7.843407944,,
perc_dis,all_weighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.138330498,0.051543592,0.028961296,3.91337027,0.0092577306460284 + 2.05996960958346 - -1.86003039041654,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.158942459434798,-33.31394397,-33.02126104,Model_3l_AIC,Model_3l_AICc
perc_dis,all_unweighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.013841935,0.135797844,0.115221602,3.913463651,0.0333805442925084 + 2.08951444290098 - -1.83048555709902,"lambda=1,delta=1,kappa=1",NA,-85.57406383,-85.2813809,,
perc_dis,all_unweighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.00934337,0.150201874,0.129968585,3.915638937,0.0186151666297991 + 1.968532445626 - -1.951467554374,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.48218460362162,-143.5727304,-143.2800475,,
perc_dis,all_unweighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.01361482,0.136405939,0.115844176,3.913627442,0.0347983911571058 + 2.01297394525487 - -1.90702605474513,"lambda=l,delta=ML,kappa=1",3 -/+ 2.11340056865964,-95.35631935,-95.06363643,,
perc_dis,all_unweighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.000633204,0.245155379,0.227182889,3.914470399,0.0230524791809652 + 1.99410772037384 - -1.92589227962616,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.16654932588782,-127.9440816,-127.6513987,Model_3l_AIC,Model_3l_AICc
perc_wd,all_unweighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data)",2.74E-06,0.41114948,0.397129229,3.869398579,0.0240156188610084 + 2.06667386284267 - -1.85332613715733,"lambda=1,delta=1,kappa=1",NA,-102.4539753,-102.1612924,,
perc_wd,all_unweighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.013812086,0.1358772,0.115302847,3.893057061,0.017433280172857 + 1.96848748317089 - -1.95151251682911,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.272816441533078,-142.8372235,-142.5445406,,
perc_wd,all_unweighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",4.82E-06,0.395586852,0.381196062,3.870395851,0.0268800734035568 + 2.00376632755181 - -1.91623367244819,"lambda=l,delta=ML,kappa=1",3 -/+ 1.98658618590087,-111.0574922,-110.7648092,,
perc_wd,all_unweighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.013223424,0.137477752,0.116941508,3.890103104,0.00768633504799205 + 1.99602107866454 - -1.92397892133546,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.401830208944379,-122.0767249,-121.7840419,Model_3l_AIC,Model_3l_AICc
perc_wd,all_weighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.003276339,0.188035221,0.168702726,3.815020252,0.0387510341664045 + 2.34427945565612 - -1.57572054434388,"lambda=1,delta=1,kappa=1",NA,10.32628506,10.61896799,,
perc_wd,all_weighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.076156703,0.072973915,0.050901865,3.868217017,0.0289706891333468 + 1.98305519142978 - -1.93694480857022,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.424113680807951,-54.89895913,-54.6062762,,
perc_wd,all_weighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.003795533,0.18278358,0.163326046,3.816975244,0.0493028647815337 + 2.1154954267139 - -1.8045045732861,"lambda=l,delta=ML,kappa=1",3 -/+ 2.11527572207929,0.504646586,0.797329513,,
perc_wd,all_weighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.025514222,0.113243656,0.09213041,3.849050029,3.917174659,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.203088844869944,-36.27362956,-35.98094663,Model_3l_AIC,Model_3l_AICc
perc_bbd,all_weighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.786818204,0.001760734,-0.022006868,0.0733608571435805 + 2.2295319168477 - -1.6904680831523,0.00161103648146289 + 2.38692985317402 - -1.53307014682598,"lambda=1,delta=1,kappa=1",NA,19.41387035,19.70655328,,
perc_bbd,all_weighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.766562027,0.002121316,-0.0216377,0.0279732735607701 + 2.05361702626769 - -1.86638297373231,0.00291599559497341 + 1.98169776214201 - -1.93830223785799,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.364538390472158,-51.65835888,-51.36567595,,
perc_bbd,all_weighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.795729496,0.001613462,-0.022157646,0.0642869792030113 + 2.2067563321004 - -1.7132436678996,0.00961366356422783 + 2.13408573419507 - -1.78591426580493,"lambda=l,delta=ML,kappa=1",3 -/+ 2.14256981689548,9.31505513,9.607738057,,
perc_bbd,all_weighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.792969308,0.001658345,-0.022111694,0.0269174600387972 + 2.06190877601874 - -1.85809122398126,3.902578999,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.161873554771801,-31.05851594,-30.76583302,Model_3l_AIC,Model_3l_AICc
perc_bbd,all_unweighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.552564804,0.008463113,-0.015144908,0.0524275424590862 + 2.04756372578361 - -1.87243627421639,0.00429005347863315 + 2.09869811423221 - -1.82130188576779,"lambda=1,delta=1,kappa=1",NA,-79.52628879,-79.23360586,,
perc_bbd,all_unweighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.252395889,0.031069905,0.008000141,0.0408205652785762 + 1.99517471848045 - -1.92482528151955,0.00140985593731841 + 1.96815249859378 - -1.95184750140622,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.292795732587762,-137.80021,-137.5075271,,
perc_bbd,all_unweighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.539694683,0.009021117,-0.014573619,0.0497505425850852 + 2.04045910998333 - -1.87954089001667,0.00548657431957595 + 2.01676362229452 - -1.90323637770548,"lambda=l,delta=ML,kappa=1",3 -/+ 2.113758732102,-89.30234156,-89.00965863,,
perc_bbd,all_unweighted_unifrac_ordination_PC3,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.296660548,0.025900556,0.002707712,0.0406832633370448 + 1.99849800640002 - -1.92150199359998,3.919594017,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.21036082261956,-116.7240169,-116.431334,Model_3l_AIC,Model_3l_AICc
perc_dis,mucus_unweighted_unifrac_ordination_PC3,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data)",0.030807729,0.116916612,0.093677575,3.912354036,0.0445626951061507 + 2.12458008787505 - -1.79541991212495,"lambda=1,delta=1,kappa=1",NA,-54.30443604,-53.98011172,,
perc_dis,mucus_unweighted_unifrac_ordination_PC3,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.21274378,0.040553359,0.015304763,3.91629213,0.0221805765069992 + 1.97613763185557 - -1.94386236814443,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.339780423080175,-83.56138208,-83.23705775,,
perc_dis,mucus_unweighted_unifrac_ordination_PC3,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.035822973,0.110819085,0.087419587,3.912674264,0.0403041727455255 + 2.02875563071727 - -1.89124436928273,"lambda=l,delta=ML,kappa=1",3 -/+ 1.94247927843211,-62.549903,-62.22557868,,
perc_dis,mucus_unweighted_unifrac_ordination_PC3,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.012634442,0.152793199,0.130498283,3.912909772,0.05118238672716 + 2.02022575468083 - -1.89977424531917,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.443398533792904,-70.79322092,-70.4688966,Model_3l_AIC,Model_3l_AICc
perc_dis,mucus_weighted_unifrac_ordination_PC3,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data)",0.014475778,0.147346709,0.124908464,0.0217211297912433 + 1.9684763060524 - -1.9515236939476,3.868890799,"lambda=1,delta=1,kappa=1",NA,18.56840832,18.89273264,,
perc_dis,mucus_weighted_unifrac_ordination_PC3,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.143675453,0.055414004,0.030556478,0.0100792861773324 + 1.96675070239539 - -1.95324929760461,3.911779116,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.837242449196792,-16.67233352,-16.34800919,,
perc_dis,mucus_weighted_unifrac_ordination_PC3,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.018335095,0.137854827,0.115166796,0.0206126544714169 + 1.96836221513558 - -1.95163778486442,3.873493992,"lambda=l,delta=ML,kappa=1",3 -/+ 1.94670339794991,10.24385815,10.56818247,,
perc_dis,mucus_weighted_unifrac_ordination_PC3,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.031275299,0.116307714,0.093052654,0.0142750528318707 + 1.96638310807877 - -1.95361689192123,3.916014206,"lambda=1,delta=1,kappa=ML",0.113914943641173 -/+ 0.475195298906657,-3.589562205,-3.265237881,Model_3l_AIC,Model_3l_AICc
perc_bbd,mucus_weighted_unifrac_ordination_PC3,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data)",0.702853252,0.003872672,-0.022341205,3.810221396,0.0397662451090099 + 2.40211744116987 - -1.51788255883013,"lambda=1,delta=1,kappa=1",NA,24.7892916,25.11361593,,
perc_bbd,mucus_weighted_unifrac_ordination_PC3,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.394291293,0.019162995,-0.006648505,3.799543782,0.0359291632729987 + 1.99382167095541 - -1.92617832904459,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.691776389739293,-15.16595104,-14.84162672,,
perc_bbd,mucus_weighted_unifrac_ordination_PC3,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.674165637,0.004702279,-0.021489767,3.807918396,0.0442320547774245 + 2.14324475306037 - -1.77675524693963,"lambda=l,delta=ML,kappa=1",3 -/+ 2.00602865433191,15.98858773,16.31291205,,
