Disease_Trait,Diversity_Trait,N_Microbes,Compartment,Package,Model,pVal,R_Squared,Adj_R_Squared,x_Trait_Slope_95CI,Intercept_95CI,Parameters,Estimated_Parameter_95CI,AIC,AICc,Minimum_AIC,Minimum_AICc
perc_dis,skeleton_unweighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.44766097,0.014489254,-0.010148515,0.00430084123131573 + 1.96560829811752 - -1.95439170188248,3.904977272,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.590220807111007,-32.14804191,-31.8403496,,
perc_dis,skeleton_unweighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.89958995,0.000402955,-0.024586971,3.919234824,0.00824999461098325 + 2.08683072326287 - -1.83316927673713,"lambda=l,delta=ML,kappa=1",3 -/+ 1.91549093179009,-15.81201326,-15.50432096,,
perc_dis,skeleton_unweighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.727612966,0.003066291,-0.021857052,3.918408848,0.0233056289212624 + 2.06526645758955 - -1.85473354241044,"lambda=1,delta=1,kappa=ML",0.0392959035741345 -/+ 0.494354132678649,-30.08927916,-29.78158685,Model_3l_AIC,Model_3l_AICc
perc_dis,skeleton_weighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.714356221,0.003385484,-0.021529879,3.912393873,0.0201803909517785 + 2.99044954140722 - -0.929550458592775,"lambda=1,delta=1,kappa=1",NA,94.87611353,95.18380584,,
perc_dis,skeleton_weighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.247336811,0.033309295,0.009142028,3.902512286,0.0651849072966355 + 2.04079168408301 - -1.87920831591699,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.777735144941621,49.9058947,50.21358701,,
perc_dis,skeleton_weighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.692453803,0.003952387,-0.020948803,3.911985297,0.0159357800028044 + 2.38342532226995 - -1.53657467773005,"lambda=l,delta=ML,kappa=1",3 -/+ 2.07589855211417,85.45199049,85.7596828,,
perc_dis,skeleton_weighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.56909239,0.00817337,-0.016622296,3.913174562,3.911439218,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.238332936454182,51.40860212,51.71629442,Model_3l_AIC,Model_3l_AICc
perc_bbd,skeleton_unweighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.289766087,0.027970602,0.003669867,0.202917131046746 + 2.14913744242632 - -1.77086255757368,3.903738665,"lambda=1,delta=1,kappa=1",NA,-8.902416829,-8.594724521,,
perc_bbd,skeleton_unweighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.013395389,0.143414405,0.121999765,0.278084304901134 + 2.06745718942338 - -1.85254281057662,3.89103498,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.378656611454565,-38.0366848,-37.72899249,,
perc_bbd,skeleton_unweighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.237485796,0.03470726,0.010574942,0.211842791073921 + 2.13664569147597 - -1.78335430852403,3.899616427,"lambda=l,delta=ML,kappa=1",3 -/+ 1.9569598398534,-17.2786881,-16.9709958,,
perc_bbd,skeleton_unweighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.024406862,0.120333615,0.098341956,0.222805985028831 + 2.05524942723442 - -1.86475057276558,0.00367995543176083 + 2.0547573173785 - -1.8652426826215,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.381293229140468,-35.31945582,-35.01176352,Model_3l_AIC,Model_3l_AICc
perc_bbd,skeleton_weighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.63358084,0.005735804,-0.019120801,3.607827998,0.0260650925030665 + 2.98887736239171 - -0.931122637608286,"lambda=1,delta=1,kappa=1",NA,94.77694777,95.08464007,,
perc_bbd,skeleton_weighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.078945716,0.075152005,0.052030805,3.380153507,0.0637348108784039 + 2.03103406951482 - -1.88896593048518,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.650171579977208,48.04742832,48.35512063,,
perc_bbd,skeleton_weighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.57490306,0.007930903,-0.016870825,3.581319941,0.0277160351129692 + 2.38242331427966 - -1.53757668572034,"lambda=l,delta=ML,kappa=1",3 -/+ 2.08359520864741,85.28389385,85.59158616,,
perc_bbd,skeleton_weighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.134125604,0.055221252,0.031601784,3.52085874,3.912087718,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.210298446647797,49.36750486,49.67519717,Model_3l_AIC,Model_3l_AICc
perc_wd,skeleton_unweighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.583876494,0.007565742,-0.017245115,0.0281073897162273 + 2.01089974908534 - -1.90910025091466,3.91779692,"lambda=1,delta=1,kappa=1",NA,-8.029878464,-7.722186156,,
perc_wd,skeleton_unweighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.883769132,0.000540882,-0.024445596,0.00694743438080615 + 2.0072199557092 - -1.9127800442908,3.915638187,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.719825097633249,-31.5577647,-31.2500724,,
perc_wd,skeleton_unweighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.604564211,0.006765449,-0.018065415,0.0264254545147549 + 2.01062558552822 - -1.90937441447178,3.917380585,"lambda=l,delta=ML,kappa=1",3 -/+ 1.91318153959764,-16.08020015,-15.77250784,,
perc_wd,skeleton_unweighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.900628403,0.000394622,-0.024595512,0.00540877168720903 + 2.00304197684243 - -1.91695802315757,0.0159786208778691 + 2.06524405311314 - -1.85475594688686,"lambda=1,delta=1,kappa=ML",0.0504804196259432 -/+ 0.506806548842751,-29.97589997,-29.66820766,Model_3l_AIC,Model_3l_AICc
perc_wd,skeleton_weighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.966937499,4.35E-05,-0.024955422,0.00723974174022345 + 2.13357385655046 - -1.78642614344954,3.910600045,"lambda=1,delta=1,kappa=1",NA,95.01671842,95.32441073,,
perc_wd,skeleton_weighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.905307302,0.00035817,-0.024632875,0.0151613482751071 + 2.08664416303099 - -1.83335583696901,0.00459241066305822 + 2.04394267238434 - -1.87605732761566,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.842442889155134,51.31366962,51.62136192,,
perc_wd,skeleton_weighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.956890013,7.40E-05,-0.024924182,0.009241112425072 + 2.12988415607663 - -1.79011584392337,3.903624231,"lambda=l,delta=ML,kappa=1",3 -/+ 2.07350555292182,85.61521285,85.92290516,,
perc_wd,skeleton_weighted_unifrac_ordination_PC1,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.698046361,0.003802866,-0.021102063,0.0442810510786016 + 2.07331961045827 - -1.84668038954173,3.877525432,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.233580403039086,51.59326939,51.90096169,Model_3l_AIC,Model_3l_AICc
perc_dis,all_weighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.461410042,0.012985447,-0.010514899,0.00578784447862439 + 1.9677861995527 - -1.9522138004473,3.861365631,"lambda=1,delta=1,kappa=1",NA,12.85298617,13.1456691,,
perc_dis,all_weighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.260702434,0.030019527,0.006924754,0.00701043046076808 + 1.96614893086561 - -1.95385106913439,3.861716623,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.295884857773992,-25.13460576,-24.84192283,,
perc_dis,all_weighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.447983872,0.013776466,-0.009705046,0.00586171005120358 + 1.96765276630243 - -1.95234723369757,3.861009936,"lambda=l,delta=ML,kappa=1",3 -/+ 2.01478560794754,4.010397666,4.303080593,,
perc_dis,all_weighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.190671377,0.040418943,0.017571775,0.00817437783898284 + 1.96614579998016 - -1.95385420001984,3.874762343,"lambda=1,delta=1,kappa=ML",0.00947302907784096 -/+ 0.471015027355947,-3.840300757,-3.54761783,Model_3l_AIC,Model_3l_AICc
perc_dis,all_unweighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.499339751,0.010934984,-0.012614183,3.918485925,0.0097632162696681 + 2.07310258526812 - -1.84689741473188,"lambda=1,delta=1,kappa=1",NA,-97.49781409,-97.20513116,,
perc_dis,all_unweighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.697520582,0.003633204,-0.020089815,3.91920939,0.00423608862393798 + 1.97076931690188 - -1.94923068309812,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.61437625425286,-123.0841274,-122.7914445,,
perc_dis,all_unweighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.512601681,0.010277354,-0.013287471,3.918553391,0.00633186322193066 + 2.00690050503195 - -1.91309949496805,"lambda=l,delta=ML,kappa=1",3 -/+ 1.98338417457426,-106.0722334,-105.7795504,,
perc_dis,all_unweighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.471995275,0.01238667,-0.011127933,3.918762418,0.0193703771443293 + 1.99884552398201 - -1.92115447601799,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.351509076123336,-116.4980013,-116.2053183,Model_3l_AIC,Model_3l_AICc
perc_bbd,all_unweighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.446627857,0.013858385,-0.009621178,3.865235349,0.0101742575381688 + 2.07291076358911 - -1.84708923641089,"lambda=1,delta=1,kappa=1",NA,-97.62805839,-97.33537546,,
perc_bbd,all_unweighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.833349238,0.001066137,-0.022718003,3.911185892,0.00263990999817358 + 1.96964885470551 - -1.95035114529449,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.604368960798122,-122.9709104,-122.6782274,,
perc_bbd,all_unweighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.493610189,0.011228243,-0.012313941,3.874097446,0.00662753093440222 + 2.00689204773059 - -1.91310795226941,"lambda=l,delta=ML,kappa=1",3 -/+ 1.97401417316168,-106.1145273,-105.8218443,,
perc_bbd,all_unweighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.708551465,0.003361026,-0.020368474,3.905407801,0.0156886160723201 + 1.99857422779065 - -1.92142577220935,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.352042704614847,-116.0977184,-115.8050355,Model_3l_AIC,Model_3l_AICc
perc_bbd,all_weighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.254606029,0.030786423,0.00770991,3.633665524,3.912760456,"lambda=1,delta=1,kappa=1",NA,12.05219556,12.34487848,,
perc_bbd,all_weighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.160731718,0.04629398,0.023586694,3.740832456,3.900039316,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.291013199689293,-25.8791065,-25.58642358,,
perc_bbd,all_weighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.250384008,0.031330549,0.008266991,3.651644861,3.915018137,"lambda=l,delta=ML,kappa=1",3 -/+ 2.0132323345646,3.220174961,3.512857888,,
perc_bbd,all_weighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.127514417,0.054420022,0.031906213,3.704914367,3.919747668,"lambda=1,delta=1,kappa=ML",0.00727521061858492 -/+ 0.473693044483391,-4.483689747,-4.191006821,Model_3l_AIC,Model_3l_AICc
perc_wd,all_unweighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.631879346,0.005514927,-0.018163289,0.0047839025311394 + 1.96991258475316 - -1.95008741524684,0.00298714899025362 + 2.07316293616804 - -1.84683706383196,"lambda=1,delta=1,kappa=1",NA,-97.2573532,-96.96467027,,
perc_wd,all_unweighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.56966276,0.007758209,-0.015866595,3.912495611,0.00520712334735565 + 1.97060139070128 - -1.94939860929872,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.579004418579006,-123.2666676,-122.9739847,,
perc_wd,all_unweighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.638187941,0.005313608,-0.018369402,0.00475450260358924 + 1.97003757476056 - -1.94996242523944,3.919579,"lambda=l,delta=ML,kappa=1",3 -/+ 1.98565970268037,-105.8521121,-105.5594292,,
perc_wd,all_unweighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.475453532,0.012195632,-0.01132352,0.0088661614792934 + 1.97231244529278 - -1.94768755470722,0.0131215016372173 + 1.99838226791405 - -1.92161773208595,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.339292627689909,-116.489491,-116.196808,Model_3l_AIC,Model_3l_AICc
perc_wd,all_weighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.495057417,0.011153638,-0.012390323,0.0238655085731006 + 1.99467385997442 - -1.92532614002558,3.875503102,"lambda=1,delta=1,kappa=1",NA,12.9345705,13.22725343,,
perc_wd,all_weighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.582052015,0.007272338,-0.016364035,0.0224128319986744 + 2.00040639674207 - -1.91959360325793,3.873071069,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.263301236248181,-24.11466689,-23.82198397,,
perc_wd,all_weighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.50759222,0.010522344,-0.013036647,0.0234159391010175 + 1.99503754538789 - -1.92496245461211,3.875166274,"lambda=l,delta=ML,kappa=1",3 -/+ 2.00769984252093,4.155340121,4.448023048,,
perc_wd,all_weighted_unifrac_ordination_PC2,581844,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.647082201,0.005037446,-0.018652139,0.0205653423161622 + 2.00459739260885 - -1.91540260739115,3.900323902,"lambda=1,delta=1,kappa=ML",0.0504085114362664 -/+ 0.515140207053232,-2.277059632,-1.984376705,Model_3l_AIC,Model_3l_AICc
perc_dis,mucus_unweighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data)",0.958558452,7.20E-05,-0.026241901,0.00025565407156363 + 1.96488761201896 - -1.95511238798104,0.0213688400045925 + 2.19597761746061 - -1.72402238253939,"lambda=1,delta=1,kappa=1",NA,-25.47726395,-25.15293963,,
perc_dis,mucus_unweighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.597486663,0.007406468,-0.018714414,3.918626476,0.0238943027917857 + 1.97422770619721 - -1.94577229380279,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.336875958267278,-93.63839989,-93.31407556,,
perc_dis,mucus_unweighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.975969642,2.42E-05,-0.026290959,0.000143236559026686 + 1.96472398530867 - -1.95527601469133,0.0225750347497861 + 2.05648717297207 - -1.86351282702793,"lambda=l,delta=ML,kappa=1",3 -/+ 2.13005414902767,-35.44178761,-35.11746328,,
perc_dis,mucus_unweighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.991886847,2.76E-06,-0.02631296,3.919973396,0.0170176507394157 + 2.01779661663829 - -1.90220338336171,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.229534815371202,-74.08680821,-73.76248389,Model_3l_AIC,Model_3l_AICc
perc_dis,mucus_weighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data)",0.66012538,0.005142811,-0.021037641,0.00396728118760675 + 1.96895120004305 - -1.95104879995695,3.904136428,"lambda=1,delta=1,kappa=1",NA,22.92943699,23.25376132,,
perc_dis,mucus_weighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.309229574,0.027192507,0.00159231,0.00483353958042166 + 1.96468988622079 - -1.95531011377921,3.906510101,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.316263189569684,-45.81139238,-45.48706806,,
perc_dis,mucus_weighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.640495994,0.005798412,-0.020364788,0.00406748237361106 + 1.96864005662994 - -1.95135994337006,3.902601368,"lambda=l,delta=ML,kappa=1",3 -/+ 2.13997672897087,12.85872029,13.18304462,,
perc_dis,mucus_weighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.378790171,0.020442508,-0.005335321,0.00387173917513391 + 1.96434772602879 - -1.95565227397121,3.916209586,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.120709462504255,-32.92931533,-32.60499101,Model_3l_AIC,Model_3l_AICc
perc_bbd,mucus_unweighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data)",0.867799739,0.000738512,-0.025557843,3.894473982,0.0250161269960387 + 2.19578260432775 - -1.72421739567225,"lambda=1,delta=1,kappa=1",NA,-25.50393547,-25.17961114,,
perc_bbd,mucus_unweighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.072240055,0.082547136,0.05840364,3.82681214,0.0286750969951242 + 1.97219268421724 - -1.94780731578276,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.282453507719383,-96.78720161,-96.46287728,,
perc_bbd,mucus_unweighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.791467496,0.001862368,-0.024404412,3.883000529,0.0276034943475891 + 2.05625713120406 - -1.86374286879594,"lambda=l,delta=ML,kappa=1",3 -/+ 2.13490019954526,-35.51538402,-35.1910597,,
perc_bbd,mucus_unweighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.356554051,0.022409024,-0.003317055,3.866850613,0.0203594868435799 + 2.01644450657872 - -1.90355549342128,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.218922028856845,-74.99325477,-74.66893044,Model_3l_AIC,Model_3l_AICc
perc_bbd,mucus_weighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data)",0.805435187,0.001616495,-0.024656755,3.850660596,0.00597719129503586 + 2.39272244030593 - -1.52727755969407,"lambda=1,delta=1,kappa=1",NA,23.0709681,23.39529243,,
perc_bbd,mucus_weighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.50142299,0.011977747,-0.014022839,3.854806285,0.00841415474115374 + 1.98323810148041 - -1.93676189851959,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.305195110857438,-45.19063207,-44.86630775,,
perc_bbd,mucus_weighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.798113646,0.00174307,-0.024526849,3.854342282,0.00579338827312463 + 2.13657305731666 - -1.78342694268334,"lambda=l,delta=ML,kappa=1",3 -/+ 2.1380533561202,13.02154817,13.34587249,,
perc_bbd,mucus_weighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.940163759,0.000150232,-0.026161604,0.00735500191136114 + 2.05733694372429 - -1.86266305627571,0.0102794226471713 + 2.05647744656665 - -1.86352255343335,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.12609079931732,-32.10915112,-31.78482679,Model_3l_AIC,Model_3l_AICc
perc_wd,mucus_unweighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data)",0.597876005,0.0073908,-0.018730495,0.0109669835653902 + 1.98061763336781 - -1.93938236663219,0.0192031312387725 + 2.1945133479806 - -1.7254866520194,"lambda=1,delta=1,kappa=1",NA,-25.77111398,-25.44678965,,
perc_wd,mucus_unweighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.352323742,0.022801911,-0.002913828,3.904365437,0.027056276952752 + 1.97402028147013 - -1.94597971852987,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.333888624693756,-94.26367441,-93.93935009,,
perc_wd,mucus_unweighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.633509735,0.006043254,-0.020113502,0.0098791880672333 + 1.98055312074305 - -1.93944687925695,0.0200148301122498 + 2.05478742651502 - -1.86521257348498,"lambda=l,delta=ML,kappa=1",3 -/+ 2.12522022948678,-35.6832834,-35.35895907,,
perc_wd,mucus_unweighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.334051246,0.024573565,-0.001095552,3.902477432,0.0200425646907314 + 2.01635209772411 - -1.90364790227589,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.207698990648858,-75.0819193,-74.75759498,Model_3l_AIC,Model_3l_AICc
perc_wd,mucus_weighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data)",0.032377288,0.114907821,0.091615921,0.0793971275313261 + 1.99574641144819 - -1.92425358855181,3.896174303,"lambda=1,delta=1,kappa=1",NA,18.25314095,18.57746528,,
perc_wd,mucus_weighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.138504343,0.056832078,0.03201187,0.045332191723317 + 1.98995798922743 - -1.93004201077257,3.900067808,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.329357193121782,-47.04906737,-46.72474305,,
perc_wd,mucus_weighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.035956177,0.11066903,0.087265584,0.0775469019026329 + 1.99566081871957 - -1.92433918128043,3.893517732,"lambda=l,delta=ML,kappa=1",3 -/+ 2.11890569082303,8.39989907,8.724223394,,
perc_wd,mucus_weighted_unifrac_ordination_PC2,581844,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.391468929,0.019390687,-0.006414821,0.0263072586712552 + 1.99034835852363 - -1.92965164147637,0.00606423784829887 + 2.05549401869246 - -1.86450598130754,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.141413420248515,-32.8863875,-32.56206318,Model_3l_AIC,Model_3l_AICc
perc_dis,tissue_weighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",0.100257206,0.069493698,0.04500669,0.0206943006918667 + 1.9722841725009 - -1.9477158274991,3.8168343,"lambda=1,delta=1,kappa=1",NA,51.20596425,51.53028858,,
perc_dis,tissue_weighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.011391542,0.156929122,0.134743047,0.0242457718508898 + 1.96911642339347 - -1.95088357660653,3.802612969,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.212261282387791,7.637255237,7.961579562,,
perc_dis,tissue_weighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.090529547,0.07354047,0.049159956,0.0209320886805068 + 1.97205232391431 - -1.94794767608569,3.809596072,"lambda=l,delta=ML,kappa=1",3 -/+ 2.02709108711308,42.26982292,42.59414724,,
perc_dis,tissue_weighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.022034598,0.130450987,0.107568118,0.0228953461506374 + 1.96958912022585 - -1.95041087977415,3.835806208,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.464365551944239,31.9616266,32.28595092,Model_3l_AIC,Model_3l_AICc
perc_dis,tissue_unweighted_unifrac_ordination_PC2,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",0.616705012,0.006657786,-0.019482799,3.918224526,0.00345943675187941 + 2.13555670500721 - -1.78444329499279,"lambda=1,delta=1,kappa=1",NA,-48.82550309,-48.50117876,,
