model_name	compartment	branch_length_transformation	AIC	AICc	estimated_parameter	parameter_value	R2	slope	intercept	x_trait_slope_95CI	x_trait_slope_stdev	p	x_trait	y_trait	best_model
BM	-	lambda=1 delta=1kappa=1	275.666311599349	275.958994526178	None	All parameters fixed	0.000105053729888042	0.000609760000060951	3.50050611162265	-0.0173815093739712 - 0.0186010293740932	0.00917921906838378	0.947352043773025	observed_features_all	perc_dis	FALSE
BM_Lambda	-	lambda=ML delta=1kappa=1	258.269820574064	258.562503500893	lambda	lambda : 1e-06 (95% CI  NA  -  0.244444540544028 )	0.0042656789388809	-0.00370322842612922	3.60474181895508	-0.0208147876059056 - 0.0134083307536471	0.00873038733662059	0.673601665407751	observed_features_all	perc_dis	TRUE
BM_Kappa	-	lambda=1 delta=1kappa=ML	274.089891932067	274.382574858897	kappa	kappa : 0.6362088675198 (95% CI  0.0910829421675218  -  NA )	0.00314986028940971	0.00360299749901214	3.00688819878736	-0.0157819521907903 - 0.0229879471888146	0.00989028045398086	0.717464125224593	observed_features_all	perc_dis	FALSE
BM_Delta	-	lambda=1 delta=MLkappa=1	275.666311599349	275.958994526178	delta	delta : 1 (95% CI  0.384476549345131  -  NA )	0.000105053729888042	0.000609760000060951	3.50050611162265	-0.0173815093739712 - 0.0186010293740932	0.00917921906838378	0.947352043773025	observed_features_all	perc_dis	FALSE
