model_name	compartment	branch_length_transformation	AIC	AICc	estimated_parameter	parameter_value	R2	slope	intercept	x_trait_slope_95CI	x_trait_slope_stdev	p	x_trait	y_trait	best_model
BM	-	lambda=1 delta=1kappa=1	-30.6390030486716	-29.8390030486716	None	All parameters fixed	0.0102585349347336	-0.00329788219012727	0.138523307958875	-0.0191705317959811 - 0.0125747674157266	0.00809829061523157	0.689233966535287	tissue_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__uncultured_archaeon	growth_rate_mm_per_year	FALSE
BM_Lambda	-	lambda=ML delta=1kappa=1	-45.185593649652	-44.385593649652	lambda	lambda : 1e-06 (95% CI  NA  -  0.546444267978587 )	0.320429148591224	-0.0122823195923895	0.166076934812546	-0.0210468335534243 - -0.00351780563135467	0.00447169079644633	0.0143314320258292	tissue_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__uncultured_archaeon	growth_rate_mm_per_year	TRUE
BM_Kappa	-	lambda=1 delta=1kappa=ML	-38.4215073567517	-37.6215073567517	kappa	kappa : 1e-06 (95% CI  NA  -  0.659873354521013 )	0.204647734884178	-0.0110280332778483	0.171255337705615	-0.02168099675469 - -0.000375069801006498	0.00543518544736824	0.0594358371481651	tissue_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__uncultured_archaeon	growth_rate_mm_per_year	FALSE
BM_Delta	-	lambda=1 delta=MLkappa=1	-30.6390030486716	-29.8390030486716	delta	delta : 1 (95% CI  0.289669336001673  -  NA )	0.0102585349347336	-0.00329788219012727	0.138523307958875	-0.0191705317959811 - 0.0125747674157266	0.00809829061523157	0.689233966535287	tissue_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__uncultured_archaeon	growth_rate_mm_per_year	FALSE
