	analysis_label	pic_x_trait	pic_y_trait	R2	p	sig_marker	FDR_q	slope	pic_filter_column	pic_filter_value	results_dir	slope_std_error	T_stat	pic_suffix	trait_table	tree
0	Endozoicomonas_vs_Growth_Rate_Endos_Present	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas	growth_rate_mm_per_year	0.402	0.00835	**	0.00835	1.684e-04	None	None	" ../output/PIC_results/A9b_Endozoicomonas_vs_Growth_Rate_Endos_Present/PIC_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas_vs_growth_rate_mm_per_year/"""	5.489e-05	3.067		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_and_growth_data.tsv	../output/huang_roy_genus_tree.newick
