model_name	compartment	branch_length_transformation	AIC	AICc	estimated_parameter	parameter_value	R2	slope	intercept	x_trait_slope_95CI	x_trait_slope_stdev	p	x_trait	y_trait	best_model
BM	-	lambda=1 delta=1kappa=1	103.800439410263	104.657582267405	None	All parameters fixed	0.00138052658437328	-0.870808030456989	6.14045150397999	-12.7233225358856 - 10.9817064749716	6.04720127827989	0.887415876519926	all_weighted_unifrac_ordination_PC2	perc_dis	FALSE
BM_Lambda	-	lambda=ML delta=1kappa=1	100.633090708243	101.490233565386	lambda	lambda : 0.942314197757491 (95% CI  NA  -  NA )	1.75507853922332e-05	0.0953453264518722	6.04457614989393	-11.4221425257212 - 11.6128331786249	5.8762693123332	0.98726835424384	all_weighted_unifrac_ordination_PC2	perc_dis	TRUE
BM_Kappa	-	lambda=1 delta=1kappa=ML	102.680105794808	103.53724865195	kappa	kappa : 0.720290256640974 (95% CI  0.129488140970012  -  NA )	0.000455166849624342	0.520202958015268	6.3463379024247	-11.8164993854483 - 12.8569053014788	6.29423588952223	0.935224629345319	all_weighted_unifrac_ordination_PC2	perc_dis	FALSE
BM_Delta	-	lambda=1 delta=MLkappa=1	103.800439410263	104.657582267405	delta	delta : 1 (95% CI  0.234656072186642  -  NA )	0.00138052658437328	-0.870808030456989	6.14045150397999	-12.7233225358856 - 10.9817064749716	6.04720127827989	0.887415876519926	all_weighted_unifrac_ordination_PC2	perc_dis	FALSE
