	analysis_label	pic_x_trait	pic_y_trait	R2	p	sig_marker	FDR_q	slope	pic_filter_column	pic_filter_value	results_dir	slope_std_error	T_stat	pic_suffix	trait_table	tree
0	growth_rate_vs_disease	growth_rate_mm_per_year	perc_dis	0.175	0.0948	.	0.0948	20.75	None	None	" ../output/PIC_results/A11a_growth_rate_vs_disease/PIC_growth_rate_mm_per_year_vs_perc_dis/"""	11.63	1.783		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_and_growth_data_pcoa_zeros.tsv	../output/huang_roy_genus_tree.newick
