Disease_Trait,Diversity_Trait,N_Microbes,Compartment,Package,Model,pVal,R_Squared,Adj_R_Squared,x_Trait_Slope_95CI,Intercept_95CI,Parameters,Estimated_Parameter_95CI,AIC,AICc,Minimum_AIC,Minimum_AICc
perc_dis,observed_features_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.239114449,0.036275735,0.010914571,3.85045792607647 + 5.17950325260466 - 1.25950325260466,158.784469727019 + 69.6756005285058 - 65.7556005285058,"lambda=l,delta=ML,kappa=1",3 -/+ 1.7021680952724,489.2878117,489.612136,,
perc_dis,observed_features_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.143407851,0.055486023,0.030630392,4.32683285934467 + 4.85594771287071 - 0.93594771287071,141.581041606249 + 83.9419602309554 - 80.0219602309554,"lambda=1,delta=1,kappa=ML",0.328814730914309 -/+ 0.757041344381168,486.1036147,486.427939,Model_3l_AIC,Model_3l_AICc
perc_bbd,observed_features_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",0.268758568,0.032085169,0.006613727,-111.9023376,179.791184464684 + 161.979133663099 - 158.059133663099,"lambda=1,delta=1,kappa=1",NA,496.4042552,496.7285795,,
perc_bbd,observed_features_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.03426601,0.112615621,0.0892634,-145.2090511,183.842596634423 + 29.2911612756179 - 25.3711612756179,"lambda=ML,delta=1,kappa=1",0.149541776391025 -/+ 0.863830676529159,478.8668622,479.1911865,,
perc_bbd,observed_features_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.222474854,0.038906595,0.013614663,-117.0084332,187.698818644672 + 69.5803805344876 - 65.6603805344876,"lambda=l,delta=ML,kappa=1",3 -/+ 1.78378965400255,489.1784669,489.5027912,,
perc_bbd,observed_features_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.029091706,0.119233074,0.096054997,-147.7585762,164.821438806415 + 72.7841962623525 - 68.8641962623525,"lambda=1,delta=1,kappa=ML",0.190455107852008 -/+ 0.649440954649816,483.7376478,484.0619722,Model_3l_AIC,Model_3l_AICc
perc_wd,observed_features_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",0.599900261,0.007309678,-0.018813752,-10.68930525,171.434412865511 + 163.807590907946 - 159.887590907946,"lambda=1,delta=1,kappa=1",NA,497.4152414,497.7395657,,
perc_wd,observed_features_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.801861644,0.001677643,-0.024593998,-3.415601385,162.318477131813 + 21.5072594782929 - 17.5872594782929,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.887796207839116,483.099476,483.4238003,,
perc_wd,observed_features_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.631030767,0.006131617,-0.020022814,-9.572548267,177.129088751226 + 70.194595972663 - 66.274595972663,"lambda=l,delta=ML,kappa=1",3 -/+ 1.73058825205052,490.5197943,490.8441186,,
perc_wd,observed_features_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.929351369,0.00020958,-0.026100694,2.42050131907554 + 29.0802304709549 - 25.1602304709549,157.003521874427 + 86.3599044649193 - 82.4399044649193,"lambda=1,delta=1,kappa=ML",0.337492041885954 -/+ 0.781440051985485,488.3753962,488.6997205,Model_3l_AIC,Model_3l_AICc
perc_dis,dominance_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",0.010091377,0.16175787,0.139698867,0.0141034865761999 + 1.96520818885398 - -1.95479181114602,0.145502342107495 + 2.2198945467337 - -1.7001054532663,"lambda=1,delta=1,kappa=1",NA,-17.44039404,-17.11606972,,
perc_dis,dominance_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.000625236,0.267905559,0.248639916,0.0160793227896603 + 1.96431189967476 - -1.95568810032524,0.124152359868813 + 1.98395213573571 - -1.93604786426429,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.412093549020718,-52.25866385,-51.93433952,,
perc_dis,dominance_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.008625292,0.167993062,0.146098142,0.0142313425383741 + 1.96513773707277 - -1.95486226292723,0.136180985358952 + 2.06806168652212 - -1.85193831347788,"lambda=l,delta=ML,kappa=1",3 -/+ 1.97200715824925,-25.94175892,-25.6174346,,
perc_dis,dominance_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.000764344,0.260584658,0.241126359,0.0150560196991499 + 1.96411422637236 - -1.95588577362764,0.179768584474455 + 2.05374247766173 - -1.86625752233827,"lambda=1,delta=1,kappa=ML",0.0069548315868554 -/+ 0.448816539086805,-35.8177042,-35.49337987,Model_3l_AIC,Model_3l_AICc
perc_bbd,dominance_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",0.821002835,0.001364052,-0.024915842,0.0416668508262286 + 2.14288879152232 - -1.77711120847768,0.192388939476933 + 2.24359075831281 - -1.67640924168719,"lambda=1,delta=1,kappa=1",NA,-10.43706206,-10.11273773,,
perc_bbd,dominance_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.876343371,0.000645422,-0.025653382,0.0161256485794543 + 2.06293504049756 - -1.85706495950244,0.174775622635302 + 1.98491749526602 - -1.93508250473398,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.354406277013531,-39.81065886,-39.48633454,,
perc_bbd,dominance_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.855286518,0.000886501,-0.025405959,0.0313510772366564 + 2.1307372808153 - -1.7892627191847,0.184903523268221 + 2.0784126648503 - -1.8415873351497,"lambda=l,delta=ML,kappa=1",3 -/+ 1.93258687012088,-18.62065476,-18.29633043,,
perc_bbd,dominance_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.944217383,0.000130535,-0.026181819,3.912255163,0.235871917772605 + 2.07017637938761 - -1.84982362061239,"lambda=1,delta=1,kappa=ML",0.03567046106731 -/+ 0.54559876791289,-23.7612122,-23.43688787,Model_3l_AIC,Model_3l_AICc
perc_wd,dominance_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",0.337529512,0.024226655,-0.001451591,3.873595264,0.209632140001961 + 2.23996836051437 - -1.68003163948563,"lambda=1,delta=1,kappa=1",NA,-11.36346065,-11.03913633,,
perc_wd,dominance_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.815940084,0.001443675,-0.024834123,3.91013984,0.180359464872673 + 1.98832696411379 - -1.93167303588621,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.34607149420758,-39.84262236,-39.51829803,,
perc_wd,dominance_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.361569082,0.02195126,-0.003786865,3.876153785,0.202139060981418 + 2.07625626490771 - -1.84374373509229,"lambda=l,delta=ML,kappa=1",3 -/+ 1.92370166011553,-19.47300992,-19.1486856,,
perc_wd,dominance_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.579323322,0.008161176,-0.017939846,3.894973272,0.239425064920029 + 2.07079186392058 - -1.84920813607942,"lambda=1,delta=1,kappa=ML",0.0473223835901589 -/+ 0.561910937884507,-24.08226829,-23.75794396,Model_3l_AIC,Model_3l_AICc
perc_dis,gini_index_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",0.696690161,0.004043107,-0.022166285,3.91724887,0.907467195213839 + 2.30953645468949 - -1.61046354531051,"lambda=1,delta=1,kappa=1",NA,6.266158139,6.590482463,,
perc_dis,gini_index_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.872290391,0.000688782,-0.025608882,0.00058698650107436 + 1.96362698619877 - -1.95637301380123,0.884846323805085 + 1.98014751554933 - -1.93985248445067,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.498813961825304,-66.09678478,-65.77246046,,
perc_dis,gini_index_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.71439197,0.003564756,-0.022657224,3.917506042,0.908966973558678 + 2.10226785733585 - -1.81773214266415,"lambda=l,delta=ML,kappa=1",3 -/+ 2.1525675352495,-3.941009769,-3.616685445,,
perc_dis,gini_index_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.657131917,0.005239761,-0.02093814,3.918530303,0.916334981597978 + 2.0345346748856 - -1.8854653251144,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.1576504623577,-53.7386029,-53.41427858,Model_3l_AIC,Model_3l_AICc
perc_bbd,gini_index_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",0.842461726,0.001052679,-0.025235408,0.045163037362029 + 2.18569116949729 - -1.73430883050271,0.892623673145051 + 2.30996092089344 - -1.61003907910656,"lambda=1,delta=1,kappa=1",NA,6.386080869,6.710405193,,
perc_bbd,gini_index_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.209241485,0.041167372,0.015934934,0.0927218812963075 + 2.03259141590135 - -1.88740858409865,0.877498399544467 + 1.97757221110841 - -1.94242778889159,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.416210206255203,-67.75077389,-67.42644957,,
perc_bbd,gini_index_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.812126301,0.001505226,-0.024770952,0.0491459351134378 + 2.16533729127992 - -1.75466270872008,0.893786299128109 + 2.10240906108784 - -1.81759093891216,"lambda=l,delta=ML,kappa=1",3 -/+ 2.15608182811076,-3.858419173,-3.534094848,,
perc_bbd,gini_index_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.708019595,0.003733016,-0.022484536,0.0280905006582624 + 2.03444329747817 - -1.88555670252183,0.908928631887499 + 2.03371829664565 - -1.88628170335435,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.155494269460192,-53.67806148,-53.35373716,Model_3l_AIC,Model_3l_AICc
perc_wd,gini_index_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",0.989011549,5.06E-06,-0.026310599,0.000827275257424475 + 2.01967363098049 - -1.90032636901951,0.897224193486507 + 2.30969801080704 - -1.61030198919296,"lambda=1,delta=1,kappa=1",NA,6.428007918,6.752332242,,
perc_wd,gini_index_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.105142213,0.067614178,0.043077709,0.0485823578127811 + 1.98926615936219 - -1.93073384063781,0.867171120082572 + 1.97970706767617 - -1.94029293232383,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.417113701151467,-68.86956715,-68.54524282,,
perc_wd,gini_index_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.946022285,0.000122213,-0.026190361,0.00393581118059438 + 2.01775080350176 - -1.90224919649824,0.898555726934717 + 2.10141111951608 - -1.81858888048392,"lambda=l,delta=ML,kappa=1",3 -/+ 2.15488954566871,-3.803053568,-3.478729244,,
perc_wd,gini_index_tissue,581844,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.547466057,0.00960267,-0.016460418,0.0186596481821301 + 1.99074116982764 - -1.92925883017236,0.907433636107694 + 2.03354419884394 - -1.88645580115606,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.151821313941019,-53.91442432,-53.5901,Model_3l_AIC,Model_3l_AICc
perc_dis,observed_features_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.624959033,0.006030812,-0.018818418,1.66069422272487 + 5.33099614561652 - 1.41099614561652,159.116761352444 + 170.30419813029 - 166.38419813029,"lambda=1,delta=1,kappa=1",NA,522.9414178,523.2491101,,
perc_dis,observed_features_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.667077336,0.004673203,-0.020209967,2.549533095,174.813031306951 + 19.1120752684953 - 15.1920752684953,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.370446220814397,499.9779293,500.2856216,,
perc_dis,observed_features_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.661240672,0.004849057,-0.020029717,1.47876513981512 + 5.30953901481933 - 1.38953901481933,159.543087139047 + 72.4608098121409 - 68.5408098121409,"lambda=l,delta=ML,kappa=1",3 -/+ 1.88339720527874,515.1121847,515.419877,,
perc_dis,observed_features_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.449786487,0.014355093,-0.01028603,2.05787909209625 + 4.65616889756628 - 0.736168897566277,148.226470628765 + 65.9407216636246 - 62.0207216636246,"lambda=1,delta=1,kappa=ML",0.0748320708671457 -/+ 0.536572829961245,505.9768835,506.2845758,Model_3l_AIC,Model_3l_AICc
perc_bbd,observed_features_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.524631559,0.010194315,-0.014550827,-64.16075812,172.443611866681 + 169.893078703363 - 165.973078703363,"lambda=1,delta=1,kappa=1",NA,522.7651202,523.0728125,,
perc_bbd,observed_features_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.047568746,0.094576693,0.07194111,-122.7876967,183.004314959768 + 16.6651103161128 - 12.7451103161128,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.28803476245457,496.0018504,496.3095427,,
perc_bbd,observed_features_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.447933084,0.014472024,-0.010166176,-72.28891812,174.272847548693 + 72.0932954620231 - 68.1732954620231,"lambda=l,delta=ML,kappa=1",3 -/+ 1.91678344847056,514.7040743,515.0117666,,
perc_bbd,observed_features_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.095456606,0.067946728,0.044645396,-95.68480372,161.083173593139 + 59.9878883708273 - 56.0678883708273,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.461533396689116,503.738779,504.0464713,Model_3l_AIC,Model_3l_AICc
perc_wd,observed_features_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.429201558,0.015696333,-0.008911259,-18.579425,171.309363815727 + 169.21936179246 - 165.29936179246,"lambda=1,delta=1,kappa=1",NA,522.5310041,522.8386964,,
perc_wd,observed_features_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.878834212,0.000588138,-0.024397159,-0.14484023,172.151210654068 + 19.520778560356 - 15.600778560356,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.389622784480514,500.1499548,500.4576471,,
perc_wd,observed_features_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.464284318,0.013465377,-0.011197988,-16.8492612,171.314813789881 + 71.6025065787347 - 67.6825065787347,"lambda=l,delta=ML,kappa=1",3 -/+ 1.87749415571665,514.7469524,515.0546447,,
perc_wd,observed_features_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.92594816,0.000218656,-0.024775877,1.523025995,156.666820184178 + 66.4992287232852 - 62.5792287232852,"lambda=1,delta=1,kappa=ML",0.0890700696014254 -/+ 0.560660117542452,506.5746638,506.8823562,Model_3l_AIC,Model_3l_AICc
perc_dis,dominance_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.957447981,7.21E-05,-0.024926133,0.000324457373945606 + 1.96604295897554 - -1.95395704102446,0.144218364970519 + 2.26177936702601 - -1.65822063297399,"lambda=1,delta=1,kappa=1",NA,-8.280444003,-7.972751696,,
perc_dis,dominance_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.794708907,0.001712428,-0.023244761,0.00124688632069456 + 1.96476012655607 - -1.95523987344393,0.131349454548643 + 1.98581790928411 - -1.93418209071589,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.333091008189214,-45.92177831,-45.614086,,
perc_dis,dominance_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.947765616,0.000108642,-0.024888642,0.000391449821652831 + 1.96593776874804 - -1.95406223125196,0.139534897597024 + 2.08497764718127 - -1.83502235281873,"lambda=l,delta=ML,kappa=1",3 -/+ 2.00563503901031,-17.04835978,-16.74066747,,
perc_dis,dominance_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.720179095,0.003243096,-0.021675827,0.00166870884599454 + 1.96462557057956 - -1.95537442942044,0.166608719462037 + 2.06477979457037 - -1.85522020542963,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.35355151260223,-27.88325002,-27.57555771,Model_3l_AIC,Model_3l_AICc
perc_bbd,dominance_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.865025653,0.000731149,-0.024250572,3.887413189,0.148890473916435 + 2.26157542820429 - -1.65842457179571,"lambda=1,delta=1,kappa=1",NA,-8.30813666,-8.000444352,,
perc_bbd,dominance_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.807828979,0.001496472,-0.023466117,0.0239554642571677 + 2.05783970941009 - -1.86216029058991,0.132883158393818 + 1.98321008157153 - -1.93678991842847,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.331727943394071,-45.91269355,-45.60500125,,
perc_bbd,dominance_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.890441068,0.0004802,-0.024507795,3.895449595,0.143967483359365 + 2.08490843854727 - -1.83509156145273,"lambda=l,delta=ML,kappa=1",3 -/+ 2.00427060586119,-17.06396982,-16.75627751,,
perc_bbd,dominance_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.938296157,0.000151686,-0.024844521,3.91188072,0.173487683778547 + 2.06368875410214 - -1.85631124589786,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.358621535443597,-27.75318996,-27.44549765,Model_3l_AIC,Model_3l_AICc
perc_wd,dominance_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.909170169,0.000329424,-0.02466234,0.00582564144400232 + 2.01074161412466 - -1.90925838587534,0.143798634400281 + 2.26126441660439 - -1.65873558339561,"lambda=1,delta=1,kappa=1",NA,-8.291255269,-7.983562962,,
perc_wd,dominance_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.787577222,0.001836329,-0.023117763,3.909204604,0.139528602728522 + 1.98637738930394 - -1.93362261069606,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.326560383272261,-45.9269914,-45.61929909,,
perc_wd,dominance_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.912960504,0.000302401,-0.024690039,0.00550439592003023 + 2.01004059030124 - -1.90995940969876,0.139297960215794 + 2.08398206444035 - -1.83601793555965,"lambda=l,delta=ML,kappa=1",3 -/+ 2.00528827049497,-17.05649932,-16.74880702,,
perc_wd,dominance_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.692949782,0.003938993,-0.020962532,0.01749144702514 + 2.00397907683098 - -1.91602092316902,0.169791718665421 + 2.0635644968376 - -1.8564355031624,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.354957023832713,-27.91258304,-27.60489073,Model_3l_AIC,Model_3l_AICc
perc_dis,gini_index_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.825156164,0.001234702,-0.023734431,0.000960481282273263 + 1.96431926229242 - -1.95568073770758,0.88315748749418 + 2.17569966731558 - -1.74430033268442,"lambda=1,delta=1,kappa=1",NA,-36.488414,-36.18072169,,
perc_dis,gini_index_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.254932961,0.032275703,0.008082596,0.00432284626253615 + 1.96374263747129 - -1.95625736252871,0.865567521951658 + 1.98029926590792 - -1.93970073409208,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.550886303307695,-66.12240795,-65.81471564,,
perc_dis,gini_index_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.782626345,0.001925069,-0.023026804,0.00118837386678111 + 1.96427840155954 - -1.95572159844046,0.882066513875231 + 2.05005142896219 - -1.86994857103781,"lambda=l,delta=ML,kappa=1",3 -/+ 1.91847190485685,-44.57969231,-44.27200001,,
perc_dis,gini_index_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.664624183,0.004746647,-0.020134687,0.0016090086759315 + 1.96368384844808 - -1.95631615155192,0.894332105300487 + 2.05317945504602 - -1.86682054495398,"lambda=1,delta=1,kappa=ML",0.171813740449365 -/+ 0.610611255860748,-49.19959792,-48.89190561,Model_3l_AIC,Model_3l_AICc
perc_bbd,gini_index_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.655860538,0.005014577,-0.019860059,3.85896646,0.893188076348278 + 2.17521656619166 - -1.74478343380834,"lambda=1,delta=1,kappa=1",NA,-36.64766653,-36.33997422,,
perc_bbd,gini_index_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.250894254,0.032820598,0.008641113,0.0895890359669145 + 2.03689624686499 - -1.88310375313501,0.870241459703128 + 1.9782417565735 - -1.9417582434265,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.479324726993967,-66.14606347,-65.83837116,,
perc_bbd,gini_index_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.770378996,0.002154295,-0.022791848,3.88249811,0.891010308072918 + 2.05000795046493 - -1.86999204953507,"lambda=l,delta=ML,kappa=1",3 -/+ 1.89930431223337,-44.58933949,-44.28164719,,
perc_bbd,gini_index_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.959536873,6.52E-05,-0.024933213,0.00448051190445321 + 2.04776085805261 - -1.87223914194739,0.899813570214742 + 2.05305421290893 - -1.86694578709107,"lambda=1,delta=1,kappa=ML",0.177850913738096 -/+ 0.618430986216559,-49.00355895,-48.69586664,Model_3l_AIC,Model_3l_AICc
perc_wd,gini_index_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data)",0.429672,0.01566461,-0.008943775,0.0287301684428498 + 1.99600973571717 - -1.92399026428283,0.878766843239343 + 2.17379792917619 - -1.74620207082381,"lambda=1,delta=1,kappa=1",NA,-37.09964553,-36.79195322,,
perc_wd,gini_index_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.129038988,0.056653446,0.033069783,0.0478837055200461 + 1.99089443247764 - -1.92910556752236,0.860035917426946 + 1.98047754244573 - -1.93952245755427,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.53321375583745,-67.1939755,-66.8862832,,
perc_wd,gini_index_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.396250555,0.018052869,-0.00649581,0.0306721559492329 + 1.99576722530732 - -1.92423277469268,0.877092208118209 + 2.04861794807395 - -1.87138205192605,"lambda=l,delta=ML,kappa=1",3 -/+ 1.92849720266752,-45.26390951,-44.9562172,,
perc_wd,gini_index_skeleton,581844,skeleton,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.228908603,0.035981229,0.01188076,0.0413253186758156 + 1.99382135188514 - -1.92617864811486,0.892893068240905 + 2.05013313560724 - -1.86986686439276,"lambda=1,delta=1,kappa=ML",0.160880521743476 -/+ 0.591571959121224,-50.53302516,-50.22533285,Model_3l_AIC,Model_3l_AICc
