model_name	compartment	branch_length_transformation	AIC	AICc	estimated_parameter	parameter_value	R2	slope	intercept	x_trait_slope_95CI	x_trait_slope_stdev	p	x_trait	y_trait	best_model
BM	-	lambda=1 delta=1kappa=1	125.447890499132	126.153772852073	None	All parameters fixed	0.100238447368273	-0.0133427977378706	6.86575518593811	-0.0318105173276765 - 0.00512492185193524	0.00942230591316625	0.173822570474676	observed_features_skeleton	perc_dis	FALSE
BM_Lambda	-	lambda=ML delta=1kappa=1	119.78197950987	120.487861862811	lambda	lambda : 1e-06 (95% CI  NA  -  0.823175161239 )	0.0222234213162578	-0.00763995473494147	4.72642019316603	-0.0310512239683483 - 0.0157713144984653	0.0119445251190851	0.530477022241252	observed_features_skeleton	perc_dis	TRUE
BM_Kappa	-	lambda=1 delta=1kappa=ML	125.247576347366	125.953458700307	kappa	kappa : 0.843137453278794 (95% CI  0.0936642321343217  -  NA )	0.0730653384720222	-0.0120820772357066	6.72402986722106	-0.0319627138599092 - 0.00779855938849603	0.0101431819511238	0.249064425330223	observed_features_skeleton	perc_dis	FALSE
BM_Delta	-	lambda=1 delta=MLkappa=1	125.447890499132	126.153772852073	delta	delta : 1 (95% CI  0.269381592948643  -  NA )	0.100238447368273	-0.0133427977378706	6.86575518593811	-0.0318105173276765 - 0.00512492185193524	0.00942230591316625	0.173822570474676	observed_features_skeleton	perc_dis	FALSE
