model_name	compartment	branch_length_transformation	AIC	AICc	estimated_parameter	parameter_value	R2	slope	intercept	x_trait_slope_95CI	x_trait_slope_stdev	p	x_trait	y_trait	best_model
BM	-	lambda=1 delta=1kappa=1	531.502644094646	531.78835838036	None	All parameters fixed	0.237917175523271	1.31235505391697	132.143124139004	0.610315824544948 - 2.01439428328899	0.358183280291847	0.000677083669534895	all_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	observed_features_all	FALSE
BM_Lambda	-	lambda=ML delta=1kappa=1	497.835229118847	498.120943404561	lambda	lambda : 1e-06 (95% CI  NA  -  0.364799551533387 )	0.356171832629499	1.96079160112685	122.188745427245	1.1728237792284 - 2.74875942302531	0.402024398927783	1.5114054311649e-05	all_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	observed_features_all	TRUE
BM_Kappa	-	lambda=1 delta=1kappa=ML	516.012745200249	516.298459485963	kappa	kappa : 0.0359977385323477 (95% CI  NA  -  0.514266887967435 )	0.280858369689164	1.71138327078025	112.030921143076	0.892856937750851 - 2.52990960380964	0.417615476035405	0.00018110632581525	all_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	observed_features_all	FALSE
BM_Delta	-	lambda=1 delta=MLkappa=1	531.502644094646	531.78835838036	delta	delta : 1 (95% CI  0.428595216488331  -  NA )	0.237917175523271	1.31235505391697	132.143124139004	0.610315824544948 - 2.01439428328899	0.358183280291847	0.000677083669534895	all_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	observed_features_all	FALSE
