	Unknown_disease_FRRP	Black_band_disease_FRRP	Dark_spots_FRRP	Red_band_FRRP	White_band_FRRP	White_plague_FRRP	White_spot_FRRP	Yellow_band_FRRP	Algal_infection_HICORDIS	Algal_overgrowth_HICORDIS	Black_band_disease_HICORDIS	Bleaching_HICORDIS	Ciliates_HICORDIS	Corallophila_huysmansii_HICORDIS	Cyanobacteria_HICORDIS	Discoloration_HICORDIS	Endolithic_fungal_infection_HICORDIS	Endolithic_hypermycosis_HICORDIS	Gear_entanglement_HICORDIS	Growth_anomalies_HICORDIS	Macroalgal_overgrowth_HICORDIS	No_Disease_HICORDIS	Pigmentation_response_HICORDIS	Predation_HICORDIS	Recently_denuded_skeleton_HICORDIS	Swollen_patches_HICORDIS	Tissue_loss_HICORDIS	Trematodiasis_HICORDIS	White_syndrome_HICORDIS	Total_diseased_Lamb_et_al	Total_compromised_or_bleached_Lamb_et_al	White_syndrome_Lamb_et_al	Black_band_disease_Lamb_et_al	Brown_band_Lamb_et_al	Skeletal_eroding_band_Lamb_et_al	Growth_anomalies_Lamb_et_al	n_samples_tissue	faith_pd_tissue	observed_features_tissue	gini_index_tissue	dominance_tissue	simpson_e_tissue	most_abundant_domain_tissue	most_abundant_phylum_tissue	most_abundant_class_tissue	most_abundant_order_tissue	most_abundant_family_tissue	most_abundant_genus_tissue	n_samples_skeleton	faith_pd_skeleton	observed_features_skeleton	gini_index_skeleton	dominance_skeleton	simpson_e_skeleton	most_abundant_domain_skeleton	most_abundant_phylum_skeleton	most_abundant_class_skeleton	most_abundant_order_skeleton	most_abundant_family_skeleton	most_abundant_genus_skeleton	n_samples_mucus	faith_pd_mucus	observed_features_mucus	gini_index_mucus	dominance_mucus	simpson_e_mucus	most_abundant_domain_mucus	most_abundant_phylum_mucus	most_abundant_class_mucus	most_abundant_order_mucus	most_abundant_family_mucus	most_abundant_genus_mucus	n_samples_all	faith_pd_all	observed_features_all	gini_index_all	dominance_all	simpson_e_all	most_abundant_domain_all	most_abundant_phylum_all	most_abundant_class_all	most_abundant_order_all	most_abundant_family_all	most_abundant_genus_all
POR_Porites									0.00032175032175025	0.01565481737895525	0.0	0.11142503329469476	0.0	0.0	0.0	0.0035392535392535	0.0	0.0	0.0	0.2443541114214953	0.00032175032175025	0.5366740401539515	0.02586206896551725	0.0086206896551725	0.0	0.0	0.04164347336444775	0.0115830115830115	0.0	0.013955864976207964	0.10765496758534794	0.007983904448631559	0.001916137067671574	0.00041516303132884113	0.003385175486219781	0.00012774247117810494	5	35.18419636614625	82.6	0.9241836734693877	0.47293799999999997	0.2024439852962395	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas	5	77.1718436499834	184.4	0.9213093935790726	0.04704520000000001	0.17532425956724346	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;__	5	33.23051755305615	72.6	0.9263034965034965	0.3602088	0.15654738767462711	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Stappiaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Stappiaceae;D_5__Pseudovibrio	15	48.807377704712074	113.06666666666666	0.9722638358103325	0.2902770666666666	0.17705831202856956	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas
POR_Porites_annae									0.0	0.08264462809917401	0.0	0.008264462809917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09090909090909101	0.008264462809917	0.6363636363636359	0.049586776859504	0.03305785123967	0.0	0.008264462809917	0.008264462809917	0.07438016528925599	0.0																																																							
POR_Porites_astreoides	0.17300000000000001	0.006	0.0	0.0	0.0	0.0	0.0	0.0																																																																												
POR_Porites_branneri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																												
POR_Porites_compressa									0.003459030337397001	0.029515168698611	0.0	0.006833002551744001	0.00019846895378500002	8.50581230507514e-05	0.0	0.00150269350723	0.000113410830734	0.0	0.0	0.05324638502977	0.005330309044514	0.819875248086192	0.00640771193649	0.005528777998299	0.0	0.000311879784519	0.016359512333428	0.05120499007655202	2.83527076835838e-05																																																							
POR_Porites_cylindrica																																					3	34.48485892070719	59.333333333333336	0.9482580645161289	0.5985466666666667	0.0343297317554629	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas	6	47.182153792262675	90.0	0.9446335697399527	0.13968366666666668	0.14464451704363104	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas	4	56.72821491578421	139.25	0.8703153409090909	0.396072	0.19787075019522218	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas	13	46.30343235607726	98.23076923076923	0.9657658862876255	0.3278216923076923	0.14120322776160127	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas
POR_Porites_divaricata	0.08900000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																												
POR_Porites_duerdeni									0.0	0.06989247311828	0.0	0.146505376344086	0.0	0.0	0.0	0.020161290322581002	0.0	0.0	0.0	0.005376344086022	0.0	0.6989247311827961	0.024193548387097	0.014784946236558997	0.0	0.0	0.014784946236558997	0.005376344086022	0.0																																																							
POR_Porites_evermanni									0.011732229123534	0.051069703243615996	0.0	0.011387163561077	0.0	0.0027605244996550004	0.0	0.008626639061422	0.00034506556245699995	0.0	0.0	0.03830227743271202	0.008971704623879	0.768461007591442	0.020358868184955	0.014147688060732	0.0	0.00034506556245699995	0.021048999309868997	0.042443064182195005	0.0																																																							
POR_Porites_furcata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																												
POR_Porites_lichen									0.0	0.034120734908137	0.0	0.047244094488189003	0.0	0.0	0.0	0.006999125109361	0.0	0.0	0.0	0.006561679790025999	0.0017497812773399999	0.78915135608049	0.028871391076116002	0.010498687664041998	0.0	0.0	0.038057742782152	0.036745406824147	0.0								3												1	44.93446623213949	71.0	0.7995211267605634	0.200796	0.0701433646200797	D_0__Bacteria	D_0__Bacteria;D_1__Bacteroidetes	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Amoebophilaceae	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Amoebophilaceae;D_5__Candidatus Amoebophilus	1	17.604566534016573	46.0	0.6987391304347825	0.103104	0.21084662510457994	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas	2	28.305678097222724	55.5	0.8627171717171718	0.15984	0.13739999012838675	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Amoebophilaceae	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Amoebophilaceae;D_5__Candidatus Amoebophilus
POR_Porites_lobata									0.002725546339208	0.05599669392213	0.0	0.00472296838563	0.000137753244581	0.000403420216273	0.0	0.009072035107398001	0.0013972114807489998	5.90371048203796e-05	0.0	0.06741053418740403	0.005293660398894	0.7406991961114229	0.028613316802944	0.010577481280318001	0.00010823469217100001	0.0020466196337729997	0.010016628784524	0.060719662307761	0.0								14	69.83132559920286	162.42857142857142	0.9680734450131846	0.2793324285714286	0.1041296220993566	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas	13	77.06789201404011	178.23076923076923	0.9665485617323852	0.11330646153846155	0.13453005472845592	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Promicromonosporaceae	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Promicromonosporaceae;D_5__Cellulosimicrobium	10	45.63523483074643	112.0	0.9481451577801959	0.2672488	0.13115556323144711	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas	37	65.78231737405045	154.43243243243242	0.9856256848178673	0.21747502702702703	0.12300089723823122	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas
POR_Porites_lutea									0.003676470588235	0.125	0.0	0.007352941176471	0.0	0.0	0.0	0.003676470588235	0.0	0.0	0.0	0.007352941176471	0.0	0.691176470588235	0.04779411764705902	0.04779411764705902	0.0	0.0	0.058823529411765	0.007352941176471	0.0																																																							
POR_Porites_panamensis																																					4	128.82001538868823	336.5	0.8867846410684475	0.0682255	0.04924181661324209	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Halomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Halomonadaceae;D_5__Candidatus Portiera	4	138.87963989878114	404.25	0.8559217516152189	0.014854999999999998	0.2037356692496439	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	2	52.59520013473445	123.0	0.7659194915254237	0.114413	0.21660933220972867	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas	10	118.01465707032241	320.7	0.9421397849462366	0.055769599999999996	0.14600137409603248	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Halomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Halomonadaceae;D_5__Candidatus Portiera
POR_Porites_porites	0.381	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																												
POR_Porites_rus									0.016	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.008	0.0	0.8	0.136	0.008	0.0	0.0	0.016	0.0	0.0																																																							
POR_Porites_solida									0.048076923076922996	0.105769230769231	0.0	0.0	0.0	0.0	0.0	0.009615384615385001	0.009615384615385001	0.0	0.0	0.0	0.0	0.6923076923076921	0.08653846153846201	0.009615384615385001	0.0	0.0	0.028846153846154	0.009615384615385001	0.0																																																							
SID_Coscinaraea																														0.0	0.029411764705882356	0.0	0.0	0.0	0.0	0.0																																																
SID_Psammocora									0.0	0.068522483940043	0.0	0.09635974304068501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82441113490364	0.0042826552462529996	0.006423982869379001	0.0	0.0	0.0	0.0	0.0	0.007874015748031496	0.1062992125984252	0.003937007874015748	0.003937007874015748	0.0	0.0	0.0	3	122.99144741440686	341.3333333333333	0.8149825327510917	0.20700200000000002	0.10555691491645953	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1;__	4	106.59328509688955	309.25	0.8555714971209213	0.05129199999999999	0.1673894947843082	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 4	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 4;D_5__Paramaledivibacter	1	18.62753441393928	37.0	0.7426486486486485	0.15271600000000002	0.17697573945773215	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Aquabacterium	8	103.76761219868834	288.25	0.9238248346196251	0.12281749999999998	0.14056569819005632	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1;__
SID_Psammocora_contigua																																					4												1	32.36773215890921	51.0	0.8818039215686274	0.38001599999999996	0.051597414680578976	D_0__Bacteria	D_0__Bacteria;D_1__Chlamydiae	D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae	D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales	D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__cvE6	D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__cvE6;__	1	9.974453892412924	23.0	0.6973043478260871	0.180064	0.24146004126069184	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingobium	3	15.690737677063874	27.333333333333332	0.9297456140350877	0.3602179999999999	0.18816007521630207	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales	D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__cvE6	D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__cvE6;__
SID_Psammocora_digitata									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0								1	10.57871132758935	16.0	0.859875	0.968274	0.06454784492819181	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas	1	123.30155861127109	345.0	0.5417797101449275	0.015974000000000002	0.18145428350054346	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas	1	74.95931474695828	146.0	0.8191643835616438	0.439064	0.015599810206469106	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas	3	77.05332182604003	191.66666666666666	0.8694783125371361	0.455878	0.08358871043642808	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas
SID_Psammocora_haimeana									0.009708737864078002	0.009708737864078002	0.0	0.009708737864078002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9708737864077672	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																							
SID_Psammocora_nierstraszi									0.0	0.014925373134328	0.0	0.0	0.0	0.0	0.0	0.014925373134328	0.0	0.0	0.0	0.0	0.0	0.970149253731343	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																							
SID_Pseudosiderastrea_tayami																																					2	116.28450842002104	339.0	0.7504066265060241	0.011725999999999999	0.2657660133785362	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Ruegeria	2	36.67961453435743	73.5	0.8690070921985815	0.3554630000000001	0.08684190907039899	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;__	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;__;__	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;__;__;__	2	24.455588508107045	47.0	0.806604938271605	0.09356500000000001	0.2458869828659665	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingobium	6	59.912499680156806	154.0	0.9199555827220864	0.15363633333333335	0.18734159211148474	D_0__Bacteria	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;__	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;__;__	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;__;__;__
SID_Siderastrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																												
SID_Siderastrea_radians	0.261	0.028999999999999998	0.696	0.087	0.0	0.028999999999999998	0.0	0.0																																																																												
