"","host_genus_id","Huang_Roy_tree_name.x","host_clade_sensu_fukami_numeric","host_clade_sensu_fukami","taxonomy_string_to_family","taxonomy_string_to_order","taxonomy_string_to_subclass","taxonomy_string_to_class","complex_robust","functional_group_sensu_darling","genus_in_australia","genus_in_curacao","genus_in_france","genus_in_panama","genus_in_saudiarabia","genus_in_singapore","genus_in_atlantic","genus_in_indian","genus_in_pacific","genus_in_caribbean","genus_in_coralsea","genus_in_easternindian","genus_in_easternpacific","genus_in_redsea","genus_in_southchinasea","genus_in_tasmansea","genus_in_westernindian","genus_in_aquariumdeep","genus_in_inshore","genus_in_midshelf","genus_in_offshore","genus_in_turfcontact","Unknown_disease_FRRP","Black_band_disease_FRRP","Dark_spots_FRRP","Red_band_FRRP","White_band_FRRP","White_plague_FRRP","White_spot_FRRP","Yellow_band_FRRP","Algal_infection_HICORDIS","Algal_overgrowth_HICORDIS","Black_band_disease_HICORDIS","Bleaching_HICORDIS","Ciliates_HICORDIS","Corallophila_huysmansii_HICORDIS","Cyanobacteria_HICORDIS","Discoloration_HICORDIS","Endolithic_fungal_infection_HICORDIS","Endolithic_hypermycosis_HICORDIS","Gear_entanglement_HICORDIS","Growth_anomalies_HICORDIS","Macroalgal_overgrowth_HICORDIS","No_Disease_HICORDIS","Pigmentation_response_HICORDIS","Predation_HICORDIS","Recently_denuded_skeleton_HICORDIS","Swollen_patches_HICORDIS","Tissue_loss_HICORDIS","Trematodiasis_HICORDIS","White_syndrome_HICORDIS","Total_diseased_Lamb_et_al","Total_compromised_or_bleached_Lamb_et_al","White_syndrome_Lamb_et_al","Black_band_disease_Lamb_et_al","Brown_band_Lamb_et_al","Skeletal_eroding_band_Lamb_et_al","Growth_anomalies_Lamb_et_al","n_samples_tissue","faith_pd_tissue","observed_features_tissue","gini_index_tissue","dominance_tissue","simpson_e_tissue","most_abundant_domain_tissue","most_abundant_phylum_tissue","most_abundant_class_tissue","most_abundant_order_tissue","most_abundant_family_tissue","most_abundant_genus_tissue","n_samples_skeleton","faith_pd_skeleton","observed_features_skeleton","gini_index_skeleton","dominance_skeleton","simpson_e_skeleton","most_abundant_domain_skeleton","most_abundant_phylum_skeleton","most_abundant_class_skeleton","most_abundant_order_skeleton","most_abundant_family_skeleton","most_abundant_genus_skeleton","n_samples_mucus","faith_pd_mucus","observed_features_mucus","gini_index_mucus","dominance_mucus","simpson_e_mucus","most_abundant_domain_mucus","most_abundant_phylum_mucus","most_abundant_class_mucus","most_abundant_order_mucus","most_abundant_family_mucus","most_abundant_genus_mucus","n_samples_all","faith_pd_all","observed_features_all","gini_index_all","dominance_all","simpson_e_all","most_abundant_domain_all","most_abundant_phylum_all","most_abundant_class_all","most_abundant_order_all","most_abundant_family_all","most_abundant_genus_all","Huang_Roy_tree_name.y"
"32","Lobophyllia","MUS_Lobophyllia","19","XIX","Cnidaria_Anthozoa_Scleractinia_Lobophylliidae","Cnidaria_Anthozoa_Scleractinia","Cnidaria_Anthozoa_Hexacorallia","Cnidaria_Anthozoa","robust","Stress-tolerant",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,77.6826115893039,198.166666666667,0.920104029990628,0.103995333333333,0.109381842317649,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;__;__;__",6,79.6740023901799,212.333333333333,0.930063176895307,0.0625873333333333,0.154924485001307,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Methyloligellaceae","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Methyloligellaceae;D_5__uncultured",5,19.9536928545725,40.2,0.913110204081633,0.353366,0.190698525582331,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Stappiaceae","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Stappiaceae;__",17,62.7413057506283,155.588235294118,0.971792463410531,0.162050705882353,0.142076454805561,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Stappiaceae","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Stappiaceae;__","MUS_Lobophyllia_hemprichii"
"33","Turbinaria","DEN_Turbinaria","2","II","Cnidaria_Anthozoa_Scleractinia_Dendrophylliidae","Cnidaria_Anthozoa_Scleractinia","Cnidaria_Anthozoa_Hexacorallia","Cnidaria_Anthozoa","complex","Missing: Not collected",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0187207488299532,0.159126365054602,0.0031201248049922,0,0,0.0015600624024961,0.0015600624024961,13,83.774126410735,214.923076923077,0.959075182735816,0.186918615384615,0.276456162266029,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Stappiaceae","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Stappiaceae;__",12,94.8522499678259,262.333333333333,0.950363367507886,0.0922495,0.172909360987708,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Weeksellaceae","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Weeksellaceae;__",10,59.9612796907057,149.8,0.949332495812395,0.2613734,0.165028875646678,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Stappiaceae","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Stappiaceae;__",35,79.5179327593055,211.028571428571,0.981436139866575,0.177752685714286,0.195290878148269,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Stappiaceae","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Stappiaceae;__","DEN_Turbinaria"
"34","Porites","POR_Porites_cylindrica","3","III","Cnidaria_Anthozoa_Scleractinia_Poritidae","Cnidaria_Anthozoa_Scleractinia","Cnidaria_Anthozoa_Hexacorallia","Cnidaria_Anthozoa","complex","Weedy",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.00032175032175025,0.0156548173789553,0,0.111425033294695,0,0,0,0.0035392535392535,0,0,0,0.244354111421495,0.00032175032175025,0.536674040153951,0.0258620689655173,0.0086206896551725,0,0,0.0416434733644478,0.0115830115830115,0,0.013955864976208,0.107654967585348,0.00798390444863156,0.00191613706767157,0.000415163031328841,0.00338517548621978,0.000127742471178105,5,35.1841963661463,82.6,0.924183673469388,0.472938,0.202443985296239,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas",5,77.1718436499834,184.4,0.921309393579073,0.0470452,0.175324259567243,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;__",5,33.2305175530562,72.6,0.926303496503497,0.3602088,0.156547387674627,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Stappiaceae","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Stappiaceae;D_5__Pseudovibrio",15,48.8073777047121,113.066666666667,0.972263835810332,0.290277066666667,0.17705831202857,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas","POR_Porites"
"35","Porites","POR_Porites_cylindrica","3","III","Cnidaria_Anthozoa_Scleractinia_Poritidae","Cnidaria_Anthozoa_Scleractinia","Cnidaria_Anthozoa_Hexacorallia","Cnidaria_Anthozoa","complex","Weedy",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0.082644628099174,0,0.008264462809917,0,0,0,0,0,0,0,0.090909090909091,0.008264462809917,0.636363636363636,0.049586776859504,0.03305785123967,0,0.008264462809917,0.008264462809917,0.074380165289256,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","","POR_Porites_annae"
"36","Porites","POR_Porites_cylindrica","3","III","Cnidaria_Anthozoa_Scleractinia_Poritidae","Cnidaria_Anthozoa_Scleractinia","Cnidaria_Anthozoa_Hexacorallia","Cnidaria_Anthozoa","complex","Weedy",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0.173,0.006,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","","POR_Porites_astreoides"
"37","Porites","POR_Porites_cylindrica","3","III","Cnidaria_Anthozoa_Scleractinia_Poritidae","Cnidaria_Anthozoa_Scleractinia","Cnidaria_Anthozoa_Hexacorallia","Cnidaria_Anthozoa","complex","Weedy",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","","POR_Porites_branneri"
"38","Porites","POR_Porites_cylindrica","3","III","Cnidaria_Anthozoa_Scleractinia_Poritidae","Cnidaria_Anthozoa_Scleractinia","Cnidaria_Anthozoa_Hexacorallia","Cnidaria_Anthozoa","complex","Weedy",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.003459030337397,0.029515168698611,0,0.006833002551744,0.000198468953785,8.50581230507514e-05,0,0.00150269350723,0.000113410830734,0,0,0.05324638502977,0.005330309044514,0.819875248086192,0.00640771193649,0.005528777998299,0,0.000311879784519,0.016359512333428,0.051204990076552,2.83527076835838e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","","POR_Porites_compressa"
"39","Porites","POR_Porites_cylindrica","3","III","Cnidaria_Anthozoa_Scleractinia_Poritidae","Cnidaria_Anthozoa_Scleractinia","Cnidaria_Anthozoa_Hexacorallia","Cnidaria_Anthozoa","complex","Weedy",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,34.4848589207072,59.3333333333333,0.948258064516129,0.598546666666667,0.0343297317554629,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas",6,47.1821537922627,90,0.944633569739953,0.139683666666667,0.144644517043631,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas",4,56.7282149157842,139.25,0.870315340909091,0.396072,0.197870750195222,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas",13,46.3034323560773,98.2307692307692,0.965765886287625,0.327821692307692,0.141203227761601,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas","POR_Porites_cylindrica"
"40","Porites","POR_Porites_cylindrica","3","III","Cnidaria_Anthozoa_Scleractinia_Poritidae","Cnidaria_Anthozoa_Scleractinia","Cnidaria_Anthozoa_Hexacorallia","Cnidaria_Anthozoa","complex","Weedy",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0.089,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","","POR_Porites_divaricata"
"41","Porites","POR_Porites_cylindrica","3","III","Cnidaria_Anthozoa_Scleractinia_Poritidae","Cnidaria_Anthozoa_Scleractinia","Cnidaria_Anthozoa_Hexacorallia","Cnidaria_Anthozoa","complex","Weedy",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0.06989247311828,0,0.146505376344086,0,0,0,0.020161290322581,0,0,0,0.005376344086022,0,0.698924731182796,0.024193548387097,0.014784946236559,0,0,0.014784946236559,0.005376344086022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","","POR_Porites_duerdeni"
"42","Porites","POR_Porites_cylindrica","3","III","Cnidaria_Anthozoa_Scleractinia_Poritidae","Cnidaria_Anthozoa_Scleractinia","Cnidaria_Anthozoa_Hexacorallia","Cnidaria_Anthozoa","complex","Weedy",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.011732229123534,0.051069703243616,0,0.011387163561077,0,0.002760524499655,0,0.008626639061422,0.000345065562457,0,0,0.038302277432712,0.008971704623879,0.768461007591442,0.020358868184955,0.014147688060732,0,0.000345065562457,0.021048999309869,0.042443064182195,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","","POR_Porites_evermanni"
"43","Porites","POR_Porites_cylindrica","3","III","Cnidaria_Anthozoa_Scleractinia_Poritidae","Cnidaria_Anthozoa_Scleractinia","Cnidaria_Anthozoa_Hexacorallia","Cnidaria_Anthozoa","complex","Weedy",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","","POR_Porites_furcata"
"44","Porites","POR_Porites_cylindrica","3","III","Cnidaria_Anthozoa_Scleractinia_Poritidae","Cnidaria_Anthozoa_Scleractinia","Cnidaria_Anthozoa_Hexacorallia","Cnidaria_Anthozoa","complex","Weedy",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0.034120734908137,0,0.047244094488189,0,0,0,0.006999125109361,0,0,0,0.006561679790026,0.00174978127734,0.78915135608049,0.028871391076116,0.010498687664042,0,0,0.038057742782152,0.036745406824147,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"","","","","","",1,44.9344662321395,71,0.799521126760563,0.200796,0.0701433646200797,"D_0__Bacteria","D_0__Bacteria;D_1__Bacteroidetes","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Amoebophilaceae","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Amoebophilaceae;D_5__Candidatus Amoebophilus",1,17.6045665340166,46,0.698739130434783,0.103104,0.21084662510458,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas",2,28.3056780972227,55.5,0.862717171717172,0.15984,0.137399990128387,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Amoebophilaceae","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Amoebophilaceae;D_5__Candidatus Amoebophilus","POR_Porites_lichen"
"45","Porites","POR_Porites_cylindrica","3","III","Cnidaria_Anthozoa_Scleractinia_Poritidae","Cnidaria_Anthozoa_Scleractinia","Cnidaria_Anthozoa_Hexacorallia","Cnidaria_Anthozoa","complex","Weedy",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.002725546339208,0.05599669392213,0,0.00472296838563,0.000137753244581,0.000403420216273,0,0.009072035107398,0.001397211480749,5.90371048203796e-05,0,0.067410534187404,0.005293660398894,0.740699196111423,0.028613316802944,0.010577481280318,0.000108234692171,0.002046619633773,0.010016628784524,0.060719662307761,0,NA,NA,NA,NA,NA,NA,NA,14,69.8313255992029,162.428571428571,0.968073445013185,0.279332428571429,0.104129622099357,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas",13,77.0678920140401,178.230769230769,0.966548561732385,0.113306461538462,0.134530054728456,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria","D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales","D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Promicromonosporaceae","D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Promicromonosporaceae;D_5__Cellulosimicrobium",10,45.6352348307464,112,0.948145157780196,0.2672488,0.131155563231447,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas",37,65.7823173740505,154.432432432432,0.985625684817867,0.217475027027027,0.123000897238231,"D_0__Bacteria","D_0__Bacteria;D_1__Proteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas","POR_Porites_lobata"
"46","Porites","POR_Porites_cylindrica","3","III","Cnidaria_Anthozoa_Scleractinia_Poritidae","Cnidaria_Anthozoa_Scleractinia","Cnidaria_Anthozoa_Hexacorallia","Cnidaria_Anthozoa","complex","Weedy",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.003676470588235,0.125,0,0.007352941176471,0,0,0,0.003676470588235,0,0,0,0.007352941176471,0,0.691176470588235,0.047794117647059,0.047794117647059,0,0,0.058823529411765,0.007352941176471,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,"","","","","","","POR_Porites_lutea"
