"","Discosoma","Ricordea","Letepsammia","Rhombopsammia","Stephanophyllia","Gardineria","Anthemiphyllia","Deltocyathus","Ceratotrochus","Conotrochus","Vaughanella","Stephanocyathus","Caryophyllia","Crispatotrochus","Stenocyathus","Dasmosmilia","Lophelia","Solenosmilia","Desmophyllum","Rhizosmilia","Madrepora","Stylocoeniella","Madracis","Stylophora","Seriatopora","Pocillopora","Heterocyathus","Oulastrea","Phyllangia","Anomastraea","Horastrea","Coscinaraea","Psammocora","Pleuractis","Cycloseris","Ctenactis","Herpolitha","Polyphyllia","Lithophyllon","Heliofungia","Leptastrea","Lobactis","Halomitra","Danafungia","Fungia","Podabacia","Sandalolitha","Zoopilus","Meandrina","Dichocoenia","Eusmilia","Dendrogyra","Solenastrea","Polycyathus","Paracyathus","Cladocora","Astrangia","Oculina","Blastomussa","Physogyra","Plerogyra","Tethocyathus","Plesiastrea","Cyathelia","Trochocyathus","Diploastrea","Montastraea","Mussa","Scolymia","Isophyllia","Mycetophyllia","Mussismilia","Favia","Diploria","Manicina","Colpophyllia","Acanthastrea","Micromussa","Moseleya","Oxypora","Echinophyllia","Cynarina","Lobophyllia","Symphyllia","Orbicella","Cyphastrea","Echinopora","Catalaphyllia","Hydnophora","Leptoria","Platygyra","Favites","Goniastrea","Oulophyllia","Caulastraea","Pectinia","Mycedium","Scapophyllia","Merulina","Barabattoia","Trachyphyllia","Guynia","Fungiacyathus","Tropidocyathus","Cyathotrochus","Notocyathus","Javania","Placotrochides","Placotrochus","Rhizotrochus","Truncatoflabellum","Flabellum","Monomyces","Heteropsammia","Balanophyllia","Endopachys","Leptopsammia","Dendrophyllia","Enallopsammia","Turbinaria","Cladopsammia","Tubastraea","Goniopora","Porites","Stephanocoenia","Hoplangia","Pseudosiderastrea","Siderastrea","Helioseris","Thalamophyllia","Dactylotrochus","Agaricia","Leptoseris","Gardineroseris","Pavona","Pachyseris","Euphyllia","Ctenella","Galaxea","Alveopora","Astreopora","Montipora","Anacropora","Isopora","Acropora"
"Hoplangia",903.406934,903.406934,824.295727,824.295727,824.295727,824.295727,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.88609,738.886089,738.886088,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886088,738.886088,738.886089,738.886089,738.886089,738.886088,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.88609,738.886089,738.886089,738.886089,738.886089,738.886088,738.88609,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.886091,738.886089,738.886092,738.886091,738.88609,738.88609,520.324443,451.503787,451.503787,451.503787,451.503788,451.503789,451.503789,451.503788,451.503789,451.503789,451.503787,451.503788,451.503788,451.503788,451.503788,451.503788,451.503789,451.503789,451.503788,451.503789,451.503789,451.503789,451.503789,107.291168,0,390.428178,390.428179,390.428178,390.428179,390.428178,390.428178,390.428178,390.428178,390.428178,390.428179,390.428179,390.42818,390.428179,390.428179,390.428179,390.428179,390.42818,390.428178,390.428179
"Pseudosiderastrea",903.406934,903.406934,824.295727,824.295727,824.295727,824.295727,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.88609,738.886089,738.886088,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886088,738.886088,738.886089,738.886089,738.886089,738.886088,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.88609,738.886089,738.886089,738.886089,738.886089,738.886088,738.88609,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.886091,738.886089,738.886092,738.886091,738.88609,738.88609,520.324443,451.503787,451.503787,451.503787,451.503788,451.503789,451.503789,451.503788,451.503789,451.503789,451.503787,451.503788,451.503788,451.503788,451.503788,451.503788,451.503789,451.503789,451.503788,451.503789,451.503789,451.503789,451.503789,390.428178,390.428178,0,162.842183,339.953248,339.953249,339.953248,339.953248,339.953248,339.953248,339.953248,339.953249,339.953249,339.95325,339.953249,339.953249,339.953249,339.953249,339.95325,339.953248,339.953249
"Siderastrea",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.886091,738.88609,738.886089,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.886089,738.88609,738.88609,738.88609,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886092,738.886092,738.886091,738.886091,738.88609,738.88609,738.88609,738.88609,738.886089,738.886091,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886091,738.886092,738.886091,738.886091,738.886092,738.886091,738.886092,738.88609,738.886093,738.886092,738.886091,738.886091,520.324444,451.503788,451.503788,451.503788,451.503789,451.50379,451.50379,451.503789,451.50379,451.50379,451.503788,451.503789,451.503789,451.503789,451.503789,451.503789,451.50379,451.50379,451.503789,451.50379,451.50379,451.50379,451.50379,390.428179,390.428179,162.842183,0,339.953249,339.95325,339.953249,339.953249,339.953249,339.953249,339.953249,339.95325,339.95325,339.953251,339.95325,339.95325,339.95325,339.95325,339.953251,339.953249,339.95325
"Helioseris",903.406934,903.406934,824.295727,824.295727,824.295727,824.295727,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.88609,738.886089,738.886088,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886088,738.886088,738.886089,738.886089,738.886089,738.886088,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.88609,738.886089,738.886089,738.886089,738.886089,738.886088,738.88609,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.886091,738.886089,738.886092,738.886091,738.88609,738.88609,520.324443,451.503787,451.503787,451.503787,451.503788,451.503789,451.503789,451.503788,451.503789,451.503789,451.503787,451.503788,451.503788,451.503788,451.503788,451.503788,451.503789,451.503789,451.503788,451.503789,451.503789,451.503789,451.503789,390.428178,390.428178,339.953248,339.953249,0,19.098581,121.867304,121.867304,121.867304,121.867304,121.867304,285.728371,285.728371,285.728372,285.728371,285.728371,285.728371,285.728371,285.728372,285.72837,285.728371
"Thalamophyllia",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.886091,738.88609,738.886089,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.886089,738.88609,738.88609,738.88609,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886092,738.886092,738.886091,738.886091,738.88609,738.88609,738.88609,738.88609,738.886089,738.886091,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886091,738.886092,738.886091,738.886091,738.886092,738.886091,738.886092,738.88609,738.886093,738.886092,738.886091,738.886091,520.324444,451.503788,451.503788,451.503788,451.503789,451.50379,451.50379,451.503789,451.50379,451.50379,451.503788,451.503789,451.503789,451.503789,451.503789,451.503789,451.50379,451.50379,451.503789,451.50379,451.50379,451.50379,451.50379,390.428179,390.428179,339.953249,339.95325,19.098581,0,121.867305,121.867305,121.867305,121.867305,121.867305,285.728372,285.728372,285.728373,285.728372,285.728372,285.728372,285.728372,285.728373,285.728371,285.728372
"Dactylotrochus",903.406934,903.406934,824.295727,824.295727,824.295727,824.295727,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.88609,738.886089,738.886088,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886088,738.886088,738.886089,738.886089,738.886089,738.886088,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.88609,738.886089,738.886089,738.886089,738.886089,738.886088,738.88609,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.886091,738.886089,738.886092,738.886091,738.88609,738.88609,520.324443,451.503787,451.503787,451.503787,451.503788,451.503789,451.503789,451.503788,451.503789,451.503789,451.503787,451.503788,451.503788,451.503788,451.503788,451.503788,451.503789,451.503789,451.503788,451.503789,451.503789,451.503789,451.503789,390.428178,390.428178,339.953248,339.953249,121.867304,121.867305,0,50.276322,50.276322,50.276322,50.276322,285.728371,285.728371,285.728372,285.728371,285.728371,285.728371,285.728371,285.728372,285.72837,285.728371
"Agaricia",903.406934,903.406934,824.295727,824.295727,824.295727,824.295727,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.88609,738.886089,738.886088,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886088,738.886088,738.886089,738.886089,738.886089,738.886088,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.88609,738.886089,738.886089,738.886089,738.886089,738.886088,738.88609,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.886091,738.886089,738.886092,738.886091,738.88609,738.88609,520.324443,451.503787,451.503787,451.503787,451.503788,451.503789,451.503789,451.503788,451.503789,451.503789,451.503787,451.503788,451.503788,451.503788,451.503788,451.503788,451.503789,451.503789,451.503788,451.503789,451.503789,451.503789,451.503789,390.428178,390.428178,339.953248,339.953249,121.867304,121.867305,50.276322,0,41.677716,41.677716,41.677716,285.728371,285.728371,285.728372,285.728371,285.728371,285.728371,285.728371,285.728372,285.72837,285.728371
"Leptoseris",903.406934,903.406934,824.295727,824.295727,824.295727,824.295727,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.88609,738.886089,738.886088,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886088,738.886088,738.886089,738.886089,738.886089,738.886088,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.88609,738.886089,738.886089,738.886089,738.886089,738.886088,738.88609,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.886091,738.886089,738.886092,738.886091,738.88609,738.88609,520.324443,451.503787,451.503787,451.503787,451.503788,451.503789,451.503789,451.503788,451.503789,451.503789,451.503787,451.503788,451.503788,451.503788,451.503788,451.503788,451.503789,451.503789,451.503788,451.503789,451.503789,451.503789,451.503789,390.428178,390.428178,339.953248,339.953249,121.867304,121.867305,50.276322,41.677716,0,17.040472,17.040472,285.728371,285.728371,285.728372,285.728371,285.728371,285.728371,285.728371,285.728372,285.72837,285.728371
"Gardineroseris",903.406934,903.406934,824.295727,824.295727,824.295727,824.295727,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.88609,738.886089,738.886088,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886088,738.886088,738.886089,738.886089,738.886089,738.886088,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.88609,738.886089,738.886089,738.886089,738.886089,738.886088,738.88609,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.886091,738.886089,738.886092,738.886091,738.88609,738.88609,520.324443,451.503787,451.503787,451.503787,451.503788,451.503789,451.503789,451.503788,451.503789,451.503789,451.503787,451.503788,451.503788,451.503788,451.503788,451.503788,451.503789,451.503789,451.503788,451.503789,451.503789,451.503789,451.503789,390.428178,390.428178,339.953248,339.953249,121.867304,121.867305,50.276322,41.677716,17.040472,0,12.976802,285.728371,285.728371,285.728372,285.728371,285.728371,285.728371,285.728371,285.728372,285.72837,285.728371
"Pavona",903.406934,903.406934,824.295727,824.295727,824.295727,824.295727,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.88609,738.886089,738.886088,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886088,738.886088,738.886089,738.886089,738.886089,738.886088,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.88609,738.886089,738.886089,738.886089,738.886089,738.886088,738.88609,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.886091,738.886089,738.886092,738.886091,738.88609,738.88609,520.324443,451.503787,451.503787,451.503787,451.503788,451.503789,451.503789,451.503788,451.503789,451.503789,451.503787,451.503788,451.503788,451.503788,451.503788,451.503788,451.503789,451.503789,451.503788,451.503789,451.503789,451.503789,451.503789,390.428178,390.428178,339.953248,339.953249,121.867304,121.867305,50.276322,41.677716,17.040472,12.976802,0,285.728371,285.728371,285.728372,285.728371,285.728371,285.728371,285.728371,285.728372,285.72837,285.728371
"Pachyseris",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.886091,738.88609,738.886089,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.886089,738.88609,738.88609,738.88609,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886092,738.886092,738.886091,738.886091,738.88609,738.88609,738.88609,738.88609,738.886089,738.886091,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886091,738.886092,738.886091,738.886091,738.886092,738.886091,738.886092,738.88609,738.886093,738.886092,738.886091,738.886091,520.324444,451.503788,451.503788,451.503788,451.503789,451.50379,451.50379,451.503789,451.50379,451.50379,451.503788,451.503789,451.503789,451.503789,451.503789,451.503789,451.50379,451.50379,451.503789,451.50379,451.50379,451.50379,451.50379,390.428179,390.428179,339.953249,339.95325,285.728371,285.728372,285.728371,285.728371,285.728371,285.728371,285.728371,0,127.495532,127.495533,127.495532,255.589312,255.589312,255.589312,255.589313,255.589311,255.589312
"Euphyllia",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.886091,738.88609,738.886089,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.886089,738.88609,738.88609,738.88609,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886092,738.886092,738.886091,738.886091,738.88609,738.88609,738.88609,738.88609,738.886089,738.886091,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886091,738.886092,738.886091,738.886091,738.886092,738.886091,738.886092,738.88609,738.886093,738.886092,738.886091,738.886091,520.324444,451.503788,451.503788,451.503788,451.503789,451.50379,451.50379,451.503789,451.50379,451.50379,451.503788,451.503789,451.503789,451.503789,451.503789,451.503789,451.50379,451.50379,451.503789,451.50379,451.50379,451.50379,451.50379,390.428179,390.428179,339.953249,339.95325,285.728371,285.728372,285.728371,285.728371,285.728371,285.728371,285.728371,127.495532,0,55.276853,55.276852,255.589312,255.589312,255.589312,255.589313,255.589311,255.589312
"Ctenella",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886091,738.886091,738.886092,738.886091,738.886091,738.886092,738.886092,738.886091,738.88609,738.886091,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.88609,738.886091,738.886091,738.886091,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886093,738.886093,738.886092,738.886092,738.886091,738.886091,738.886091,738.886091,738.88609,738.886092,738.886092,738.886092,738.886092,738.886092,738.886091,738.886091,738.886091,738.886092,738.886092,738.886092,738.886092,738.886092,738.886092,738.886092,738.886092,738.886093,738.886093,738.886091,738.886092,738.886092,738.886092,738.886092,738.886092,738.886092,738.886092,738.886092,738.886092,738.886092,738.886092,738.886093,738.886092,738.886093,738.886092,738.886092,738.886093,738.886092,738.886093,738.886091,738.886094,738.886093,738.886092,738.886092,520.324445,451.503789,451.503789,451.503789,451.50379,451.503791,451.503791,451.50379,451.503791,451.503791,451.503789,451.50379,451.50379,451.50379,451.50379,451.50379,451.503791,451.503791,451.50379,451.503791,451.503791,451.503791,451.503791,390.42818,390.42818,339.95325,339.953251,285.728372,285.728373,285.728372,285.728372,285.728372,285.728372,285.728372,127.495533,55.276853,0,35.851177,255.589313,255.589313,255.589313,255.589314,255.589312,255.589313
