host_genus	D_0__Bacteria	D_0__Bacteria;D_1__Bacteroidetes	D_0__Bacteria;D_1__Firmicutes	D_0__Bacteria;D_1__Proteobacteria	D_0__Bacteria;D_1__Spirochaetes	Unassigned;__	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	D_0__Bacteria;D_1__Spirochaetes;D_2__Spirochaetia	D_0__Bacteria;__;__	Unassigned;__;__	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales	D_0__Bacteria;D_1__Bacteroidetes;D_2__Chlorobia;D_3__Chlorobiales	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfobacterales	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;__	D_0__Bacteria;D_1__Spirochaetes;D_2__Spirochaetia;D_3__Spirochaetales	D_0__Bacteria;__;__;__	Unassigned;__;__;__	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Amoebophilaceae	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cyclobacteriaceae	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;__	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Weeksellaceae	D_0__Bacteria;D_1__Bacteroidetes;D_2__Chlorobia;D_3__Chlorobiales;D_4__Chlorobiaceae	D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__cvE6	D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Chloroflexales;D_4__Chloroflexaceae	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Chroococcidiopsaceae	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 4	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Dstr-E11;D_4__uncultured alpha proteobacterium	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Beijerinckiaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Terasakiellaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Midichloriaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;__;__	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfobacterales;D_4__Desulfobacteraceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__P3OB-42	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;__;__	D_0__Bacteria;D_1__Spirochaetes;D_2__Spirochaetia;D_3__Spirochaetales;D_4__Spirochaetaceae	D_0__Bacteria;__;__;__;__	Unassigned;__;__;__;__	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia;D_3__Thermoanaerobaculales;D_4__Thermoanaerobaculaceae;D_5__Subgroup 10	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Promicromonosporaceae;D_5__Cellulosimicrobium	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Rikenellaceae;D_5__Rikenellaceae RC9 gut group	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Amoebophilaceae;D_5__Candidatus Amoebophilus	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cyclobacteriaceae;D_5__uncultured	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;__;__	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;__	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Weeksellaceae;__	D_0__Bacteria;D_1__Bacteroidetes;D_2__Chlorobia;D_3__Chlorobiales;D_4__Chlorobiaceae;D_5__Prosthecochloris	D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__cvE6;__	D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Chloroflexales;D_4__Chloroflexaceae;D_5__Candidatus Chlorothrix	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Chroococcidiopsaceae;__	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 4;D_5__Paramaledivibacter	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Dstr-E11;D_4__uncultured alpha proteobacterium;D_5__uncultured alpha proteobacterium	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Beijerinckiaceae;__	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Ruegeria	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;__	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Terasakiellaceae;D_5__uncultured	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Midichloriaceae;D_5__MD3-55	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;__;__;__	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfobacterales;D_4__Desulfobacteraceae;D_5__Desulfobacter	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__P3OB-42;D_5__uncultured bacterium	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;__;__;__	D_0__Bacteria;D_1__Proteobacteria;__;__;__;__	D_0__Bacteria;D_1__Spirochaetes;D_2__Spirochaetia;D_3__Spirochaetales;D_4__Spirochaetaceae;D_5__Spirochaeta 2	D_0__Bacteria;__;__;__;__;__	Unassigned;__;__;__;__;__
Hydnophora	921.7142857142857	141.57142857142858	23.857142857142858	570.4285714285714	13.285714285714286		48.42857142857143	127.14285714285714	22.285714285714285	441.2857142857143	35.142857142857146	92.57142857142857	12.0			48.42857142857143	5.714285714285714	73.0	27.428571428571427	9.571428571428571	11.571428571428571	22.285714285714285	21.428571428571427	32.857142857142854	38.57142857142857	286.0	0.5714285714285714	10.428571428571429	11.571428571428571	30.571428571428573	12.571428571428571	3.142857142857143		12.0			48.42857142857143		24.142857142857142	47.285714285714285		15.428571428571429	0.2857142857142857	9.571428571428571	0.14285714285714285	4.714285714285714	0.5714285714285714	14.285714285714286	21.428571428571427	0.2857142857142857	2.2857142857142856	38.57142857142857	284.0	0.2857142857142857	5.857142857142857		2.142857142857143	6.571428571428571	11.285714285714286	2.142857142857143		12.0			22.714285714285715	3.5714285714285716			18.142857142857142	10.571428571428571				8.857142857142858		4.714285714285714		14.0	0.2857142857142857		2.2857142857142856		284.0	0.2857142857142857			0.2857142857142857	11.285714285714286	2.142857142857143			7.0		
Plerogyra	824.5	26.25	8.5	234.25	5.75		165.75	10.25	4.5	46.5	20.75	166.0	5.75			165.0	0.5	3.75	4.75			4.25	12.5	5.25	7.0	0.75	0.25	1.25	11.0	0.25	1.75			5.75			165.0		1.25	2.25		4.0						0.5	12.5			7.0					0.5	0.25	1.5			5.75			64.75	64.75				1.0								0.5									0.25	1.5				3.5		
Scolymia	931.75	100.0	14.75	166.75	2.25		61.25	81.5	14.0	83.5	21.0	61.25	2.25			59.75	5.25	70.5	4.25		1.25	14.0	7.25	13.5	5.75	2.0		1.0	5.5	1.5	1.75	3.25		2.25			59.75		58.75	6.5		3.5						0.75	7.25	0.25	0.25	5.75	1.5		5.25		0.25		1.75	3.25		2.25			16.5	32.25			0.75	4.25								0.75	0.25		1.0		1.0					1.75	3.25			0.75		
Pocillopora	943.875	279.875	34.125	488.875	13.5		18.458333333333332	278.375	7.083333333333333	225.5	59.083333333333336	204.20833333333334	13.5			18.333333333333332	10.25	256.0416666666667	8.791666666666666		10.541666666666666	7.0	10.083333333333334	29.375	57.125	0.75	0.9166666666666666	0.9166666666666666	55.541666666666664	69.125	62.458333333333336	44.791666666666664		13.5			18.333333333333332	0.8333333333333334	173.58333333333334	60.291666666666664		7.458333333333333	0.041666666666666664			0.20833333333333334	4.083333333333333	0.5416666666666666	10.083333333333334	0.16666666666666666	11.5	57.125	0.4166666666666667		70.20833333333333		0.25	53.791666666666664	62.041666666666664	41.125		13.5			4.416666666666667	0.9583333333333334			173.375	57.041666666666664						0.125		0.5416666666666666	0.16666666666666666		14.791666666666666		0.375			0.25	52.708333333333336	62.041666666666664	41.125			12.708333333333334		
Pseudosiderastrea	991.5	46.0	27.0	796.0			8.5	46.0	4.0	199.0	4.5	590.0				8.5	39.0	3.0	1.5		34.5	4.0	12.0	57.5	6.5				1.5	67.5	31.0	89.0					8.5	24.0				1.5					4.0		12.0		7.0	6.5			86.5				31.0	89.0					7.5	1.0		24.0													2.0							31.0	89.0					
Eguchipsammia	951.0	51.0	23.0	642.5	1.0		15.5	50.5	15.0	416.5	68.0	158.0	1.0			15.5	10.5	21.0	18.0			15.0	28.0	116.0	131.0	19.5		14.5	20.0	30.0	15.5	22.5		1.0			15.5		4.0	15.5		17.5						4.5	28.0		0.5	131.0	18.5		20.0		5.0	9.0	2.0	22.5		1.0			7.0	2.0				15.0								4.5			103.5						9.0	2.0	22.5			1.0		
Isopora	983.0	150.75	25.25	620.25	55.0		8.25	138.0	10.0	405.25	51.0	164.0	55.0			7.75	21.25	88.5	20.0	3.5	6.5	9.25	22.5	94.75	96.25	7.0		34.0	8.5	79.0	7.25	42.5		55.0			7.75		32.5	50.75		19.0		3.5				0.75	22.5		44.5	96.25	4.5		80.25		33.75	6.75	4.25	38.5		55.0			3.0	7.5			32.25	46.5				3.5				0.75			5.5		4.25				6.5	4.25	38.5			2.25		
Danafungia	998.0	7.0	436.0	78.0	454.0			7.0	422.0	35.0	1.0	42.0	454.0				2.0	2.0				422.0	1.0	11.0		14.0				9.0		15.0		454.0						2.0									1.0				12.0		8.0					15.0		454.0								2.0													12.0						15.0			454.0		
Echinopora	971.0	305.0	26.416666666666668	502.25	9.083333333333334		8.333333333333334	289.25	12.583333333333334	234.75	58.333333333333336	207.75	8.666666666666666			8.333333333333334	6.166666666666667	242.08333333333334	29.833333333333332	12.25	8.083333333333334	12.5	22.0	54.333333333333336	16.333333333333332	1.25	20.416666666666668	5.0	39.0	49.916666666666664	9.5	51.5		8.666666666666666			8.333333333333334		187.25	51.75		21.583333333333332	0.08333333333333333	12.25		0.08333333333333333	0.16666666666666666	0.6666666666666666	22.0		5.083333333333333	16.333333333333332	0.08333333333333333		58.75		0.3333333333333333	31.0	4.333333333333333	47.5		8.666666666666666			2.9166666666666665	6.416666666666667			172.41666666666666	48.583333333333336				12.25		0.08333333333333333		0.6666666666666666			4.416666666666667						6.083333333333333	4.333333333333333	47.5			8.5		
Porites	911.9655172413793	172.9655172413793	29.517241379310345	412.0344827586207	14.931034482758621		42.206896551724135	154.82758620689654	17.344827586206897	210.20689655172413	38.827586206896555	162.58620689655172	14.137931034482758			41.10344827586207	31.448275862068964	61.58620689655172	42.3448275862069	11.724137931034482	9.96551724137931	16.620689655172413	33.48275862068966	61.275862068965516	41.86206896551724	8.482758620689655	0.3793103448275862	15.551724137931034	8.10344827586207	22.655172413793103	44.37931034482759	23.344827586206897		14.137931034482758			41.10344827586207		40.827586206896555	16.20689655172414		31.517241379310345	0.1724137931034483	11.724137931034482	3.3448275862068964	4.517241379310345	2.3793103448275863	2.3448275862068964	33.48275862068966		5.689655172413793	41.86206896551724	0.8620689655172413	0.034482758620689655	27.137931034482758		11.827586206896552	0.5517241379310345	39.827586206896555	22.275862068965516		14.137931034482758			25.482758620689655	7.448275862068965	41.62068965517241		40.172413793103445	13.241379310344827				11.482758620689655		4.517241379310345		2.2758620689655173			19.96551724137931		0.6551724137931034	0.034482758620689655		2.2413793103448274	0.2413793103448276	39.827586206896555	22.275862068965516			5.172413793103448		
Turbinaria	884.6666666666666	201.91666666666666	33.25	406.25	1.5833333333333333		71.41666666666667	198.58333333333334	21.083333333333332	215.83333333333334	24.333333333333332	165.41666666666666	0.6666666666666666			70.33333333333333	16.75	19.5	142.83333333333334		7.666666666666667	20.75	28.833333333333332	38.833333333333336	45.166666666666664	9.25	0.3333333333333333	1.0833333333333333	9.833333333333334	35.166666666666664	5.583333333333333	37.416666666666664		0.6666666666666666			70.33333333333333	0.08333333333333333	8.75	8.0		17.833333333333332	120.75		0.75	2.0	0.6666666666666666	0.8333333333333334	28.833333333333332		2.75	45.166666666666664	6.583333333333333		36.583333333333336		0.5	3.8333333333333335	1.4166666666666667	31.416666666666668		0.6666666666666666			45.0	5.166666666666667			7.0	3.25						2.0		0.8333333333333334			12.5		2.5				3.6666666666666665	1.4166666666666667	31.416666666666668			0.5		
Diploria	883.0	202.5	141.5	184.5	19.5		40.0	195.5	135.5	101.5	45.5	37.0	18.0			39.5	4.0	186.5	4.0		1.0	135.5	15.0	37.5	3.5	1.5		1.5	31.5	5.5		11.0		18.0			39.5		80.5	23.0		3.5				6.0		62.5	15.0	24.0	2.0	3.5			1.5			3.0		11.0		18.0			28.5	33.0			49.5	20.0						6.0		62.5	24.0		1.5						0.5		11.0			11.0		
Lobophytum	991.0	7.0	14.0	76.0	496.0			7.0	8.0	48.0		28.0	496.0				4.0	1.0	2.0		1.0	8.0		2.0	11.0	1.0				10.0	4.0	8.0		496.0								2.0										11.0	1.0		21.0				4.0	8.0		496.0																			1.0		1.0					4.0	8.0			395.0		
Pavona	931.3	152.73333333333332	164.93333333333334	352.3	10.733333333333333		47.86666666666667	140.0	160.26666666666668	225.9	34.7	91.43333333333334	10.0			47.13333333333333	5.766666666666667	111.06666666666666	17.933333333333334	3.3	11.9	159.93333333333334	14.233333333333333	60.43333333333333	57.8	2.566666666666667	0.2	11.566666666666666	13.2	16.833333333333332	1.2666666666666666	16.766666666666666		10.0			47.13333333333333		56.63333333333333	41.2		15.633333333333333	0.03333333333333333	3.3	0.16666666666666666	1.0	0.23333333333333334	104.13333333333334	14.233333333333333	4.0	1.3333333333333333	57.8	0.16666666666666666	0.03333333333333333	15.733333333333333		5.433333333333334	3.033333333333333	0.43333333333333335	14.633333333333333		10.0			19.4	10.533333333333333	0.06666666666666667		54.46666666666667	32.43333333333333				3.3		1.0		101.7	4.0		13.966666666666667		0.1			0.06666666666666667	0.5333333333333333	0.43333333333333335	14.633333333333333			7.466666666666667		
Siderastrea	959.0	111.0	50.0	501.0	1.0		13.0	111.0	34.0	164.0	55.0	217.0				11.0	3.0	57.0	14.0			34.0	95.0	46.0	14.0			6.0	3.0	71.0	12.0	41.0					11.0		42.0	8.0		5.0						6.0	95.0			14.0			70.0		5.0		12.0	41.0					11.0	14.0				4.0								6.0										12.0	41.0					
Diploastrea	913.6	149.68	51.88	311.56	36.24		48.36	90.36	48.52	166.96	80.64	63.24	34.32			48.24	14.2	57.88	8.6	50.56	2.32	48.16	29.32	87.64	11.56	2.4	0.28	39.16	10.24	4.6	1.44	4.44		34.32			48.24		22.08	34.4		6.76	0.2	50.56	0.24	52.6		8.72	29.32	1.12	2.64	11.56	0.36	0.04	1.92		21.84	0.6	0.6	2.68		34.32			17.96	18.96			20.08	32.36				17.36		52.6		7.68	1.12		3.24		0.04				0.08	0.6	2.68			23.72		
Heliopora	939.0	119.0	6.0	437.0	3.0		31.0	114.0	6.0	224.0	74.0	138.0	3.0			31.0	2.0	15.0	44.0		2.0	6.0	61.0	50.0	13.0	11.0		41.0	13.0					3.0			31.0		3.0	11.0		40.0							61.0		4.0	13.0			1.0		5.0	3.0				3.0			31.0	31.0			3.0	9.0											1.0											1.0		
Dipsastraea	931.5	244.5	40.5	453.5	17.0		21.5	181.0	40.0	347.0	24.5	81.5	15.5			21.5	4.5	135.0	22.5	50.5		39.5	53.0	204.5	16.0	2.0		6.0	8.0	19.0		8.5		15.5			21.5		100.0	12.0		14.0	0.5	50.5				22.5	53.0		108.5	16.0			0.5		5.0	1.5		8.5		15.5			17.0	3.5			98.5	7.0				49.5				22.5			4.5						0.5		8.5			11.5		
Platygyra	923.0	362.8	131.4	186.0	42.2		55.6	286.6	130.6	84.4	12.2	89.2	42.2			55.6	0.8	283.8	1.6	71.4	1.0	130.4	4.6	37.0	3.2	1.2		7.2	2.2	1.0	3.0	0.6		42.2			55.6		184.2	62.2		1.4		71.4		0.2		70.0	4.6	4.8	0.2	3.2	0.8		0.2		7.0		3.0	0.6		42.2			54.4	27.2			177.2	61.4				71.4		0.2		68.0	4.8				0.8					3.0	0.6			38.2		
Echinophyllia	926.25	115.0	28.0	412.0	15.75		68.75	111.75	24.75	221.25	18.25	169.5	13.75			68.0	4.5	70.25	31.75		134.0	24.75	7.75	58.0	15.75	2.5		0.75	8.25	78.5	1.0	13.75		13.75			68.0		27.5	37.25		30.25					105.0	3.25	7.75	0.25	1.25	15.75	0.25		9.0		0.75	0.5	0.75	13.75		13.75			23.75	14.0			26.75	25.75								3.25	0.25		2.25							0.75	13.75			5.0		
Pachyseris	983.7777777777778	55.77777777777778	74.77777777777777	617.1111111111111	0.5555555555555556		11.0	48.22222222222222	44.888888888888886	300.8888888888889	9.333333333333334	302.1111111111111	0.5555555555555556			10.333333333333334	23.88888888888889	10.11111111111111	8.555555555555555		21.77777777777778	43.666666666666664	75.44444444444444	51.888888888888886	61.888888888888886	1.7777777777777777	0.5555555555555556	1.1111111111111112	2.5555555555555554	117.0	5.666666666666667	107.77777777777777		0.5555555555555556			10.333333333333334	1.3333333333333333	8.0	1.5555555555555556		8.0	0.3333333333333333		0.6666666666666666		4.222222222222222	0.2222222222222222	75.44444444444444		5.444444444444445	61.888888888888886	0.6666666666666666	0.1111111111111111	87.55555555555556			0.2222222222222222	5.0	101.11111111111111		0.5555555555555556			4.888888888888889	13.222222222222221			6.0	1.5555555555555556								0.2222222222222222			3.6666666666666665		0.6666666666666666	0.1111111111111111			0.2222222222222222	5.0	101.11111111111111			0.3333333333333333		
Leptastrea	909.0	67.0	43.0	506.0	1.0		63.0	60.0	38.0	114.0	311.0	81.0	1.0			63.0	14.0	24.0	18.0		6.0	38.0	18.0	22.0	33.0	2.0		259.0	4.0	1.0	39.0			1.0			63.0		4.0	11.0		15.0						3.0	18.0			33.0	1.0				258.0	1.0	9.0			1.0			31.0	5.0			4.0	5.0								3.0			23.0					254.0		9.0				1.0		
Cyphastrea	847.2	154.4	188.4	341.2	68.8		1.0	142.6	185.6	159.6	59.6	121.4	66.4			1.0	25.0	103.8	10.8	9.0	0.2	185.6	6.6	40.0	72.0	0.8		17.8	6.2	19.6	7.4	39.2		66.4			1.0		47.6	27.2		3.6		9.0	0.2	4.6		125.6	6.6		10.6	72.0			17.8		13.2	0.6	5.8	32.0		66.4			1.0	2.4			45.6	21.8				5.2		4.6		125.6			1.0						0.2	5.8	32.0			52.0		
Seriatopora	972.1666666666666	65.5	35.0	790.5	5.166666666666667		2.5	64.5	4.833333333333333	484.3333333333333	18.833333333333332	284.6666666666667	5.166666666666667			2.5	1.5	39.5	14.833333333333334		3.3333333333333335	3.0	9.833333333333334	68.16666666666667	164.0	0.16666666666666666	0.16666666666666666	8.333333333333334	3.6666666666666665	122.16666666666667	23.833333333333332	98.66666666666667		5.166666666666667			2.5		9.166666666666666	5.666666666666667		5.5			0.16666666666666666		0.8333333333333334	0.5	9.833333333333334		53.0	164.0	0.16666666666666666		129.33333333333334		5.5	0.5	19.5	90.33333333333333		5.166666666666667			2.5	0.8333333333333334			9.0	3.3333333333333335								0.5			3.8333333333333335		0.16666666666666666				0.16666666666666666	19.5	90.33333333333333			2.0		
