Disease_Trait,Diversity_Trait,N_Microbes,Compartment,Package,Model,pVal,R_Squared,Adj_R_Squared,x_Trait_Slope_95CI,Intercept_95CI,Parameters,Estimated_Parameter_95CI,AIC,AICc,Minimum_AIC,Minimum_AICc
percent_black_band_disease,dominance_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.773485781,0.003844518,-0.041435277,3.893603077,0.189431291758361 + 1.98798012224786 - -1.93201987775214,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.441842086183311,-31.56469233,-30.99326376,,
percent_black_band_disease,dominance_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.978784294,3.29E-05,-0.045420168,3.916642522,0.173748371250046 + 2.05082196631326 - -1.86917803368674,"lambda=l,delta=ML,kappa=1",3 -/+ 1.52648992270204,-20.37678493,-19.80535636,,
percent_black_band_disease,dominance_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.890670066,0.000878178,-0.04453645,3.904796833,0.180616891242369 + 2.08250903309527 - -1.83749096690473,"lambda=1,delta=1,kappa=ML",0.350800968641429 -/+ 1.04941133393044,-17.95397806,-17.38254949,Model_3l_AIC,Model_3l_AICc
percent_white_disease,observed_features_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.064895613,0.146494297,0.107698584,-49.30380073,169.841819862885 + 146.043349682593 - 142.123349682593,"lambda=1,delta=1,kappa=1",NA,301.1807679,301.7521965,,
percent_white_disease,observed_features_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.913466051,0.000548941,-0.044880653,0.786951291,139.503650387766 + 24.8970368887323 - 20.9770368887323,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.440236650789027,283.4226844,283.994113,,
percent_white_disease,observed_features_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.09180139,0.123781452,0.083953336,-44.97674769,169.090331169717 + 66.8608823857539 - 62.9408823857539,"lambda=l,delta=ML,kappa=1",3 -/+ 1.51426161894159,295.4763237,296.0477523,,
percent_white_disease,observed_features_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.624897446,0.01105354,-0.033898572,-10.70167934,155.221018161107 + 67.5421258934692 - 63.6221258934692,"lambda=1,delta=1,kappa=ML",0.0327331225328856 -/+ 0.68988909904924,293.3322523,293.9036809,Model_3l_AIC,Model_3l_AICc
percent_white_disease,gini_index_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.20615841,0.071610721,0.029411208,0.0145779484308793 + 1.97119079925556 - -1.94880920074444,0.950973200511559 + 2.01886911455347 - -1.90113088544653,"lambda=1,delta=1,kappa=1",NA,-73.35510308,-72.78367451,,
percent_white_disease,gini_index_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.215656036,0.068794531,0.02646701,0.0194138134140736 + 1.97522808571882 - -1.94477191428118,0.945675360263028 + 1.97225487451626 - -1.94774512548374,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.987367699594147,-78.23736858,-77.66594001,,
percent_white_disease,gini_index_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.213414563,0.069446476,0.027148589,0.014981403897695 + 1.97169194447363 - -1.94830805552637,0.951547034035576 + 1.98735837376044 - -1.93264162623956,"lambda=l,delta=ML,kappa=1",3 -/+ 1.11117081680954,-77.56018088,-76.98875231,,
percent_white_disease,gini_index_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.193024031,0.075752405,0.033741151,0.0161371655043781 + 1.97201743729534 - -1.94798256270466,0.950870238539111 + 2.01051478973373 - -1.90948521026627,"lambda=1,delta=1,kappa=ML",0.778162182403116 -/+ 1.42167853799738,-73.77410778,-73.20267921,Model_3l_AIC,Model_3l_AICc
percent_white_disease,dominance_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.657568341,0.009094871,-0.035946272,0.0170202023520021 + 1.99787661450426 - -1.92212338549574,0.170375832022733 + 2.1592496431425 - -1.7607503568575,"lambda=1,delta=1,kappa=1",NA,-14.83148975,-14.26006118,,
percent_white_disease,dominance_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.72718959,0.005643253,-0.039554781,3.905785127,0.192991356619236 + 1.99237438566896 - -1.92762561433104,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.438899646707884,-31.60806777,-31.0366392,,
percent_white_disease,dominance_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.706878805,0.006553989,-0.038602648,0.0146130913213675 + 1.99835747825093 - -1.92164252174907,0.167225761498472 + 2.04975395229284 - -1.87024604770716,"lambda=l,delta=ML,kappa=1",3 -/+ 1.51210363119895,-20.53380917,-19.9623806,,
percent_white_disease,dominance_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.711722256,0.006329846,-0.038836979,0.0159956690968914 + 2.00272829958233 - -1.91727170041767,0.174364858507735 + 2.08315745605083 - -1.83684254394917,"lambda=1,delta=1,kappa=ML",0.363278818291134 -/+ 1.05779655186775,-18.08457659,-17.51314802,Model_3l_AIC,Model_3l_AICc
percent_skeletal_eroding_band,observed_features_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.097135607,0.120086499,0.080090431,-28.17263676,168.893429998142 + 148.296963147628 - 144.376963147628,"lambda=1,delta=1,kappa=1",NA,301.9120812,302.4835097,,
percent_skeletal_eroding_band,observed_features_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.073553864,0.138294217,0.099125772,-24.69267427,158.924990384288 + 21.6294796919389 - 17.7094796919389,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.352085201882535,279.8636693,280.4350979,,
percent_skeletal_eroding_band,observed_features_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.099423173,0.118564594,0.078499349,-27.73601525,167.998645313988 + 66.9872082490258 - 63.0672082490258,"lambda=l,delta=ML,kappa=1",3 -/+ 1.63939816985016,295.618792,296.1902206,,
percent_skeletal_eroding_band,observed_features_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.313198408,0.046190895,0.002835936,-16.91409708,163.512739120494 + 68.1061867733725 - 64.1861867733725,"lambda=1,delta=1,kappa=ML",0.0586829327581988 -/+ 0.656315445306869,292.5095441,293.0809727,Model_3l_AIC,Model_3l_AICc
percent_skeletal_eroding_band,gini_index_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.659565912,0.008982463,-0.036063789,0.00343849092817229 + 1.96770015559298 - -1.95229984440702,0.954455860765619 + 2.02083963218104 - -1.89916036781896,"lambda=1,delta=1,kappa=1",NA,-71.78835659,-71.21692802,,
percent_skeletal_eroding_band,gini_index_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.405766331,0.031625914,-0.01239109,0.00757369038331224 + 1.96893503470072 - -1.95106496529928,0.950274248965872 + 1.97154155991536 - -1.94845844008464,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.925258079897006,-77.29804422,-76.72661565,,
percent_skeletal_eroding_band,gini_index_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.643764996,0.009894444,-0.035110354,0.00374067214903277 + 1.9679778040297 - -1.9520221959703,0.955449928529586 + 1.98819134727358 - -1.93180865272642,"lambda=l,delta=ML,kappa=1",3 -/+ 1.1342394938416,-76.07141375,-75.49998517,,
percent_skeletal_eroding_band,gini_index_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.651958926,0.009414965,-0.035611627,0.0037676550292099 + 1.96823941377156 - -1.95176058622844,0.954199402887978 + 2.01247052048215 - -1.90752947951785,"lambda=1,delta=1,kappa=ML",0.78166039263621 -/+ 1.49398011029302,-72.11070825,-71.53927968,Model_3l_AIC,Model_3l_AICc
percent_skeletal_eroding_band,dominance_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.292432994,0.050228446,0.007057012,0.0266381530806899 + 1.98469604902772 - -1.93530395097228,0.160817447227513 + 2.1551257375293 - -1.7648742624707,"lambda=1,delta=1,kappa=1",NA,-15.84902522,-15.27759665,,
percent_skeletal_eroding_band,dominance_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.414339854,0.030506103,-0.013561802,0.0190161976260797 + 1.98285554163877 - -1.93714445836123,0.171542887599711 + 1.98952295229482 - -1.93047704770518,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.43240291699442,-32.21579247,-31.6443639,,
percent_skeletal_eroding_band,dominance_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.316755816,0.045532401,0.002147511,0.0254786304974874 + 1.98487053096098 - -1.93512946903902,0.157958957210093 + 2.04788556005996 - -1.87211443994004,"lambda=l,delta=ML,kappa=1",3 -/+ 1.49936117488414,-21.4944337,-20.92300513,,
percent_skeletal_eroding_band,dominance_all,415583,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.530088865,0.018163291,-0.026465651,0.0180306208278993 + 1.98826322433616 - -1.93173677566384,0.16805372533054 + 2.08765600348312 - -1.83234399651688,"lambda=1,delta=1,kappa=ML",0.420943751164702 -/+ 1.14604518960874,-18.33377568,-17.76234711,Model_3l_AIC,Model_3l_AICc
