model_name	compartment	branch_length_transformation	AIC	AICc	estimated_parameter	parameter_value	R2	slope	intercept	x_trait_slope_95CI	x_trait_slope_stdev	p	x_trait	y_trait	best_model
BM	-	lambda=1 delta=1kappa=1	90.529748317299	91.529748317299	None	All parameters fixed	0.131834251374839	19.4242397689249	3.62160917634168	-7.67241141537328 - 46.5208909532232	13.8248220328052	0.1834568044084	growth_rate_mm_per_year	perc_dis	FALSE
BM_Lambda	-	lambda=ML delta=1kappa=1	88.7278056063748	89.7278056063748	lambda	lambda : 0.962843000180057 (95% CI  NA  -  NA )	0.0618112693469797	13.7389125322035	4.19658504553559	-15.3580750485346 - 42.8359001129417	14.8454018269072	0.371585148014189	growth_rate_mm_per_year	perc_dis	TRUE
BM_Kappa	-	lambda=1 delta=1kappa=ML	90.0462780512277	91.0462780512277	kappa	kappa : 0.801351158874789 (95% CI  0.177921982670346  -  NA )	0.0856904336439054	16.5046888278572	4.09794235402238	-12.8023673986173 - 45.8117450543317	14.9525797073849	0.289692068671553	growth_rate_mm_per_year	perc_dis	FALSE
BM_Delta	-	lambda=1 delta=MLkappa=1	90.529748317299	91.529748317299	delta	delta : 1 (95% CI  0.208000121826252  -  NA )	0.131834251374839	19.4242397689249	3.62160917634168	-7.67241141537328 - 46.5208909532232	13.8248220328052	0.1834568044084	growth_rate_mm_per_year	perc_dis	FALSE
