model_name	compartment	branch_length_transformation	AIC	AICc	estimated_parameter	parameter_value	R2	slope	intercept	x_trait_slope_95CI	x_trait_slope_stdev	p	x_trait	y_trait	best_model
BM	-	lambda=1 delta=1kappa=1	265.806233049099	266.113925356791	None	All parameters fixed	0.00296585657827666	-0.00721755391102351	3.78743884632773	-0.0482281474499335 - 0.0337930396278864	0.0209237722137296	0.731942879465135	skeleton_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	perc_dis	FALSE
BM_Lambda	-	lambda=ML delta=1kappa=1	246.872936426354	247.180628734046	lambda	lambda : 1e-06 (95% CI  NA  -  0.241383538958721 )	0.0341819934190149	-0.0305103953165616	3.82219113226262	-0.0807704395355964 - 0.0197496489024731	0.0256428797035891	0.241131819119371	skeleton_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	perc_dis	TRUE
BM_Kappa	-	lambda=1 delta=1kappa=ML	264.18193518887	264.489627496562	kappa	kappa : 0.60908904270759 (95% CI  0.0382255542137983  -  NA )	0.00326406585178624	-0.00891787749905972	3.79277072675798	-0.0572124337415494 - 0.03937667874343	0.024640079715556	0.719312621804058	skeleton_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	perc_dis	FALSE
BM_Delta	-	lambda=1 delta=MLkappa=1	265.806233049099	266.113925356791	delta	delta : 1 (95% CI  0.384107351762712  -  NA )	0.00296585657827666	-0.00721755391102351	3.78743884632773	-0.0482281474499335 - 0.0337930396278864	0.0209237722137296	0.731942879465135	skeleton_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	perc_dis	FALSE
