Reef_Name,Year,Sector,Country,Season,Group.Code,Trip.code,Benthic_Category,Genus,TotalCorals,Total_diseased_Lamb_et_al,Total_compromised_or_bleached_Lamb_et_al,TotalHealthy,White_syndrome_Lamb_et_al,Black_band_disease_Lamb_et_al,Brown_band_Lamb_et_al,Skeletal_eroding_band_Lamb_et_al,Growth_anomalies_Lamb_et_al,Atramentous_necrosis_Lamb_et_al,Region,Lat,Long,Impact,Growth,Family,Impact_binary
GK2,2013,KEPPELS,Australia,FALL,HC,CR,Acanthastrea,Acanthastrea,2,0,0,2,0,0,0,0,0,0,GBR,-23.1535,150.9766,BLUE,Encrusting,Lobophylliidae,1
H1,2013,KEPPELS,Australia,FALL,HC,CR,Acanthastrea,Acanthastrea,2,0,0,2,0,0,0,0,0,0,GBR,-23.1973,150.9731,GREEN,Encrusting,Lobophylliidae,0
MI2,2013,KEPPELS,Australia,FALL,HC,CR,Acanthastrea,Acanthastrea,1,0,0,1,0,0,0,0,0,0,GBR,-23.1551,150.9075,BLUE,Encrusting,Lobophylliidae,1
NK5,2013,KEPPELS,Australia,FALL,HC,CR,Acanthastrea,Acanthastrea,1,0,0,1,0,0,0,0,0,0,GBR,-23.082175,150.9116083,GREEN,Encrusting,Lobophylliidae,0
NK8,2013,KEPPELS,Australia,FALL,HC,CR,Acanthastrea,Acanthastrea,1,0,0,1,0,0,0,0,0,0,GBR,-23.05151667,150.8864111,BLUE,Encrusting,Lobophylliidae,1
Agincourt 1,2009,P DOUGLAS,Australia,WINTER,HC,BP,Acanthastrea,Acanthastrea,2,0,0,2,0,0,0,0,0,0,GBR,-16.0567,145.8667,Control,Encrusting,Lobophylliidae,0
Agincourt 4,2009,P DOUGLAS,Australia,WINTER,HC,BP,Acanthastrea,Acanthastrea,3,0,0,3,0,0,0,0,0,0,GBR,-15.9701,145.8201,Control,Encrusting,Lobophylliidae,0
Rudder Reef,2009,P DOUGLAS,Australia,WINTER,HC,BP,Acanthastrea,Acanthastrea,1,0,0,1,0,0,0,0,0,0,GBR,-16.198725,145.68145280000002,Control,Encrusting,Lobophylliidae,0
C1,2012,PALMS,Australia,SUMMER,HC,CH,Acanthastrea,Acanthastrea,2,0,0,2,0,0,0,0,0,0,GBR,-18.6786,146.5518,GREEN,Encrusting,Lobophylliidae,0
C2,2012,PALMS,Australia,SUMMER,HC,CH,Acanthastrea,Acanthastrea,1,0,0,1,0,0,0,0,0,0,GBR,-18.6712,146.5496,GREEN,Encrusting,Lobophylliidae,0
C3,2012,PALMS,Australia,SUMMER,HC,CH,Acanthastrea,Acanthastrea,4,0,0,4,0,0,0,0,0,0,GBR,-18.6749,146.54399999999998,GREEN,Encrusting,Lobophylliidae,0
C4,2012,PALMS,Australia,SUMMER,HC,CH,Acanthastrea,Acanthastrea,2,0,2,0,0,0,0,0,0,0,GBR,-18.6536,146.5415,BLUE,Encrusting,Lobophylliidae,1
OE3,2012,PALMS,Australia,SUMMER,HC,CH,Acanthastrea,Acanthastrea,2,0,1,1,0,0,0,0,0,0,GBR,-18.6256,146.503,GREEN,Encrusting,Lobophylliidae,0
OE6,2012,PALMS,Australia,SUMMER,HC,CH,Acanthastrea,Acanthastrea,2,0,1,1,0,0,0,0,0,0,GBR,-18.5841,146.4915,GREEN,Encrusting,Lobophylliidae,0
OS2,2012,PALMS,Australia,SUMMER,HC,CH,Acanthastrea,Acanthastrea,5,0,0,5,0,0,0,0,0,0,GBR,-18.5906,146.4835,GREEN,Encrusting,Lobophylliidae,0
OS3,2012,PALMS,Australia,SUMMER,HC,CH,Acanthastrea,Acanthastrea,6,0,0,6,0,0,0,0,0,0,GBR,-18.5754,146.4751,GREEN,Encrusting,Lobophylliidae,0
OS5,2012,PALMS,Australia,SUMMER,HC,CH,Acanthastrea,Acanthastrea,6,0,2,4,0,0,0,0,0,0,GBR,-18.5682,146.4754,GREEN,Encrusting,Lobophylliidae,0
PE1,2012,PALMS,Australia,SUMMER,HC,CH,Acanthastrea,Acanthastrea,1,0,0,1,0,0,0,0,0,0,GBR,-18.5925,146.4897,BLUE,Encrusting,Lobophylliidae,1
PE2,2012,PALMS,Australia,SUMMER,HC,CH,Acanthastrea,Acanthastrea,2,0,0,2,0,0,0,0,0,0,GBR,-18.5547,146.5009,BLUE,Encrusting,Lobophylliidae,1
PE3,2012,PALMS,Australia,SUMMER,HC,CH,Acanthastrea,Acanthastrea,6,0,1,5,0,0,0,0,0,0,GBR,-18.5547,146.5022,BLUE,Encrusting,Lobophylliidae,1
PE4,2012,PALMS,Australia,SUMMER,HC,CH,Acanthastrea,Acanthastrea,1,0,0,1,0,0,0,0,0,0,GBR,-18.5505,146.5021,BLUE,Encrusting,Lobophylliidae,1
PE5,2012,PALMS,Australia,SUMMER,HC,CH,Acanthastrea,Acanthastrea,3,0,1,2,0,0,0,0,0,0,GBR,-18.5401,146.5011,BLUE,Encrusting,Lobophylliidae,1
PS1,2012,PALMS,Australia,SUMMER,HC,CH,Acanthastrea,Acanthastrea,2,0,0,2,0,0,0,0,0,0,GBR,-18.5573,146.4867,BLUE,Encrusting,Lobophylliidae,1
PS5,2012,PALMS,Australia,SUMMER,HC,CH,Acanthastrea,Acanthastrea,2,0,0,2,0,0,0,0,0,0,GBR,-18.5379,146.4859,BLUE,Encrusting,Lobophylliidae,1
14 Veranus,2011,WA,Australia,SUMMER,HC,CG,Acanthastrea,Acanthastrea,5,0,0,5,0,0,0,0,0,0,Western Australia,-20.6285,115.5834,Low,Encrusting,Lobophylliidae,0
28 East Dugong,2011,WA,Australia,SUMMER,HC,CG,Acanthastrea,Acanthastrea,1,0,0,1,0,0,0,0,0,0,Western Australia,-20.9077,115.4627,Moderate,Encrusting,Lobophylliidae,1
32 LNG3,2011,WA,Australia,SUMMER,HC,CG,Acanthastrea,Acanthastrea,1,0,0,1,0,0,0,0,0,0,Western Australia,-20.8603,115.4916,High,Encrusting,Lobophylliidae,1
B4,2012,WH,Australia,SUMMER,HC,CN,Acanthastrea,Acanthastrea,7,0,2,5,0,0,0,0,0,0,GBR,-20.160999999999998,149.0396,GREEN,Encrusting,Lobophylliidae,0
B6,2012,WH,Australia,SUMMER,HC,CN,Acanthastrea,Acanthastrea,4,0,0,4,0,0,0,0,0,0,GBR,-20.1558,149.0264,GREEN,Encrusting,Lobophylliidae,0
BL1,2012,WH,Australia,SUMMER,HC,CN,Acanthastrea,Acanthastrea,2,0,0,2,0,0,0,0,0,0,GBR,-20.0781,148.8945,GREEN,Encrusting,Lobophylliidae,0
BL2,2012,WH,Australia,SUMMER,HC,CN,Acanthastrea,Acanthastrea,1,0,0,1,0,0,0,0,0,0,GBR,-20.0782,148.8903,GREEN,Encrusting,Lobophylliidae,0
D1,2012,WH,Australia,SUMMER,HC,CN,Acanthastrea,Acanthastrea,1,0,0,1,0,0,0,0,0,0,GBR,-20.1554,149.0715,YELLOW,Encrusting,Lobophylliidae,1
DU1,2012,WH,Australia,SUMMER,HC,CN,Acanthastrea,Acanthastrea,1,0,0,1,0,0,0,0,0,0,GBR,-20.1723,149.0074,GREEN,Encrusting,Lobophylliidae,0
DU2,2012,WH,Australia,SUMMER,HC,CN,Acanthastrea,Acanthastrea,0,0,0,0,0,0,0,0,0,0,GBR,-20.1752,149.0096,GREEN,Encrusting,Lobophylliidae,0
E1,2012,WH,Australia,SUMMER,HC,CN,Acanthastrea,Acanthastrea,1,0,0,1,0,0,0,0,0,0,GBR,-20.2315,149.0425,GREEN,Encrusting,Lobophylliidae,0
HB2,2012,WH,Australia,SUMMER,HC,CN,Acanthastrea,Acanthastrea,6,0,0,6,0,0,0,0,0,0,GBR,-20.1305,148.9461,BLUE,Encrusting,Lobophylliidae,1
HB4,2012,WH,Australia,SUMMER,HC,CN,Acanthastrea,Acanthastrea,5,0,0,5,0,0,0,0,0,0,GBR,-20.0871,148.9525,BLUE,Encrusting,Lobophylliidae,1
HE3,2012,WH,Australia,SUMMER,HC,CN,Acanthastrea,Acanthastrea,1,0,0,1,0,0,0,0,0,0,GBR,-20.0413,148.8894,YELLOW,Encrusting,Lobophylliidae,1
HG1,2012,WH,Australia,SUMMER,HC,CN,Acanthastrea,Acanthastrea,1,0,0,1,0,0,0,0,0,0,GBR,-20.0604,148.9569,GREEN,Encrusting,Lobophylliidae,0
HG4,2012,WH,Australia,SUMMER,HC,CN,Acanthastrea,Acanthastrea,1,0,0,1,0,0,0,0,0,0,GBR,-20.0664,148.9399,GREEN,Encrusting,Lobophylliidae,0
HG7,2012,WH,Australia,SUMMER,HC,CN,Acanthastrea,Acanthastrea,1,0,0,1,0,0,0,0,0,0,GBR,-20.0608,148.9617,GREEN,Encrusting,Lobophylliidae,0
HW1,2012,WH,Australia,SUMMER,HC,CN,Acanthastrea,Acanthastrea,3,0,0,3,0,0,0,0,0,0,GBR,-20.0404,148.881,GREEN,Encrusting,Lobophylliidae,0
W1,2012,WH,Australia,SUMMER,HC,CN,Acanthastrea,Acanthastrea,4,0,0,4,0,0,0,0,0,0,GBR,-20.1548,148.9643,BLUE,Encrusting,Lobophylliidae,1
Bait Reef,2009,WHITSUNDAYS,Australia,WINTER,HC,BO,Acanthastrea,Acanthastrea,2,0,0,2,0,0,0,0,0,0,GBR,-19.8111,149.0637,Control,Encrusting,Lobophylliidae,0
Hardy Reef,2009,WHITSUNDAYS,Australia,WINTER,HC,BO,Acanthastrea,Acanthastrea,1,0,0,1,0,0,0,0,0,0,GBR,-19.7425,149.1826,Pontoon,Encrusting,Lobophylliidae,1
Flynn Reef,2009,CAIRNS,Australia,WINTER,HC,BN,ACBush,Acropora,26,0,0,26,0,0,0,0,0,0,GBR,-16.7879,146.2679,Control,Branching,Acroporiidae,0
Flynn Reef,2009,CAIRNS,Australia,WINTER,HC,BN,ACBush,Acropora,15,0,0,15,0,0,0,0,0,0,GBR,-16.7879,146.2679,Control,Branching,Acroporiidae,0
Milln Reef,2009,CAIRNS,Australia,WINTER,HC,BN,ACBush,Acropora,8,0,0,8,0,0,0,0,0,0,GBR,-16.7298,146.2677,Control,Branching,Acroporiidae,0
Moore Reef Sunlovers,2009,CAIRNS,Australia,WINTER,HC,BN,ACBush,Acropora,93,4,3,86,4,0,0,0,0,0,GBR,-16.8883,146.1922,Pontoon,Branching,Acroporiidae,1
Norman Reef,2009,CAIRNS,Australia,WINTER,HC,BN,ACBush,Acropora,191,0,0,191,0,0,0,0,0,0,GBR,-16.4254,145.9914,Pontoon,Branching,Acroporiidae,1
GK1,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,23,1,2,20,1,0,0,0,0,0,GBR,-23.1489,150.9745,BLUE,Branching,Acroporiidae,1
GK2,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,6,0,0,6,0,0,0,0,0,0,GBR,-23.1535,150.9766,BLUE,Branching,Acroporiidae,1
GK3,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,1,0,0,1,0,0,0,0,0,0,GBR,-23.1766,150.9894,BLUE,Branching,Acroporiidae,1
GK4,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,11,0,0,11,0,0,0,0,0,0,GBR,-23.1817,150.9915,BLUE,Branching,Acroporiidae,1
GK5,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,3,0,2,1,0,0,0,0,0,0,GBR,-23.19,150.9829,GREEN,Branching,Acroporiidae,0
GK6,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,6,0,0,6,0,0,0,0,0,0,GBR,-23.1869,150.9749,GREEN,Branching,Acroporiidae,0
GK7,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,22,0,2,20,0,0,0,0,0,0,GBR,-23.1911,150.9637,BLUE,Branching,Acroporiidae,1
GK8,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,52,0,4,48,0,0,0,0,0,0,GBR,-23.176,150.9832,BLUE,Branching,Acroporiidae,1
GK9,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,15,0,2,13,0,0,0,0,0,0,GBR,-23.1959,150.9367,GREEN,Branching,Acroporiidae,0
H1,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,21,0,1,20,0,0,0,0,0,0,GBR,-23.1973,150.9731,GREEN,Branching,Acroporiidae,0
H2,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,20,0,0,20,0,0,0,0,0,0,GBR,-23.2007,150.9732,GREEN,Branching,Acroporiidae,0
H3,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,5,0,1,4,0,0,0,0,0,0,GBR,-23.201,150.9658,BLUE,Branching,Acroporiidae,1
M1,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,2,0,2,0,0,0,0,0,0,0,GBR,-23.1715,150.9236,GREEN,Branching,Acroporiidae,0
M2,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,64,0,7,57,0,0,0,0,0,0,GBR,-23.1695,150.9172,GREEN,Branching,Acroporiidae,0
M3,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,11,2,1,8,0,1,0,1,0,0,GBR,-23.1551,150.9213,GREEN,Branching,Acroporiidae,0
M4,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,11,2,0,9,0,0,0,2,0,0,GBR,-23.1677,150.9255,GREEN,Branching,Acroporiidae,0
MI2,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,8,0,0,8,0,0,0,0,0,0,GBR,-23.1551,150.9075,BLUE,Branching,Acroporiidae,1
NK1,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,36,1,17,18,1,0,0,0,0,0,GBR,-23.0799,150.8837,GREEN,Branching,Acroporiidae,0
NK3,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,30,0,15,15,0,0,0,0,0,0,GBR,-23.087,150.8922,BLUE,Branching,Acroporiidae,1
NK5,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,3,0,0,3,0,0,0,0,0,0,GBR,-23.082175,150.9116083,GREEN,Branching,Acroporiidae,0
NK8,2013,KEPPELS,Australia,FALL,HC,CR,ACBush,Acropora,5,0,2,3,0,0,0,0,0,0,GBR,-23.05151667,150.8864111,BLUE,Branching,Acroporiidae,1
Agincourt 1,2009,P DOUGLAS,Australia,WINTER,HC,BP,ACBush,Acropora,7,0,0,7,0,0,0,0,0,0,GBR,-16.0567,145.8667,Control,Branching,Acroporiidae,0
Agincourt 4,2009,P DOUGLAS,Australia,WINTER,HC,BP,ACBush,Acropora,125,1,2,122,0,0,0,1,0,0,GBR,-15.9701,145.8201,Control,Branching,Acroporiidae,0
Rudder Reef,2009,P DOUGLAS,Australia,WINTER,HC,BP,ACBush,Acropora,24,0,0,24,0,0,0,0,0,0,GBR,-16.198725,145.68145280000002,Control,Branching,Acroporiidae,0
Rudder Reef,2009,P DOUGLAS,Australia,WINTER,HC,BP,ACBush,Acropora,30,0,0,30,0,0,0,0,0,0,GBR,-16.198725,145.68145280000002,Control,Branching,Acroporiidae,0
C1,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,14,0,1,13,0,0,0,0,0,0,GBR,-18.6786,146.5518,GREEN,Branching,Acroporiidae,0
C2,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,8,0,0,8,0,0,0,0,0,0,GBR,-18.6712,146.5496,GREEN,Branching,Acroporiidae,0
C3,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,2,0,0,2,0,0,0,0,0,0,GBR,-18.6749,146.54399999999998,GREEN,Branching,Acroporiidae,0
C4,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,4,1,1,2,0,0,0,1,0,0,GBR,-18.6536,146.5415,BLUE,Branching,Acroporiidae,1
C6,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,5,0,2,3,0,0,0,0,0,0,GBR,-18.6858,146.5607,BLUE,Branching,Acroporiidae,1
OE3,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,0,0,0,0,0,0,0,0,0,0,GBR,-18.6256,146.503,GREEN,Branching,Acroporiidae,0
OE4,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,1,0,0,1,0,0,0,0,0,0,GBR,-18.6028,146.5016,GREEN,Branching,Acroporiidae,0
OE5,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,1,0,1,0,0,0,0,0,0,0,GBR,-18.5917,146.5003,GREEN,Branching,Acroporiidae,0
OE6,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,7,0,2,5,0,0,0,0,0,0,GBR,-18.5841,146.4915,GREEN,Branching,Acroporiidae,0
OS1,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,3,0,0,3,0,0,0,0,0,0,GBR,-18.6026,146.4853,GREEN,Branching,Acroporiidae,0
OS2,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,5,0,1,4,0,0,0,0,0,0,GBR,-18.5906,146.4835,GREEN,Branching,Acroporiidae,0
OS3,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,2,0,0,2,0,0,0,0,0,0,GBR,-18.5754,146.4751,GREEN,Branching,Acroporiidae,0
OS6,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,1,0,1,0,0,0,0,0,0,0,GBR,-18.5592,146.4913,GREEN,Branching,Acroporiidae,0
PE1,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,6,0,1,5,0,0,0,0,0,0,GBR,-18.5925,146.4897,BLUE,Branching,Acroporiidae,1
PE2,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,0,0,0,0,0,0,0,0,0,0,GBR,-18.5547,146.5009,BLUE,Branching,Acroporiidae,1
PE3,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,5,0,2,3,0,0,0,0,0,0,GBR,-18.5547,146.5022,BLUE,Branching,Acroporiidae,1
PE4,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,0,0,0,0,0,0,0,0,0,0,GBR,-18.5505,146.5021,BLUE,Branching,Acroporiidae,1
PE5,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,0,0,0,0,0,0,0,0,0,0,GBR,-18.5401,146.5011,BLUE,Branching,Acroporiidae,1
PE6,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,6,1,2,3,0,0,0,1,0,0,GBR,-18.5381,146.4924,BLUE,Branching,Acroporiidae,1
PS1,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,25,2,2,21,0,0,0,2,0,0,GBR,-18.5573,146.4867,BLUE,Branching,Acroporiidae,1
PS2,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,16,1,3,12,0,0,0,1,0,0,GBR,-18.5528,146.4857,BLUE,Branching,Acroporiidae,1
PS5,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,11,0,1,10,0,0,0,0,0,0,GBR,-18.5379,146.4859,BLUE,Branching,Acroporiidae,1
PS6,2012,PALMS,Australia,SUMMER,HC,CH,ACBush,Acropora,5,0,0,5,0,0,0,0,0,0,GBR,-18.5366,146.487,BLUE,Branching,Acroporiidae,1
14 Veranus,2011,WA,Australia,SUMMER,HC,CG,ACBush,Acropora,23,1,2,20,1,0,0,0,0,0,Western Australia,-20.6285,115.5834,Low,Branching,Acroporiidae,0
18 Southern Lowendale,2011,WA,Australia,SUMMER,HC,CG,ACBush,Acropora,3,0,0,3,0,0,0,0,0,0,Western Australia,-20.7861,115.5067,Moderate,Branching,Acroporiidae,1
19 Wannich,2011,WA,Australia,SUMMER,HC,CG,ACBush,Acropora,180,5,16,159,0,0,0,5,0,0,Western Australia,-20.5097,115.4779,Low,Branching,Acroporiidae,0
20 Dugong,2011,WA,Australia,SUMMER,HC,CG,ACBush,Acropora,16,0,4,12,0,0,0,0,0,0,Western Australia,-20.9019,115.4623,Moderate,Branching,Acroporiidae,1
28 East Dugong,2011,WA,Australia,SUMMER,HC,CG,ACBush,Acropora,7,0,3,4,0,0,0,0,0,0,Western Australia,-20.9077,115.4627,Moderate,Branching,Acroporiidae,1
32 LNG3,2011,WA,Australia,SUMMER,HC,CG,ACBush,Acropora,6,0,0,6,0,0,0,0,0,0,Western Australia,-20.8603,115.4916,High,Branching,Acroporiidae,1
6 Balfort Point,2011,WA,Australia,SUMMER,HC,CG,ACBush,Acropora,116,2,18,96,0,0,0,2,0,0,Western Australia,-20.4051,115.5819,Low,Branching,Acroporiidae,0
8 Stephenson's Point,2011,WA,Australia,SUMMER,HC,CG,ACBush,Acropora,43,0,7,36,0,0,0,0,0,0,Western Australia,-20.4659,115.5473,Low,Branching,Acroporiidae,0
B1,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,5,0,0,5,0,0,0,0,0,0,GBR,-20.1616,149.0205,GREEN,Branching,Acroporiidae,0
B2,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,0,0,0,0,0,0,0,0,0,0,GBR,-20.1818,149.0363,GREEN,Branching,Acroporiidae,0
B3,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,0,0,0,0,0,0,0,0,0,0,GBR,-20.1789,149.0409,GREEN,Branching,Acroporiidae,0
B6,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,8,0,0,8,0,0,0,0,0,0,GBR,-20.1558,149.0264,GREEN,Branching,Acroporiidae,0
BL1,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,5,0,0,5,0,0,0,0,0,0,GBR,-20.0781,148.8945,GREEN,Branching,Acroporiidae,0
BL2,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,3,0,0,3,0,0,0,0,0,0,GBR,-20.0782,148.8903,GREEN,Branching,Acroporiidae,0
D1,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,1,0,0,1,0,0,0,0,0,0,GBR,-20.1554,149.0715,YELLOW,Branching,Acroporiidae,1
DU1,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,75,0,4,71,0,0,0,0,0,0,GBR,-20.1723,149.0074,GREEN,Branching,Acroporiidae,0
DU2,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,3,0,1,2,0,0,0,0,0,0,GBR,-20.1752,149.0096,GREEN,Branching,Acroporiidae,0
E1,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,1,0,0,1,0,0,0,0,0,0,GBR,-20.2315,149.0425,GREEN,Branching,Acroporiidae,0
HB1,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,5,0,0,5,0,0,0,0,0,0,GBR,-20.1439,148.9461,BLUE,Branching,Acroporiidae,1
HB2,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,4,0,1,3,0,0,0,0,0,0,GBR,-20.1305,148.9461,BLUE,Branching,Acroporiidae,1
HB3,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,3,1,0,2,0,0,0,1,0,0,GBR,-20.0918,148.9516,BLUE,Branching,Acroporiidae,1
HB4,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,1,0,0,1,0,0,0,0,0,0,GBR,-20.0871,148.9525,BLUE,Branching,Acroporiidae,1
HB5,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,59,6,5,48,0,0,2,4,0,0,GBR,-20.0702,148.9613,BLUE,Branching,Acroporiidae,1
HB7,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,381,52,57,271,0,4,1,47,0,0,GBR,-20.0922,148.9553,BLUE,Branching,Acroporiidae,1
HE1,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,127,8,26,93,1,3,0,4,0,0,GBR,-20.058,148.9005,YELLOW,Branching,Acroporiidae,1
HE2,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,48,3,0,45,0,0,0,3,0,0,GBR,-20.0536,148.899,YELLOW,Branching,Acroporiidae,1
HE3,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,109,11,22,76,0,3,1,7,0,0,GBR,-20.0413,148.8894,YELLOW,Branching,Acroporiidae,1
HG1,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,5,0,0,5,0,0,0,0,0,0,GBR,-20.0604,148.9569,GREEN,Branching,Acroporiidae,0
HG2,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,12,1,2,9,1,0,0,0,0,0,GBR,-20.0625,148.9528,GREEN,Branching,Acroporiidae,0
HG3,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,131,1,24,106,0,0,0,1,0,0,GBR,-20.0639,148.9455,GREEN,Branching,Acroporiidae,0
HG4,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,2,0,0,2,0,0,0,0,0,0,GBR,-20.0664,148.9399,GREEN,Branching,Acroporiidae,0
HG5,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,40,1,7,32,0,0,1,0,0,0,GBR,-20.0688,148.9358,GREEN,Branching,Acroporiidae,0
HG7,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,4,0,0,4,0,0,0,0,0,0,GBR,-20.0608,148.9617,GREEN,Branching,Acroporiidae,0
HW1,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,5,0,0,5,0,0,0,0,0,0,GBR,-20.0404,148.881,GREEN,Branching,Acroporiidae,0
HW2,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,2,0,0,2,0,0,0,0,0,0,GBR,-20.0466,148.8807,GREEN,Branching,Acroporiidae,0
HW3,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,5,0,0,5,0,0,0,0,0,0,GBR,-20.0507,148.8785,GREEN,Branching,Acroporiidae,0
HY1,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,17,1,2,14,0,0,0,1,0,0,GBR,-20.0642,148.9152,YELLOW,Branching,Acroporiidae,1
HY2,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,257,16,33,208,2,1,0,13,0,0,GBR,-20.0684,148.9062,YELLOW,Branching,Acroporiidae,1
HY3,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,3,0,1,2,0,0,0,0,0,0,GBR,-20.0754,148.9014,YELLOW,Branching,Acroporiidae,1
L1,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,2,0,0,2,0,0,0,0,0,0,GBR,-20.0778,148.8742,GREEN,Branching,Acroporiidae,0
W1,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,123,5,15,103,0,0,0,5,0,0,GBR,-20.1548,148.9643,BLUE,Branching,Acroporiidae,1
W2,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,1,0,0,1,0,0,0,0,0,0,GBR,-20.1748,148.9759,BLUE,Branching,Acroporiidae,1
W3,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,1,0,0,1,0,0,0,0,0,0,GBR,-20.1892,148.984,BLUE,Branching,Acroporiidae,1
W4,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,0,0,0,0,0,0,0,0,0,0,GBR,-20.2027,148.9914,BLUE,Branching,Acroporiidae,1
W5,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,0,0,0,0,0,0,0,0,0,0,GBR,-20.2179,148.9948,BLUE,Branching,Acroporiidae,1
W8,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,4,0,1,3,0,0,0,0,0,0,GBR,-20.185,148.982,BLUE,Branching,Acroporiidae,1
W9,2012,WH,Australia,SUMMER,HC,CN,ACBush,Acropora,10,0,0,10,0,0,0,0,0,0,GBR,-20.1817,148.9781,BLUE,Branching,Acroporiidae,1
