Reef_Name,Year,Sector,Country,Season,Group.Code,Trip.code,Benthic_Category,Genus,TotalCorals,Total_diseased_Lamb_et_al,Total_compromised_or_bleached_Lamb_et_al,TotalHealthy,White_syndrome_Lamb_et_al,Black_band_disease_Lamb_et_al,Brown_band_Lamb_et_al,Skeletal_eroding_band_Lamb_et_al,Growth_anomalies_Lamb_et_al,Atramentous_necrosis_Lamb_et_al,Region,Lat,Long,Impact,Growth,Family,Impact_binary
Moore Reef Sunlovers,2009,CAIRNS,Australia,WINTER,HC,BN,ACX,Acropora,96,0,0,96,0,0,0,0,0,0,GBR,-16.8883,146.1922,Pontoon,Branching,Acroporiidae,1
Norman Reef,2009,CAIRNS,Australia,WINTER,HC,BN,ACX,Acropora,16,0,0,16,0,0,0,0,0,0,GBR,-16.4254,145.9914,Pontoon,Branching,Acroporiidae,1
H2,2013,KEPPELS,Australia,FALL,HC,CR,ACX,Acropora,1,0,0,1,0,0,0,0,0,0,GBR,-23.2007,150.9732,GREEN,Branching,Acroporiidae,0
NK5,2013,KEPPELS,Australia,FALL,HC,CR,ACX,Acropora,1,0,0,1,0,0,0,0,0,0,GBR,-23.082175,150.9116083,GREEN,Branching,Acroporiidae,0
Agincourt 4,2009,P DOUGLAS,Australia,WINTER,HC,BP,ACX,Acropora,40,1,1,38,0,0,1,0,0,0,GBR,-15.9701,145.8201,Control,Branching,Acroporiidae,0
Rudder Reef,2009,P DOUGLAS,Australia,WINTER,HC,BP,ACX,Acropora,4,0,2,2,0,0,0,0,0,0,GBR,-16.198725,145.68145280000002,Control,Branching,Acroporiidae,0
Rudder Reef,2009,P DOUGLAS,Australia,WINTER,HC,BP,ACX,Acropora,7,0,0,7,0,0,0,0,0,0,GBR,-16.198725,145.68145280000002,Control,Branching,Acroporiidae,0
C1,2012,PALMS,Australia,SUMMER,HC,CH,ACX,Acropora,1,0,0,1,0,0,0,0,0,0,GBR,-18.6786,146.5518,GREEN,Branching,Acroporiidae,0
C2,2012,PALMS,Australia,SUMMER,HC,CH,ACX,Acropora,1,0,0,1,0,0,0,0,0,0,GBR,-18.6712,146.5496,GREEN,Branching,Acroporiidae,0
OS5,2012,PALMS,Australia,SUMMER,HC,CH,ACX,Acropora,1,0,1,0,0,0,0,0,0,0,GBR,-18.5682,146.4754,GREEN,Branching,Acroporiidae,0
PE3,2012,PALMS,Australia,SUMMER,HC,CH,ACX,Acropora,0,0,0,0,0,0,0,0,0,0,GBR,-18.5547,146.5022,BLUE,Branching,Acroporiidae,1
B6,2012,WH,Australia,SUMMER,HC,CN,ACX,Acropora,2,0,0,2,0,0,0,0,0,0,GBR,-20.1558,149.0264,GREEN,Branching,Acroporiidae,0
BL1,2012,WH,Australia,SUMMER,HC,CN,ACX,Acropora,1,0,0,1,0,0,0,0,0,0,GBR,-20.0781,148.8945,GREEN,Branching,Acroporiidae,0
DU1,2012,WH,Australia,SUMMER,HC,CN,ACX,Acropora,2,0,0,2,0,0,0,0,0,0,GBR,-20.1723,149.0074,GREEN,Branching,Acroporiidae,0
HB7,2012,WH,Australia,SUMMER,HC,CN,ACX,Acropora,0,0,0,0,0,0,0,0,0,0,GBR,-20.0922,148.9553,BLUE,Branching,Acroporiidae,1
HE2,2012,WH,Australia,SUMMER,HC,CN,ACX,Acropora,1,0,0,1,0,0,0,0,0,0,GBR,-20.0536,148.899,YELLOW,Branching,Acroporiidae,1
HG2,2012,WH,Australia,SUMMER,HC,CN,ACX,Acropora,0,0,0,0,0,0,0,0,0,0,GBR,-20.0625,148.9528,GREEN,Branching,Acroporiidae,0
W2,2012,WH,Australia,SUMMER,HC,CN,ACX,Acropora,1,0,0,1,0,0,0,0,0,0,GBR,-20.1748,148.9759,BLUE,Branching,Acroporiidae,1
W3,2012,WH,Australia,SUMMER,HC,CN,ACX,Acropora,1,0,0,1,0,0,0,0,0,0,GBR,-20.1892,148.984,BLUE,Branching,Acroporiidae,1
Bait Reef,2009,WHITSUNDAYS,Australia,WINTER,HC,BO,ACX,Acropora,4,0,0,4,0,0,0,0,0,0,GBR,-19.8111,149.0637,Control,Branching,Acroporiidae,0
Knuckle Reef,2009,WHITSUNDAYS,Australia,WINTER,HC,BO,ACX,Acropora,1,0,0,1,0,0,0,0,0,0,GBR,-19.5536,149.2704,Pontoon,Branching,Acroporiidae,1
Flynn Reef,2009,CAIRNS,Australia,WINTER,HC,BN,Alveopora,Alveopora,3,0,0,3,0,0,0,0,0,0,GBR,-16.7879,146.2679,Control,Massive,Poritidae,0
Flynn Reef,2009,CAIRNS,Australia,WINTER,HC,BN,Alveopora,Alveopora,6,0,0,6,0,0,0,0,0,0,GBR,-16.7879,146.2679,Control,Massive,Poritidae,0
Milln Reef,2009,CAIRNS,Australia,WINTER,HC,BN,Alveopora,Alveopora,1,0,0,1,0,0,0,0,0,0,GBR,-16.7298,146.2677,Control,Massive,Poritidae,0
Moore Reef Sunlovers,2009,CAIRNS,Australia,WINTER,HC,BN,Alveopora,Alveopora,7,0,0,7,0,0,0,0,0,0,GBR,-16.8883,146.1922,Pontoon,Massive,Poritidae,1
Norman Reef,2009,CAIRNS,Australia,WINTER,HC,BN,Alveopora,Alveopora,2,0,0,2,0,0,0,0,0,0,GBR,-16.4254,145.9914,Pontoon,Massive,Poritidae,1
GK4,2013,KEPPELS,Australia,FALL,HC,CR,Alveopora,Alveopora,6,0,0,6,0,0,0,0,0,0,GBR,-23.1817,150.9915,BLUE,Massive,Poritidae,1
Agincourt 4,2009,P DOUGLAS,Australia,WINTER,HC,BP,Alveopora,Alveopora,6,0,0,6,0,0,0,0,0,0,GBR,-15.9701,145.8201,Control,Massive,Poritidae,0
Rudder Reef,2009,P DOUGLAS,Australia,WINTER,HC,BP,Alveopora,Alveopora,3,0,0,3,0,0,0,0,0,0,GBR,-16.198725,145.68145280000002,Control,Massive,Poritidae,0
Rudder Reef,2009,P DOUGLAS,Australia,WINTER,HC,BP,Alveopora,Alveopora,14,0,0,14,0,0,0,0,0,0,GBR,-16.198725,145.68145280000002,Control,Massive,Poritidae,0
C1,2012,PALMS,Australia,SUMMER,HC,CH,Alveopora,Alveopora,10,0,0,10,0,0,0,0,0,0,GBR,-18.6786,146.5518,GREEN,Massive,Poritidae,0
C3,2012,PALMS,Australia,SUMMER,HC,CH,Alveopora,Alveopora,3,0,0,3,0,0,0,0,0,0,GBR,-18.6749,146.54399999999998,GREEN,Massive,Poritidae,0
C6,2012,PALMS,Australia,SUMMER,HC,CH,Alveopora,Alveopora,1,0,0,1,0,0,0,0,0,0,GBR,-18.6858,146.5607,BLUE,Massive,Poritidae,1
OE6,2012,PALMS,Australia,SUMMER,HC,CH,Alveopora,Alveopora,1,0,0,1,0,0,0,0,0,0,GBR,-18.5841,146.4915,GREEN,Massive,Poritidae,0
OS1,2012,PALMS,Australia,SUMMER,HC,CH,Alveopora,Alveopora,1,0,0,1,0,0,0,0,0,0,GBR,-18.6026,146.4853,GREEN,Massive,Poritidae,0
OS5,2012,PALMS,Australia,SUMMER,HC,CH,Alveopora,Alveopora,15,0,0,15,0,0,0,0,0,0,GBR,-18.5682,146.4754,GREEN,Massive,Poritidae,0
OS6,2012,PALMS,Australia,SUMMER,HC,CH,Alveopora,Alveopora,1,0,0,1,0,0,0,0,0,0,GBR,-18.5592,146.4913,GREEN,Massive,Poritidae,0
PE2,2012,PALMS,Australia,SUMMER,HC,CH,Alveopora,Alveopora,1,0,0,1,0,0,0,0,0,0,GBR,-18.5547,146.5009,BLUE,Massive,Poritidae,1
PS1,2012,PALMS,Australia,SUMMER,HC,CH,Alveopora,Alveopora,1,0,0,1,0,0,0,0,0,0,GBR,-18.5573,146.4867,BLUE,Massive,Poritidae,1
14 Veranus,2011,WA,Australia,SUMMER,HC,CG,Alveopora,Alveopora,1,0,0,1,0,0,0,0,0,0,Western Australia,-20.6285,115.5834,Low,Massive,Poritidae,0
20 Dugong,2011,WA,Australia,SUMMER,HC,CG,Alveopora,Alveopora,4,1,0,3,0,0,0,1,0,0,Western Australia,-20.9019,115.4623,Moderate,Massive,Poritidae,1
28 East Dugong,2011,WA,Australia,SUMMER,HC,CG,Alveopora,Alveopora,4,0,0,4,0,0,0,0,0,0,Western Australia,-20.9077,115.4627,Moderate,Massive,Poritidae,1
B2,2012,WH,Australia,SUMMER,HC,CN,Alveopora,Alveopora,1,0,0,1,0,0,0,0,0,0,GBR,-20.1818,149.0363,GREEN,Massive,Poritidae,0
B6,2012,WH,Australia,SUMMER,HC,CN,Alveopora,Alveopora,16,0,1,15,0,0,0,0,0,0,GBR,-20.1558,149.0264,GREEN,Massive,Poritidae,0
BL1,2012,WH,Australia,SUMMER,HC,CN,Alveopora,Alveopora,2,0,0,2,0,0,0,0,0,0,GBR,-20.0781,148.8945,GREEN,Massive,Poritidae,0
BL2,2012,WH,Australia,SUMMER,HC,CN,Alveopora,Alveopora,52,0,0,52,0,0,0,0,0,0,GBR,-20.0782,148.8903,GREEN,Massive,Poritidae,0
D1,2012,WH,Australia,SUMMER,HC,CN,Alveopora,Alveopora,5,0,0,5,0,0,0,0,0,0,GBR,-20.1554,149.0715,YELLOW,Massive,Poritidae,1
DU2,2012,WH,Australia,SUMMER,HC,CN,Alveopora,Alveopora,2,0,1,1,0,0,0,0,0,0,GBR,-20.1752,149.0096,GREEN,Massive,Poritidae,0
HB3,2012,WH,Australia,SUMMER,HC,CN,Alveopora,Alveopora,12,0,0,12,0,0,0,0,0,0,GBR,-20.0918,148.9516,BLUE,Massive,Poritidae,1
HB5,2012,WH,Australia,SUMMER,HC,CN,Alveopora,Alveopora,2,1,0,1,1,0,0,0,0,0,GBR,-20.0702,148.9613,BLUE,Massive,Poritidae,1
HG1,2012,WH,Australia,SUMMER,HC,CN,Alveopora,Alveopora,11,0,0,11,0,0,0,0,0,0,GBR,-20.0604,148.9569,GREEN,Massive,Poritidae,0
HG2,2012,WH,Australia,SUMMER,HC,CN,Alveopora,Alveopora,7,0,0,7,0,0,0,0,0,0,GBR,-20.0625,148.9528,GREEN,Massive,Poritidae,0
HG5,2012,WH,Australia,SUMMER,HC,CN,Alveopora,Alveopora,1,0,0,1,0,0,0,0,0,0,GBR,-20.0688,148.9358,GREEN,Massive,Poritidae,0
HW1,2012,WH,Australia,SUMMER,HC,CN,Alveopora,Alveopora,1,0,0,1,0,0,0,0,0,0,GBR,-20.0404,148.881,GREEN,Massive,Poritidae,0
HW2,2012,WH,Australia,SUMMER,HC,CN,Alveopora,Alveopora,26,0,0,26,0,0,0,0,0,0,GBR,-20.0466,148.8807,GREEN,Massive,Poritidae,0
HY1,2012,WH,Australia,SUMMER,HC,CN,Alveopora,Alveopora,1,0,0,1,0,0,0,0,0,0,GBR,-20.0642,148.9152,YELLOW,Massive,Poritidae,1
HY2,2012,WH,Australia,SUMMER,HC,CN,Alveopora,Alveopora,3,0,0,3,0,0,0,0,0,0,GBR,-20.0684,148.9062,YELLOW,Massive,Poritidae,1
HY3,2012,WH,Australia,SUMMER,HC,CN,Alveopora,Alveopora,8,0,0,8,0,0,0,0,0,0,GBR,-20.0754,148.9014,YELLOW,Massive,Poritidae,1
L1,2012,WH,Australia,SUMMER,HC,CN,Alveopora,Alveopora,7,0,0,7,0,0,0,0,0,0,GBR,-20.0778,148.8742,GREEN,Massive,Poritidae,0
W5,2012,WH,Australia,SUMMER,HC,CN,Alveopora,Alveopora,0,0,0,0,0,0,0,0,0,0,GBR,-20.2179,148.9948,BLUE,Massive,Poritidae,1
W8,2012,WH,Australia,SUMMER,HC,CN,Alveopora,Alveopora,1,0,0,1,0,0,0,0,0,0,GBR,-20.185,148.982,BLUE,Massive,Poritidae,1
Bait Reef,2009,WHITSUNDAYS,Australia,WINTER,HC,BO,Alveopora,Alveopora,13,0,0,13,0,0,0,0,0,0,GBR,-19.8111,149.0637,Control,Massive,Poritidae,0
Bait Reef,2009,WHITSUNDAYS,Australia,WINTER,HC,BO,Alveopora,Alveopora,4,0,0,4,0,0,0,0,0,0,GBR,-19.8111,149.0637,Control,Massive,Poritidae,0
Hardy Reef,2009,WHITSUNDAYS,Australia,WINTER,HC,BO,Alveopora,Alveopora,1,0,1,0,0,0,0,0,0,0,GBR,-19.7425,149.1826,Pontoon,Massive,Poritidae,1
NK5,2013,KEPPELS,Australia,FALL,HC,CR,Anacropora,Anacropora,6,0,0,6,0,0,0,0,0,0,GBR,-23.082175,150.9116083,GREEN,Branching,Acroporiidae,0
Agincourt 4,2009,P DOUGLAS,Australia,WINTER,HC,BP,Anacropora,Anacropora,2,0,0,2,0,0,0,0,0,0,GBR,-15.9701,145.8201,Control,Branching,Acroporiidae,0
Rudder Reef,2009,P DOUGLAS,Australia,WINTER,HC,BP,Anacropora,Anacropora,1,0,0,1,0,0,0,0,0,0,GBR,-16.198725,145.68145280000002,Control,Branching,Acroporiidae,0
OE6,2012,PALMS,Australia,SUMMER,HC,CH,Anacropora,Anacropora,0,0,0,0,0,0,0,0,0,0,GBR,-18.5841,146.4915,GREEN,Branching,Acroporiidae,0
OS1,2012,PALMS,Australia,SUMMER,HC,CH,Anacropora,Anacropora,1,0,1,0,0,0,0,0,0,0,GBR,-18.6026,146.4853,GREEN,Branching,Acroporiidae,0
PS6,2012,PALMS,Australia,SUMMER,HC,CH,Anacropora,Anacropora,2,0,2,0,0,0,0,0,0,0,GBR,-18.5366,146.487,BLUE,Branching,Acroporiidae,1
28 East Dugong,2011,WA,Australia,SUMMER,HC,CG,Anacropora,Anacropora,1,0,0,1,0,0,0,0,0,0,Western Australia,-20.9077,115.4627,Moderate,Branching,Acroporiidae,1
DU2,2012,WH,Australia,SUMMER,HC,CN,Anacropora,Anacropora,0,0,0,0,0,0,0,0,0,0,GBR,-20.1752,149.0096,GREEN,Branching,Acroporiidae,0
E1,2012,WH,Australia,SUMMER,HC,CN,Anacropora,Anacropora,3,0,3,0,0,0,0,0,0,0,GBR,-20.2315,149.0425,GREEN,Branching,Acroporiidae,0
HB3,2012,WH,Australia,SUMMER,HC,CN,Anacropora,Anacropora,0,0,0,0,0,0,0,0,0,0,GBR,-20.0918,148.9516,BLUE,Branching,Acroporiidae,1
HB5,2012,WH,Australia,SUMMER,HC,CN,Anacropora,Anacropora,0,0,0,0,0,0,0,0,0,0,GBR,-20.0702,148.9613,BLUE,Branching,Acroporiidae,1
HE1,2012,WH,Australia,SUMMER,HC,CN,Anacropora,Anacropora,0,0,0,0,0,0,0,0,0,0,GBR,-20.058,148.9005,YELLOW,Branching,Acroporiidae,1
HE2,2012,WH,Australia,SUMMER,HC,CN,Anacropora,Anacropora,0,0,0,0,0,0,0,0,0,0,GBR,-20.0536,148.899,YELLOW,Branching,Acroporiidae,1
HY3,2012,WH,Australia,SUMMER,HC,CN,Anacropora,Anacropora,0,0,0,0,0,0,0,0,0,0,GBR,-20.0754,148.9014,YELLOW,Branching,Acroporiidae,1
Bait Reef,2009,WHITSUNDAYS,Australia,WINTER,HC,BO,Anacropora,Anacropora,4,0,0,4,0,0,0,0,0,0,GBR,-19.8111,149.0637,Control,Branching,Acroporiidae,0
Flynn Reef,2009,CAIRNS,Australia,WINTER,HC,BN,Astreopora,Astreopora,4,0,0,4,0,0,0,0,0,0,GBR,-16.7879,146.2679,Control,Massive,Acroporiidae,0
Moore Reef Sunlovers,2009,CAIRNS,Australia,WINTER,HC,BN,Astreopora,Astreopora,1,0,0,1,0,0,0,0,0,0,GBR,-16.8883,146.1922,Pontoon,Massive,Acroporiidae,1
Norman Reef,2009,CAIRNS,Australia,WINTER,HC,BN,Astreopora,Astreopora,4,0,0,4,0,0,0,0,0,0,GBR,-16.4254,145.9914,Pontoon,Massive,Acroporiidae,1
H1,2013,KEPPELS,Australia,FALL,HC,CR,Astreopora,Astreopora,5,0,0,5,0,0,0,0,0,0,GBR,-23.1973,150.9731,GREEN,Massive,Acroporiidae,0
Agincourt 1,2009,P DOUGLAS,Australia,WINTER,HC,BP,Astreopora,Astreopora,7,0,0,7,0,0,0,0,0,0,GBR,-16.0567,145.8667,Control,Massive,Acroporiidae,0
Agincourt 4,2009,P DOUGLAS,Australia,WINTER,HC,BP,Astreopora,Astreopora,32,0,0,32,0,0,0,0,0,0,GBR,-15.9701,145.8201,Control,Massive,Acroporiidae,0
Rudder Reef,2009,P DOUGLAS,Australia,WINTER,HC,BP,Astreopora,Astreopora,10,0,0,10,0,0,0,0,0,0,GBR,-16.198725,145.68145280000002,Control,Massive,Acroporiidae,0
Rudder Reef,2009,P DOUGLAS,Australia,WINTER,HC,BP,Astreopora,Astreopora,2,0,0,2,0,0,0,0,0,0,GBR,-16.198725,145.68145280000002,Control,Massive,Acroporiidae,0
C1,2012,PALMS,Australia,SUMMER,HC,CH,Astreopora,Astreopora,26,0,10,16,0,0,0,0,0,0,GBR,-18.6786,146.5518,GREEN,Massive,Acroporiidae,0
C2,2012,PALMS,Australia,SUMMER,HC,CH,Astreopora,Astreopora,5,0,2,3,0,0,0,0,0,0,GBR,-18.6712,146.5496,GREEN,Massive,Acroporiidae,0
C3,2012,PALMS,Australia,SUMMER,HC,CH,Astreopora,Astreopora,9,0,4,5,0,0,0,0,0,0,GBR,-18.6749,146.54399999999998,GREEN,Massive,Acroporiidae,0
C4,2012,PALMS,Australia,SUMMER,HC,CH,Astreopora,Astreopora,6,0,3,3,0,0,0,0,0,0,GBR,-18.6536,146.5415,BLUE,Massive,Acroporiidae,1
C6,2012,PALMS,Australia,SUMMER,HC,CH,Astreopora,Astreopora,5,0,5,0,0,0,0,0,0,0,GBR,-18.6858,146.5607,BLUE,Massive,Acroporiidae,1
OE3,2012,PALMS,Australia,SUMMER,HC,CH,Astreopora,Astreopora,1,0,0,1,0,0,0,0,0,0,GBR,-18.6256,146.503,GREEN,Massive,Acroporiidae,0
OS1,2012,PALMS,Australia,SUMMER,HC,CH,Astreopora,Astreopora,41,0,13,28,0,0,0,0,0,0,GBR,-18.6026,146.4853,GREEN,Massive,Acroporiidae,0
OS2,2012,PALMS,Australia,SUMMER,HC,CH,Astreopora,Astreopora,29,0,12,17,0,0,0,0,0,0,GBR,-18.5906,146.4835,GREEN,Massive,Acroporiidae,0
OS3,2012,PALMS,Australia,SUMMER,HC,CH,Astreopora,Astreopora,12,0,3,9,0,0,0,0,0,0,GBR,-18.5754,146.4751,GREEN,Massive,Acroporiidae,0
OS4,2012,PALMS,Australia,SUMMER,HC,CH,Astreopora,Astreopora,2,0,1,1,0,0,0,0,0,0,GBR,-18.5725,146.4765,GREEN,Massive,Acroporiidae,0
OS5,2012,PALMS,Australia,SUMMER,HC,CH,Astreopora,Astreopora,15,0,11,4,0,0,0,0,0,0,GBR,-18.5682,146.4754,GREEN,Massive,Acroporiidae,0
OS6,2012,PALMS,Australia,SUMMER,HC,CH,Astreopora,Astreopora,1,0,1,0,0,0,0,0,0,0,GBR,-18.5592,146.4913,GREEN,Massive,Acroporiidae,0
PE3,2012,PALMS,Australia,SUMMER,HC,CH,Astreopora,Astreopora,3,1,1,1,0,0,0,1,0,0,GBR,-18.5547,146.5022,BLUE,Massive,Acroporiidae,1
PE6,2012,PALMS,Australia,SUMMER,HC,CH,Astreopora,Astreopora,9,0,0,9,0,0,0,0,0,0,GBR,-18.5381,146.4924,BLUE,Massive,Acroporiidae,1
PS2,2012,PALMS,Australia,SUMMER,HC,CH,Astreopora,Astreopora,2,0,2,0,0,0,0,0,0,0,GBR,-18.5528,146.4857,BLUE,Massive,Acroporiidae,1
PS5,2012,PALMS,Australia,SUMMER,HC,CH,Astreopora,Astreopora,3,0,0,3,0,0,0,0,0,0,GBR,-18.5379,146.4859,BLUE,Massive,Acroporiidae,1
PS6,2012,PALMS,Australia,SUMMER,HC,CH,Astreopora,Astreopora,2,0,2,0,0,0,0,0,0,0,GBR,-18.5366,146.487,BLUE,Massive,Acroporiidae,1
14 Veranus,2011,WA,Australia,SUMMER,HC,CG,Astreopora,Astreopora,4,0,1,3,0,0,0,0,0,0,Western Australia,-20.6285,115.5834,Low,Massive,Acroporiidae,0
20 Dugong,2011,WA,Australia,SUMMER,HC,CG,Astreopora,Astreopora,1,0,0,1,0,0,0,0,0,0,Western Australia,-20.9019,115.4623,Moderate,Massive,Acroporiidae,1
28 East Dugong,2011,WA,Australia,SUMMER,HC,CG,Astreopora,Astreopora,1,0,0,1,0,0,0,0,0,0,Western Australia,-20.9077,115.4627,Moderate,Massive,Acroporiidae,1
32 LNG3,2011,WA,Australia,SUMMER,HC,CG,Astreopora,Astreopora,3,0,0,3,0,0,0,0,0,0,Western Australia,-20.8603,115.4916,High,Massive,Acroporiidae,1
33 LNG2,2011,WA,Australia,SUMMER,HC,CG,Astreopora,Astreopora,2,0,0,2,0,0,0,0,0,0,Western Australia,-20.8351,115.5045,High,Massive,Acroporiidae,1
8 Stephenson's Point,2011,WA,Australia,SUMMER,HC,CG,Astreopora,Astreopora,5,0,0,5,0,0,0,0,0,0,Western Australia,-20.4659,115.5473,Low,Massive,Acroporiidae,0
B1,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,2,0,0,2,0,0,0,0,0,0,GBR,-20.1616,149.0205,GREEN,Massive,Acroporiidae,0
B2,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,7,0,1,6,0,0,0,0,0,0,GBR,-20.1818,149.0363,GREEN,Massive,Acroporiidae,0
B3,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,2,0,0,2,0,0,0,0,0,0,GBR,-20.1789,149.0409,GREEN,Massive,Acroporiidae,0
B5,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,2,0,0,2,0,0,0,0,0,0,GBR,-20.1548,149.0349,GREEN,Massive,Acroporiidae,0
B6,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,14,0,1,13,0,0,0,0,0,0,GBR,-20.1558,149.0264,GREEN,Massive,Acroporiidae,0
BL1,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,19,0,6,13,0,0,0,0,0,0,GBR,-20.0781,148.8945,GREEN,Massive,Acroporiidae,0
BL2,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,28,0,2,26,0,0,0,0,0,0,GBR,-20.0782,148.8903,GREEN,Massive,Acroporiidae,0
D1,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,2,0,0,2,0,0,0,0,0,0,GBR,-20.1554,149.0715,YELLOW,Massive,Acroporiidae,1
DU1,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,16,0,0,16,0,0,0,0,0,0,GBR,-20.1723,149.0074,GREEN,Massive,Acroporiidae,0
DU2,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,1,0,0,1,0,0,0,0,0,0,GBR,-20.1752,149.0096,GREEN,Massive,Acroporiidae,0
E1,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,2,0,2,0,0,0,0,0,0,0,GBR,-20.2315,149.0425,GREEN,Massive,Acroporiidae,0
HB1,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,7,0,2,5,0,0,0,0,0,0,GBR,-20.1439,148.9461,BLUE,Massive,Acroporiidae,1
HB2,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,4,0,1,3,0,0,0,0,0,0,GBR,-20.1305,148.9461,BLUE,Massive,Acroporiidae,1
HB3,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,18,0,0,18,0,0,0,0,0,0,GBR,-20.0918,148.9516,BLUE,Massive,Acroporiidae,1
HB4,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,4,0,0,4,0,0,0,0,0,0,GBR,-20.0871,148.9525,BLUE,Massive,Acroporiidae,1
HB7,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,3,0,0,3,0,0,0,0,0,0,GBR,-20.0922,148.9553,BLUE,Massive,Acroporiidae,1
HE1,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,1,0,0,1,0,0,0,0,0,0,GBR,-20.058,148.9005,YELLOW,Massive,Acroporiidae,1
HG1,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,17,0,2,15,0,0,0,0,0,0,GBR,-20.0604,148.9569,GREEN,Massive,Acroporiidae,0
HG2,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,10,0,2,8,0,0,0,0,0,0,GBR,-20.0625,148.9528,GREEN,Massive,Acroporiidae,0
HG4,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,7,0,2,5,0,0,0,0,0,0,GBR,-20.0664,148.9399,GREEN,Massive,Acroporiidae,0
HG5,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,19,0,8,11,0,0,0,0,0,0,GBR,-20.0688,148.9358,GREEN,Massive,Acroporiidae,0
HG7,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,2,0,0,2,0,0,0,0,0,0,GBR,-20.0608,148.9617,GREEN,Massive,Acroporiidae,0
HW1,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,23,0,1,22,0,0,0,0,0,0,GBR,-20.0404,148.881,GREEN,Massive,Acroporiidae,0
HW2,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,11,0,1,10,0,0,0,0,0,0,GBR,-20.0466,148.8807,GREEN,Massive,Acroporiidae,0
HW3,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,10,0,1,9,0,0,0,0,0,0,GBR,-20.0507,148.8785,GREEN,Massive,Acroporiidae,0
HY1,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,4,0,1,3,0,0,0,0,0,0,GBR,-20.0642,148.9152,YELLOW,Massive,Acroporiidae,1
HY2,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,3,0,0,3,0,0,0,0,0,0,GBR,-20.0684,148.9062,YELLOW,Massive,Acroporiidae,1
HY3,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,15,0,3,12,0,0,0,0,0,0,GBR,-20.0754,148.9014,YELLOW,Massive,Acroporiidae,1
L1,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,17,0,2,15,0,0,0,0,0,0,GBR,-20.0778,148.8742,GREEN,Massive,Acroporiidae,0
W1,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,9,0,0,9,0,0,0,0,0,0,GBR,-20.1548,148.9643,BLUE,Massive,Acroporiidae,1
W2,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,3,0,0,3,0,0,0,0,0,0,GBR,-20.1748,148.9759,BLUE,Massive,Acroporiidae,1
W3,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,6,0,0,6,0,0,0,0,0,0,GBR,-20.1892,148.984,BLUE,Massive,Acroporiidae,1
W4,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,15,0,3,12,0,0,0,0,0,0,GBR,-20.2027,148.9914,BLUE,Massive,Acroporiidae,1
W5,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,2,0,0,2,0,0,0,0,0,0,GBR,-20.2179,148.9948,BLUE,Massive,Acroporiidae,1
W8,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,2,0,1,1,0,0,0,0,0,0,GBR,-20.185,148.982,BLUE,Massive,Acroporiidae,1
W9,2012,WH,Australia,SUMMER,HC,CN,Astreopora,Astreopora,14,0,1,13,0,0,0,0,0,0,GBR,-20.1817,148.9781,BLUE,Massive,Acroporiidae,1
Bait Reef,2009,WHITSUNDAYS,Australia,WINTER,HC,BO,Astreopora,Astreopora,6,0,2,4,0,0,0,0,0,0,GBR,-19.8111,149.0637,Control,Massive,Acroporiidae,0
