model_name	compartment	branch_length_transformation	AIC	AICc	estimated_parameter	parameter_value	R2	slope	intercept	x_trait_slope_95CI	x_trait_slope_stdev	p	x_trait	y_trait	best_model
BM	-	lambda=1 delta=1kappa=1	-59.4612308996299	-59.1885036269027	None	All parameters fixed	0.0939159751965919	-0.00101126571784127	0.192642540152105	-0.00192902672042111 - -9.35047152614198e-05	0.000468245409479514	0.0361626982286274	skeleton_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	dominance_all	FALSE
BM_Lambda	-	lambda=ML delta=1kappa=1	-96.7089098513371	-96.4361825786099	lambda	lambda : 1e-06 (95% CI  NA  -  0.330373376403313 )	0.0980642881244534	-0.00104643437588737	0.17569180494927	-0.00197367865813009 - -0.000119190093644643	0.000473083817470777	0.0320902497213444	skeleton_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	dominance_all	TRUE
BM_Kappa	-	lambda=1 delta=1kappa=ML	-74.3302649732666	-74.0575377005394	kappa	kappa : 0.200653545017574 (95% CI  NA  -  0.598894837836941 )	0.116448356110295	-0.00134302416208263	0.222301047194124	-0.00242391772162295 - -0.000262130602542307	0.000551476305887919	0.0189044546751047	skeleton_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	dominance_all	FALSE
BM_Delta	-	lambda=1 delta=MLkappa=1	-59.4612308996299	-59.1885036269027	delta	delta : 1 (95% CI  0.434153914931133  -  NA )	0.0939159751965919	-0.00101126571784127	0.192642540152105	-0.00192902672042111 - -9.35047152614198e-05	0.000468245409479514	0.0361626982286274	skeleton_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	dominance_all	FALSE
