model_name	compartment	branch_length_transformation	AIC	AICc	estimated_parameter	parameter_value	R2	slope	intercept	x_trait_slope_95CI	x_trait_slope_stdev	p	x_trait	y_trait	best_model
BM	-	lambda=1 delta=1kappa=1	102.648566546341	103.505709403484	None	All parameters fixed	0.0668027705209072	-8.60729402023428	6.50171372746993	-24.8877499671241 - 7.67316192665557	8.3063550749438	0.316512256989979	skeleton_unweighted_unifrac_ordination_PC3	perc_dis	FALSE
BM_Lambda	-	lambda=ML delta=1kappa=1	100.415392648418	101.272535505561	lambda	lambda : 0.951778228305893 (95% CI  NA  -  NA )	0.0139350558671144	-4.3401291446155	6.22611687566756	-22.816279889797 - 14.136021600566	9.4266075230518	0.651824026710813	skeleton_unweighted_unifrac_ordination_PC3	perc_dis	TRUE
BM_Kappa	-	lambda=1 delta=1kappa=ML	101.929637166557	102.7867800237	kappa	kappa : 0.767866809256055 (95% CI  0.178935726270687  -  NA )	0.0450218734436237	-7.68366131798296	6.61099076686065	-25.5923417261756 - 10.2250190902097	9.13708184091462	0.413591299930612	skeleton_unweighted_unifrac_ordination_PC3	perc_dis	FALSE
BM_Delta	-	lambda=1 delta=MLkappa=1	102.648566546341	103.505709403484	delta	delta : 1 (95% CI  0.224107060197394  -  NA )	0.0668027705209072	-8.60729402023428	6.50171372746993	-24.8877499671241 - 7.67316192665557	8.3063550749438	0.316512256989979	skeleton_unweighted_unifrac_ordination_PC3	perc_dis	FALSE
