model_name	compartment	branch_length_transformation	AIC	AICc	estimated_parameter	parameter_value	R2	slope	intercept	x_trait_slope_95CI	x_trait_slope_stdev	p	x_trait	y_trait	best_model
BM	-	lambda=1 delta=1kappa=1	-39.9588577484039	-39.1588577484039	None	All parameters fixed	0.410264543765259	-0.00363236521393224	0.1740153149825	-0.00576630526602805 - -0.00149842516183642	0.00108874492453868	0.00418659903305896	all_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	growth_rate_mm_per_year	FALSE
BM_Lambda	-	lambda=ML delta=1kappa=1	-53.0591597803429	-52.2591597803429	lambda	lambda : 1e-06 (95% CI  NA  -  0.435358982091571 )	0.561201128119248	-0.00538921982208686	0.197364412677047	-0.00772426593771398 - -0.00305417370645974	0.00119135005899343	0.000346216711507807	all_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	growth_rate_mm_per_year	TRUE
BM_Kappa	-	lambda=1 delta=1kappa=ML	-45.0385685559977	-44.2385685559977	kappa	kappa : 1e-06 (95% CI  NA  -  0.8604050410693 )	0.449310788134241	-0.00537547569269024	0.200827571581233	-0.00829151143946611 - -0.00245943994591438	0.00148777334019177	0.00233371863641252	all_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	growth_rate_mm_per_year	FALSE
BM_Delta	-	lambda=1 delta=MLkappa=1	-39.9588577484039	-39.1588577484039	delta	delta : 1 (95% CI  0.286522020203278  -  NA )	0.410264543765259	-0.00363236521393224	0.1740153149825	-0.00576630526602805 - -0.00149842516183642	0.00108874492453868	0.00418659903305896	all_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	growth_rate_mm_per_year	FALSE
