model_name	compartment	branch_length_transformation	AIC	AICc	estimated_parameter	parameter_value	R2	slope	intercept	x_trait_slope_95CI	x_trait_slope_stdev	p	x_trait	y_trait	best_model
BM	-	lambda=1 delta=1kappa=1	-29.4476227874518	-28.5245458643749	None	All parameters fixed	5.36606478974602e-05	-0.000209949124461668	0.113982164830728	-0.015222915530445 - 0.0148030172815217	0.0076596767377466	0.97851987898455	tissue_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__uncultured_archaeon	growth_rate_mm_per_year	FALSE
BM_Lambda	-	lambda=ML delta=1kappa=1	-45.1265365530807	-44.2034596300037	lambda	lambda : 1e-06 (95% CI  NA  -  0.760834088557021 )	0.32529661252731	-0.0101696481464573	0.150215595642261	-0.0178417552272777 - -0.00249754106563699	0.00391434034735732	0.021057132138768	tissue_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__uncultured_archaeon	growth_rate_mm_per_year	TRUE
BM_Kappa	-	lambda=1 delta=1kappa=ML	-43.0902304295205	-42.1671535064436	kappa	kappa : 1e-06 (95% CI  NA  -  0.344345709939775 )	0.164098265851414	-0.00691231899332059	0.147936098348942	-0.0150845652113197 - 0.00125992722467855	0.00416951337653017	0.119582113355069	tissue_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__uncultured_archaeon	growth_rate_mm_per_year	FALSE
BM_Delta	-	lambda=1 delta=MLkappa=1	-29.4476227874518	-28.5245458643749	delta	delta : 1 (95% CI  0.296315865017633  -  NA )	5.36606478974602e-05	-0.000209949124461668	0.113982164830728	-0.015222915530445 - 0.0148030172815217	0.0076596767377466	0.97851987898455	tissue_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__uncultured_archaeon	growth_rate_mm_per_year	FALSE
