model_name	compartment	branch_length_transformation	AIC	AICc	estimated_parameter	parameter_value	R2	slope	intercept	x_trait_slope_95CI	x_trait_slope_stdev	p	x_trait	y_trait	best_model
BM	-	lambda=1 delta=1kappa=1	111.529217028789	112.050956159224	None	All parameters fixed	0.00510368665493228	0.003246777679811	4.07331400666869	-0.0148895732949616 - 0.0213831286545836	0.0092532402932513	0.728739648553805	skeleton_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	depth	FALSE
BM_Lambda	-	lambda=ML delta=1kappa=1	107.582306493084	108.104045623519	lambda	lambda : 1e-06 (95% CI  NA  -  0.99458622373232 )	0.0230072318924837	0.0113934980398886	3.71752217248091	-0.018310918209209 - 0.0410979142889863	0.0151553144128049	0.459491552855493	skeleton_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	depth	FALSE
BM_Kappa	-	lambda=1 delta=1kappa=ML	104.331847268421	104.853586398856	kappa	kappa : 0.0295317462581465 (95% CI  NA  -  0.721650553825054 )	0.00711755996865698	-0.00537073950541216	4.20336537374454	-0.0307493526956336 - 0.0200078736848093	0.0129482720358273	0.681984184305434	skeleton_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	depth	TRUE
BM_Delta	-	lambda=1 delta=MLkappa=1	111.529217028789	112.050956159224	delta	delta : 1 (95% CI  0.301846484777617  -  NA )	0.00510368665493228	0.003246777679811	4.07331400666869	-0.0148895732949616 - 0.0213831286545836	0.0092532402932513	0.728739648553805	skeleton_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	depth	FALSE
