#SampleID	complex_robust_complex	complex_robust_outgroup	complex_robust_robust	taxonomy_string_to_family_Cnidaria_Anthozoa_Actiniaria_Actiniidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Actiniaria_Aiptasiidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Actiniaria_Stichodactylidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Alcyonacea_Alcyoniidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Alcyonacea_Tubiporidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Alcyonacea_Xeniidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Corallimorpharia_Discosomatidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Helioporaceae_Helioporidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Scleractinia_Acroporidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Scleractinia_Agariciidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Scleractinia_Astrocoeniidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Scleractinia_Coscinaraeidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Scleractinia_Dendrophylliidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Scleractinia_Diploastreidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Scleractinia_Euphylliidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Scleractinia_Fungiidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Scleractinia_Lobophylliidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Scleractinia_Merulinidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Scleractinia_Montastreidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Scleractinia_Mussidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Scleractinia_Pocilloporidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Scleractinia_Poritidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Scleractinia_Psammocoridae	taxonomy_string_to_family_Cnidaria_Anthozoa_Scleractinia_Siderastreidae	taxonomy_string_to_family_Cnidaria_Anthozoa_Scleractinia_incertae sedis	taxonomy_string_to_family_Cnidaria_Anthozoa_Zoantharia_Sphenopidae	taxonomy_string_to_family_Cnidaria_Hydrozoa_Anthoathecata_Milleporidae	taxonomy_string_to_family_Cnidaria_Hydrozoa_Anthoathecata_Stylasteridae	taxonomy_string_to_family_Cnidaria_Hydrozoa_Leptothecata_Aglaopheniidae	taxonomy_string_to_family_Cnidaria_Scyphozoa_Semaeostomeae_Ulmaridae	taxonomy_string_to_family_Ctenophora_Tentaculata_Lobata_Bolinopsidae	tissue_compartment_D	tissue_compartment_M	tissue_compartment_S	tissue_compartment_T	tissue_compartment_TS	binary_turf_contact_n	binary_turf_contact_y	ocean_area_Caribbean	ocean_area_Coral Sea	ocean_area_Eastern Indian	ocean_area_Eastern Pacific	ocean_area_Red Sea	ocean_area_South China Sea	ocean_area_Tasman Sea	ocean_area_Western Indian	temperature	depth	latitude	colony_width1	longitude
10895.E1.7.Pav.vari.1.20140805.S	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	23.9	1.2192	-14.68344	12	145.46554
10895.E1.7.Pav.vari.1.20140805.T	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	23.9	1.2192	-14.68344	12	145.46554
10895.E1.7.Pav.vari.1.20140815.M	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	23.9	1.524	-14.68344	15	145.46554
10895.E1.7.Pav.vari.1.20140815.S	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	23.9	1.524	-14.68344	15	145.46554
10895.E1.7.Pav.vari.1.20140815.T	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	23.9	1.524	-14.68344	15	145.46554
10895.E1.7.Pav.veno.1.20140809.M	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	23.3	1.2192	-14.68716	17	145.44449
10895.E1.7.Pav.veno.1.20140809.S	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	23.3	1.2192	-14.68716	17	145.44449
10895.E1.7.Pav.veno.1.20140809.T	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	23.3	1.2192	-14.68716	17	145.44449
10895.E1.7.Pav.veno.1.20140811.M	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	23.9	1.2192	-14.68344	20	145.46554
10895.E1.7.Pav.veno.1.20140811.S	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	23.9	1.2192	-14.68344	20	145.46554
10895.E1.7.Pav.veno.1.20140811.T	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	23.9	1.2192	-14.68344	20	145.46554
10895.E1.Out.Hel.coer.1.20140811.M	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	23.9	1.2192	-14.68344	100	145.46554
10895.E1.Out.Hel.coer.1.20140811.S	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	23.9	1.2192	-14.68344	100	145.46554
10895.E1.Out.Hel.coer.1.20140811.T	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	23.9	1.2192	-14.68344	100	145.46554
10895.E1.Out.Lob.sp.1.20140803.M	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	23.9	1.2192	-14.68463	12	145.44175
10895.E1.Out.Lob.sp.1.20140803.S	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	23.9	1.2192	-14.68463	12	145.44175
10895.E1.Out.Mil.sp.1.20140731.M	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	23.9	1.524	-14.68716	9	145.44449
10895.E1.Out.Mil.sp.1.20140731.S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	23.9	1.524	-14.68716	9	145.44449
10895.E1.Out.Mil.sp.1.20140731.T	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	23.9	1.524	-14.68716	9	145.44449
10895.E1.Out.Mil.sp.1.20140814.M	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	22.8	7.0104	-14.68716	6	145.44449
10895.E1.Out.Mil.sp.1.20140814.S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	22.8	7.0104	-14.68716	6	145.44449
10895.E1.Out.Mil.sp.1.20140814.T	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	22.8	7.0104	-14.68716	6	145.44449
10895.E1.Out.Pal.caes.1.20140809.M	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	23.3	1.2192	-14.68716	4	145.44449
10895.E1.Out.Pal.caes.1.20140809.S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	23.3	1.2192	-14.68716	4	145.44449
10895.E1.Out.Pal.caes.1.20140809.T	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	23.3	1.2192	-14.68716	4	145.44449
10895.E1.Out.Pal.caes.1.20140815.M	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	23.9	1.524	-14.68344	30	145.46554
10895.E1.Out.Pal.caes.1.20140815.S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	23.9	1.524	-14.68344	30	145.46554
10895.E1.Out.Pal.caes.1.20140815.T	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	23.9	1.524	-14.68344	30	145.46554
10895.E10.10.Poc.dami.1.20150630.M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	0.7	-31.5617667	30	159.07475
10895.E10.10.Poc.dami.1.20150630.S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	21	0.7	-31.5617667	30	159.07475
10895.E10.10.Poc.dami.1.20150630.T	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	21	0.7	-31.5617667	30	159.07475
10895.E10.10.Sty.pist.1.20150630.M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	0.7	-31.5617667	35	159.07475
10895.E10.10.Sty.pist.1.20150630.S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	21	0.7	-31.5617667	35	159.07475
10895.E10.10.Sty.pist.1.20150630.T	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	21	0.7	-31.5617667	35	159.07475
10895.E10.10.Sty.pist.2.20150630.M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	0.5	-31.5617667	22	159.07475
10895.E10.10.Sty.pist.2.20150630.S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	21	0.5	-31.5617667	22	159.07475
10895.E10.10.Sty.pist.2.20150630.T	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	21	0.5	-31.5617667	22	159.07475
10895.E10.10.Sty.pist.3.20150630.M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	0.8	-31.5617667	28	159.07475
10895.E10.10.Sty.pist.3.20150630.S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	21	0.8	-31.5617667	28	159.07475
10895.E10.10.Sty.pist.3.20150630.T	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	21	0.8	-31.5617667	28	159.07475
10895.E10.17.Fav.abdi.1.20150630.M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	70	159.07475
10895.E10.17.Fav.abdi.1.20150630.S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	70	159.07475
10895.E10.17.Fav.abdi.1.20150630.T	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	70	159.07475
10895.E10.17.Fav.abdi.2.20150630.M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	40	159.07475
10895.E10.17.Fav.abdi.2.20150630.S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	40	159.07475
10895.E10.17.Fav.abdi.2.20150630.T	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	40	159.07475
10895.E10.17.Fav.pali.1.20150630.M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	1.3	-31.5617667	20	159.07475
10895.E10.17.Fav.pali.1.20150630.T	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	21	1.3	-31.5617667	20	159.07475
10895.E10.17.Fav.pali.2.20150630.M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	1.3	-31.5617667	10	159.07475
10895.E10.17.Fav.pali.2.20150630.S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	21	1.3	-31.5617667	10	159.07475
10895.E10.17.Fav.pali.2.20150630.T	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	21	1.3	-31.5617667	10	159.07475
10895.E10.17.Fav.pali.3.20150630.M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	1.3	-31.5617667	23	159.07475
10895.E10.17.Fav.pali.3.20150630.S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	21	1.3	-31.5617667	23	159.07475
10895.E10.17.Fav.pali.3.20150630.T	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	21	1.3	-31.5617667	23	159.07475
10895.E10.17.Gon.favu.1.20150629.M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	35	159.07475
10895.E10.17.Gon.favu.1.20150629.S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	35	159.07475
10895.E10.17.Gon.favu.1.20150629.T	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	35	159.07475
10895.E10.17.Gon.favu.1.20150630.M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	0.8	-31.5617667	10	159.07475
10895.E10.17.Gon.favu.1.20150630.S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	21	0.8	-31.5617667	10	159.07475
10895.E10.17.Gon.favu.1.20150630.T	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	21	0.8	-31.5617667	10	159.07475
10895.E10.17.Gon.favu.2.20150630.M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	0.7	-31.5617667	10	159.07475
10895.E10.17.Gon.favu.2.20150630.S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	21	0.7	-31.5617667	10	159.07475
10895.E10.17.Gon.favu.2.20150630.T	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	21	0.7	-31.5617667	10	159.07475
10895.E10.17.Mon.curt.3.20150629.M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	30	159.07475
10895.E10.17.Mon.curt.3.20150629.S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	30	159.07475
10895.E10.17.Mon.curt.3.20150629.T	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	30	159.07475
10895.E10.Aca.hill.1.20150629.M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	50	159.07475
10895.E10.Aca.hill.1.20150629.S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	50	159.07475
10895.E10.Aca.hill.1.20150629.T	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	50	159.07475
10895.E10.Aca.hill.2.20150629.M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	60	159.07475
10895.E10.Aca.hill.2.20150629.S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	60	159.07475
10895.E10.Aca.hill.2.20150629.T	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	60	159.07475
10895.E10.Aca.hill.3.20150629.M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	40	159.07475
10895.E10.Aca.hill.3.20150629.S	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	40	159.07475
10895.E10.Aca.hill.3.20150629.T	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	21	1	-31.5617667	40	159.07475
10895.E10.Acr.cyth.1.20150627.M	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	1.3	-31.52135	110	159.0467333
10895.E10.Acr.cyth.1.20150627.S	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	21	1.3	-31.52135	110	159.0467333
10895.E10.Acr.cyth.1.20150627.T	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	21	1.3	-31.52135	110	159.0467333
10895.E10.Acr.cyth.2.20150627.M	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	1.1	-31.52135	75	159.0467333
10895.E10.Acr.cyth.2.20150627.S	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	21	1.1	-31.52135	75	159.0467333
10895.E10.Acr.cyth.2.20150627.T	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	21	1.1	-31.52135	75	159.0467333
10895.E10.Acr.cyth.3.20150627.M	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	1.2	-31.52135	55	159.0467333
10895.E10.Acr.cyth.3.20150627.S	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	21	1.2	-31.52135	55	159.0467333
10895.E10.Acr.cyth.3.20150627.T	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	21	1.2	-31.52135	55	159.0467333
10895.E10.Acr.pali.1.20150627.M	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	1.2	-31.52135	65	159.0467333
10895.E10.Acr.pali.2.20150627.M	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	1.2	-31.52135	25	159.0467333
10895.E10.Acr.pali.2.20150627.S	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	21	1.2	-31.52135	25	159.0467333
10895.E10.Acr.pali.3.20150627.M	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	21	1.2	-31.52135	25	159.0467333
